id	label	task_1_preds	NOT_probs	HOF_probs
80	NOT	NOT	0.9886447	0.011355446
81	NOT	NOT	0.9954708	0.0045292466
82	NOT	NOT	0.9670742	0.032925703
83	NOT	NOT	0.98783964	0.012160467
84	NOT	NOT	0.9945366	0.0054634735
85	NOT	NOT	0.99550307	0.0044970075
86	NOT	NOT	0.98942095	0.010579172
87	NOT	NOT	0.97205156	0.027948344
88	NOT	NOT	0.9590637	0.04093631
89	HOF	HOF	0.0023326662	0.9976672
90	NOT	NOT	0.9656036	0.03439633
91	NOT	NOT	0.9774579	0.022542112
92	HOF	HOF	0.018708432	0.9812915
93	NOT	NOT	0.6615908	0.33840925
94	NOT	NOT	0.9939402	0.006059831
95	NOT	NOT	0.9952157	0.0047843126
96	NOT	NOT	0.99422556	0.005774283
97	HOF	HOF	0.0027253095	0.99727476
98	NOT	NOT	0.99330103	0.006698876
99	NOT	HOF	0.20671262	0.7932874
100	HOF	HOF	0.006895102	0.993105
101	NOT	NOT	0.9829724	0.017027574
102	NOT	NOT	0.995481	0.0045190966
103	HOF	HOF	0.0044688485	0.9955311
104	NOT	NOT	0.9673846	0.032615412
105	HOF	HOF	0.0025423616	0.9974576
106	NOT	NOT	0.98798424	0.012015676
107	NOT	NOT	0.99174684	0.008253088
108	NOT	NOT	0.99010104	0.009898966
109	NOT	NOT	0.994921	0.0050789635
110	NOT	NOT	0.9935559	0.006444148
111	HOF	HOF	0.0034818465	0.99651825
112	HOF	HOF	0.0038596787	0.9961403
113	NOT	NOT	0.99451715	0.005482919
114	NOT	NOT	0.9561016	0.043898337
115	NOT	NOT	0.9462152	0.05378478
116	HOF	HOF	0.011961466	0.9880384
117	HOF	HOF	0.005746099	0.994254
118	HOF	HOF	0.02114923	0.9788507
119	NOT	NOT	0.92277116	0.07722888
120	HOF	HOF	0.029649766	0.97035027
121	HOF	HOF	0.27891806	0.7210819
122	NOT	NOT	0.97231746	0.027682599
123	NOT	NOT	0.99406695	0.005933087
124	NOT	NOT	0.9398693	0.06013069
125	NOT	NOT	0.9889802	0.011019813
126	NOT	NOT	0.9903086	0.009691361
127	NOT	HOF	0.20544899	0.7945511
128	HOF	HOF	0.018740257	0.98125976
129	NOT	NOT	0.9712278	0.02877225
130	NOT	NOT	0.98113346	0.018866554
131	NOT	NOT	0.99293923	0.0070608906
132	NOT	NOT	0.9896161	0.010383881
133	NOT	NOT	0.9949846	0.005015442
134	NOT	NOT	0.9829539	0.01704625
135	NOT	NOT	0.9857577	0.014242417
136	NOT	NOT	0.99443656	0.0055633914
137	NOT	NOT	0.9890113	0.01098866
138	HOF	HOF	0.06453389	0.9354661
139	HOF	HOF	0.03101161	0.9689884
140	HOF	HOF	0.0028157942	0.9971842
141	NOT	NOT	0.9777054	0.02229453
142	HOF	HOF	0.002673089	0.99732685
143	NOT	NOT	0.98911273	0.010887398
144	NOT	NOT	0.99258703	0.0074130357
145	NOT	NOT	0.99281543	0.00718444
146	NOT	NOT	0.99353933	0.006460624
147	HOF	HOF	0.027448827	0.9725511
148	HOF	HOF	0.0024056232	0.9975944
149	HOF	HOF	0.0023670876	0.9976329
150	NOT	NOT	0.99146336	0.0085366815
151	NOT	NOT	0.9143386	0.08566139
152	HOF	HOF	0.016072128	0.98392785
153	NOT	NOT	0.9950349	0.00496521
154	NOT	NOT	0.9931343	0.0068656337
155	NOT	NOT	0.99200314	0.007996772
156	NOT	NOT	0.9464499	0.05355014
157	NOT	NOT	0.99394614	0.0060539306
158	HOF	HOF	0.0019972057	0.9980029
159	HOF	HOF	0.0036211035	0.996379
160	NOT	NOT	0.99093044	0.009069501
161	HOF	HOF	0.005366115	0.9946338
162	HOF	HOF	0.0046895365	0.99531037
163	NOT	NOT	0.99519646	0.0048036445
164	NOT	NOT	0.9936362	0.006363938
165	NOT	NOT	0.61748606	0.38251394
166	NOT	NOT	0.99287796	0.0071220812
167	NOT	NOT	0.98993725	0.010062818
168	NOT	NOT	0.9860948	0.0139052095
169	HOF	NOT	0.5407409	0.45925912
170	HOF	HOF	0.0038923328	0.9961075
171	NOT	NOT	0.9883744	0.01162563
172	HOF	HOF	0.0023662741	0.99763364
173	NOT	NOT	0.9932402	0.0067597236
174	HOF	HOF	0.0069774105	0.99302256
175	HOF	HOF	0.004067808	0.99593204
176	HOF	HOF	0.0026159002	0.9973842
177	NOT	NOT	0.9930048	0.0069953
178	HOF	HOF	0.0025670994	0.9974329
179	NOT	NOT	0.9862998	0.013700143
180	NOT	NOT	0.8464298	0.15357018
181	NOT	NOT	0.98416907	0.015830968
182	NOT	NOT	0.99171156	0.0082883695
183	NOT	NOT	0.9711661	0.028833939
184	NOT	NOT	0.96064794	0.039352044
185	NOT	NOT	0.9960838	0.00391628
186	NOT	NOT	0.9896208	0.010379282
187	HOF	HOF	0.004172303	0.9958278
188	NOT	NOT	0.9925144	0.007485601
189	NOT	NOT	0.9550177	0.044982277
190	NOT	NOT	0.99461603	0.005384069
191	NOT	NOT	0.99501115	0.004988816
192	NOT	NOT	0.9700515	0.029948466
193	NOT	NOT	0.9944048	0.0055951728
194	HOF	HOF	0.013935398	0.98606443
195	HOF	HOF	0.0031630518	0.9968369
196	HOF	HOF	0.017243132	0.9827568
197	NOT	NOT	0.94716996	0.052830018
198	NOT	NOT	0.8968275	0.10317252
199	NOT	NOT	0.99217254	0.007827471
200	HOF	HOF	0.0026396485	0.9973604
201	HOF	HOF	0.002254258	0.9977457
202	NOT	NOT	0.99353695	0.006463049
203	HOF	HOF	0.0028237756	0.9971761
204	HOF	HOF	0.008087649	0.99191236
205	HOF	HOF	0.004505752	0.9954943
206	NOT	HOF	0.4124221	0.5875778
207	HOF	HOF	0.0022417249	0.99775827
208	NOT	NOT	0.9952048	0.004795198
209	NOT	NOT	0.92445904	0.07554096
210	NOT	NOT	0.9863647	0.013635283
211	HOF	HOF	0.003128802	0.9968711
212	NOT	NOT	0.9955598	0.0044401735
213	NOT	NOT	0.9922922	0.0077076317
214	NOT	NOT	0.99476165	0.005238368
215	NOT	NOT	0.96663517	0.033364866
216	NOT	NOT	0.7582555	0.24174449
217	HOF	HOF	0.0023956983	0.99760437
218	NOT	NOT	0.99537134	0.0046285433
219	HOF	HOF	0.01066604	0.9893339
220	NOT	NOT	0.97120976	0.028790325
221	HOF	HOF	0.0027047482	0.9972952
222	NOT	NOT	0.75374365	0.24625629
223	NOT	NOT	0.913442	0.08655804
224	NOT	NOT	0.9735443	0.026455635
225	NOT	NOT	0.9956773	0.004322563
226	HOF	HOF	0.0033092655	0.99669075
227	NOT	NOT	0.927251	0.072748944
228	NOT	NOT	0.9872708	0.012729254
229	NOT	NOT	0.9945954	0.005404693
230	HOF	HOF	0.0117251165	0.98827493
231	HOF	HOF	0.0034620182	0.996538
232	NOT	NOT	0.988242	0.011758038
233	NOT	NOT	0.979661	0.020338995
234	NOT	NOT	0.99215764	0.007842348
235	NOT	NOT	0.99258494	0.0074150506
236	NOT	NOT	0.9798185	0.020181501
237	NOT	NOT	0.5945149	0.40548512
238	NOT	NOT	0.9794775	0.020522384
239	NOT	NOT	0.98366445	0.016335702
240	NOT	NOT	0.99343485	0.0065650996
241	NOT	NOT	0.9850078	0.014992219
242	NOT	NOT	0.99188536	0.008114697
243	NOT	NOT	0.99440503	0.0055951034
244	NOT	NOT	0.9729785	0.027021475
245	NOT	NOT	0.9957535	0.004246489
246	HOF	HOF	0.0027371387	0.9972629
247	NOT	NOT	0.59218514	0.40781483
248	NOT	NOT	0.9923263	0.0076737246
249	NOT	NOT	0.98729926	0.012700843
250	NOT	NOT	0.9951203	0.0048798006
251	NOT	NOT	0.956104	0.043896016
252	NOT	NOT	0.9432695	0.05673048
253	NOT	NOT	0.9105145	0.08948548
254	NOT	HOF	0.36908874	0.6309112
255	NOT	NOT	0.9265063	0.0734938
256	NOT	NOT	0.98433566	0.015664328
257	HOF	HOF	0.0026792297	0.9973209
258	NOT	NOT	0.97594684	0.024053227
259	NOT	NOT	0.9834724	0.016527513
260	NOT	NOT	0.9442896	0.05571037
261	NOT	NOT	0.9954974	0.0045027044
262	NOT	NOT	0.9897574	0.010242572
263	NOT	NOT	0.99518174	0.0048182234
264	HOF	HOF	0.0019466509	0.9980533
265	NOT	NOT	0.99520785	0.004792073
266	NOT	NOT	0.9927655	0.007234438
267	NOT	NOT	0.99584633	0.004153671
268	NOT	NOT	0.98863906	0.011360884
269	NOT	NOT	0.9954129	0.0045871353
270	NOT	NOT	0.6336071	0.36639294
271	NOT	NOT	0.984304	0.015696015
272	NOT	NOT	0.97917503	0.020824995
273	NOT	NOT	0.9862286	0.013771351
274	NOT	NOT	0.9928668	0.007133256
275	NOT	NOT	0.98626715	0.013732839
276	NOT	NOT	0.9770677	0.022932233
277	NOT	NOT	0.99213773	0.007862252
278	NOT	NOT	0.98537725	0.014622707
279	NOT	NOT	0.99343437	0.006565525
280	NOT	NOT	0.981806	0.018193984
281	HOF	HOF	0.023909282	0.9760907
282	NOT	NOT	0.99319947	0.0068005407
283	NOT	NOT	0.9923251	0.007674907
284	NOT	NOT	0.9955795	0.004420455
285	NOT	NOT	0.92219704	0.077802986
286	NOT	NOT	0.9947555	0.005244609
287	NOT	NOT	0.9938189	0.0061811213
288	NOT	NOT	0.9773449	0.02265507
289	NOT	NOT	0.98038226	0.019617738
290	NOT	NOT	0.994135	0.005865083
291	NOT	NOT	0.9892233	0.010776686
292	HOF	HOF	0.026582189	0.9734178
293	NOT	NOT	0.9955864	0.0044137617
294	NOT	NOT	0.9919928	0.008007281
295	NOT	NOT	0.9957706	0.004229514
296	HOF	HOF	0.003249275	0.99675065
297	NOT	NOT	0.99025285	0.009747151
298	HOF	HOF	0.0075263567	0.9924737
299	NOT	NOT	0.97616035	0.023839712
300	NOT	NOT	0.82422525	0.17577474
301	NOT	NOT	0.98744476	0.012555387
302	HOF	HOF	0.009554036	0.99044603
303	NOT	NOT	0.96681464	0.033185396
304	NOT	NOT	0.99473107	0.005268991
305	NOT	NOT	0.97258264	0.027417315
306	NOT	NOT	0.993105	0.0068950034
307	NOT	NOT	0.99532056	0.004679389
308	HOF	HOF	0.016825946	0.98317397
309	NOT	NOT	0.99427414	0.0057259193
310	NOT	NOT	0.99525034	0.0047496324
311	HOF	HOF	0.018055066	0.9819449
312	NOT	NOT	0.9212055	0.07879448
313	NOT	NOT	0.9949685	0.0050315796
314	HOF	HOF	0.028223079	0.97177696
315	NOT	NOT	0.9790379	0.020962073
316	NOT	NOT	0.9887376	0.011262361
317	NOT	NOT	0.9928374	0.007162664
318	NOT	NOT	0.99517727	0.0048227287
319	NOT	NOT	0.83975345	0.16024661
320	NOT	NOT	0.98928416	0.010715856
321	HOF	HOF	0.036563516	0.9634365
322	NOT	NOT	0.98977983	0.010220306
323	NOT	NOT	0.98823464	0.011765317
324	HOF	HOF	0.0060149385	0.993985
325	NOT	NOT	0.9883539	0.011646009
326	NOT	NOT	0.99225605	0.0077439924
327	NOT	NOT	0.9294957	0.07050424
328	NOT	NOT	0.9170589	0.082941145
329	NOT	NOT	0.71949387	0.28050613
330	NOT	NOT	0.9946665	0.0053334804
331	HOF	HOF	0.030618723	0.9693813
332	NOT	NOT	0.62883735	0.37116262
333	NOT	NOT	0.99446046	0.005539509
334	NOT	NOT	0.9913572	0.008642616
335	HOF	HOF	0.035755645	0.9642444
336	NOT	NOT	0.9923187	0.0076812734
337	NOT	NOT	0.95353985	0.046460133
338	HOF	HOF	0.0024879638	0.9975121
339	NOT	NOT	0.99364305	0.0063567986
340	NOT	NOT	0.9860783	0.013921657
341	HOF	HOF	0.0063734613	0.9936265
342	NOT	NOT	0.9936272	0.0063727805
343	NOT	HOF	0.087771185	0.91222876
344	NOT	NOT	0.98808837	0.011911737
345	NOT	NOT	0.9947692	0.0052307555
346	HOF	HOF	0.0023953763	0.9976046
347	HOF	HOF	0.07579504	0.92420495
348	HOF	HOF	0.11229125	0.8877088
349	NOT	NOT	0.95406425	0.045935795
350	NOT	NOT	0.988299	0.011700955
351	NOT	NOT	0.9936523	0.0063478146
352	NOT	NOT	0.99375135	0.006248608
353	NOT	NOT	0.9847507	0.015249436
354	NOT	NOT	0.976273	0.02372706
355	NOT	NOT	0.9882427	0.011757297
356	NOT	NOT	0.99538064	0.004619371
357	NOT	NOT	0.99256337	0.0074367356
358	NOT	NOT	0.97886354	0.021136466
359	NOT	NOT	0.94324803	0.05675203
360	HOF	HOF	0.0020565693	0.9979434
361	NOT	NOT	0.9938215	0.006178472
362	NOT	NOT	0.992792	0.007208055
363	NOT	NOT	0.9946774	0.0053226394
364	NOT	NOT	0.9943415	0.0056585735
365	NOT	NOT	0.9950249	0.0049751066
366	NOT	NOT	0.9958796	0.004120514
367	NOT	NOT	0.9936535	0.0063464586
368	NOT	NOT	0.99137354	0.008626423
369	NOT	NOT	0.97605747	0.02394248
370	NOT	NOT	0.99415773	0.0058422396
371	NOT	NOT	0.9737984	0.026201649
372	NOT	NOT	0.9898091	0.010190932
373	NOT	NOT	0.99576086	0.0042391815
374	NOT	NOT	0.63504344	0.3649566
375	NOT	NOT	0.9921103	0.0078896005
376	NOT	NOT	0.9829759	0.017024139
377	NOT	NOT	0.81876683	0.18123311
378	NOT	NOT	0.92550164	0.074498326
379	NOT	NOT	0.9757729	0.02422711
380	NOT	NOT	0.9843467	0.01565319
381	NOT	NOT	0.995331	0.0046689534
382	NOT	NOT	0.967669	0.032330934
383	NOT	NOT	0.9928668	0.007133188
384	NOT	NOT	0.81455827	0.18544176
385	NOT	NOT	0.9912984	0.008701533
386	NOT	NOT	0.98061126	0.019388657
387	NOT	NOT	0.9038695	0.09613045
388	NOT	NOT	0.99510914	0.0048906794
389	NOT	NOT	0.87345284	0.12654711
390	NOT	NOT	0.9704774	0.029522698
391	NOT	NOT	0.9836457	0.016354213
392	NOT	NOT	0.98281634	0.017183576
393	NOT	NOT	0.9652935	0.034706354
394	NOT	NOT	0.9583235	0.041676532
395	NOT	NOT	0.9951986	0.004801526
396	NOT	NOT	0.98212576	0.0178741
397	NOT	NOT	0.99524605	0.0047539715
398	NOT	NOT	0.98085165	0.019148253
399	NOT	NOT	0.9935654	0.006434565
400	NOT	NOT	0.99467605	0.005323881
401	NOT	NOT	0.9926372	0.0073626665
402	NOT	NOT	0.9803852	0.019614698
403	HOF	NOT	0.6800386	0.31996143
404	HOF	HOF	0.002519461	0.99748045
405	HOF	HOF	0.01483008	0.98517007
406	HOF	HOF	0.016600518	0.9833995
407	HOF	HOF	0.01099828	0.98900163
408	NOT	NOT	0.992257	0.007743106
409	NOT	NOT	0.9924855	0.007514487
410	NOT	NOT	0.97644895	0.023551024
411	HOF	HOF	0.0023593642	0.99764055
412	HOF	HOF	0.0034997738	0.9965002
413	NOT	NOT	0.99526435	0.0047355797
414	HOF	HOF	0.040500503	0.95949954
415	NOT	NOT	0.99511224	0.0048876624
416	NOT	NOT	0.9936902	0.006309754
417	NOT	NOT	0.9899736	0.01002647
418	NOT	NOT	0.9866246	0.013375328
419	NOT	NOT	0.99242496	0.007575056
420	NOT	NOT	0.99513644	0.004863493
421	HOF	HOF	0.00307596	0.9969239
422	NOT	NOT	0.9958262	0.004173883
423	NOT	NOT	0.9903341	0.009665812
424	NOT	NOT	0.9949621	0.0050379634
425	HOF	HOF	0.0033246484	0.9966753
426	HOF	HOF	0.07062281	0.92937714
427	HOF	HOF	0.015965102	0.98403484
428	NOT	NOT	0.8754483	0.12455174
429	NOT	NOT	0.99537206	0.00462806
430	HOF	HOF	0.0024151686	0.9975849
431	NOT	NOT	0.9276132	0.07238689
432	NOT	NOT	0.99551207	0.004487867
433	NOT	NOT	0.9949089	0.005091179
434	NOT	NOT	0.99388164	0.006118336
435	HOF	HOF	0.007202911	0.99279696
436	NOT	NOT	0.96025735	0.039742537
437	NOT	NOT	0.79100007	0.20899998
438	HOF	HOF	0.0020760612	0.99792385
439	HOF	HOF	0.0033359663	0.9966639
440	HOF	HOF	0.002442538	0.9975575
441	HOF	HOF	0.013191165	0.98680884
442	NOT	NOT	0.992725	0.00727504
443	NOT	NOT	0.99121165	0.008788249
444	NOT	NOT	0.89661574	0.10338428
445	NOT	NOT	0.9914622	0.0085379025
446	NOT	NOT	0.9947161	0.005283901
447	NOT	NOT	0.9912991	0.008700957
448	NOT	NOT	0.99249667	0.0075032655
449	HOF	HOF	0.0026974338	0.9973026
450	HOF	HOF	0.0027464211	0.9972536
451	HOF	HOF	0.005213024	0.99478704
452	NOT	NOT	0.99498415	0.005015961
453	HOF	HOF	0.0021180266	0.997882
454	NOT	NOT	0.9951889	0.0048111477
455	HOF	HOF	0.006583934	0.99341613
456	NOT	NOT	0.98023784	0.019762194
457	NOT	NOT	0.9814451	0.018554881
458	HOF	NOT	0.7268942	0.2731058
459	NOT	NOT	0.98311937	0.016880699
460	NOT	NOT	0.9600542	0.03994579
461	NOT	NOT	0.98715	0.012849882
462	NOT	NOT	0.9888326	0.011167323
463	NOT	NOT	0.9950805	0.004919471
464	NOT	NOT	0.9707147	0.029285269
465	NOT	NOT	0.99201286	0.00798717
466	HOF	HOF	0.0023958378	0.99760413
467	NOT	NOT	0.9943256	0.0056743533
468	NOT	NOT	0.98648065	0.013519396
469	HOF	HOF	0.43400028	0.5659997
470	HOF	HOF	0.091300935	0.9086991
471	NOT	NOT	0.86817944	0.13182054
472	HOF	HOF	0.08620674	0.9137933
473	HOF	HOF	0.035842072	0.964158
474	NOT	NOT	0.952899	0.04710103
475	NOT	NOT	0.9905209	0.009479116
476	HOF	HOF	0.0077198655	0.9922802
477	NOT	NOT	0.9947984	0.005201674
478	NOT	NOT	0.9640732	0.035926808
479	NOT	NOT	0.99250567	0.0074943407
480	NOT	NOT	0.96778464	0.03221541
481	HOF	HOF	0.026696347	0.9733036
482	HOF	HOF	0.0032706147	0.9967295
483	HOF	HOF	0.0028429525	0.9971571
484	NOT	NOT	0.5617954	0.43820462
485	HOF	HOF	0.0019878016	0.9980121
486	NOT	NOT	0.9243234	0.07567663
487	NOT	NOT	0.99384755	0.0061524482
488	NOT	NOT	0.98633647	0.01366353
489	NOT	NOT	0.99102664	0.008973307
490	HOF	HOF	0.0068795616	0.9931204
491	NOT	NOT	0.99251604	0.0074839666
492	NOT	NOT	0.986874	0.013126036
493	HOF	HOF	0.0033971863	0.99660283
494	NOT	NOT	0.984254	0.01574613
495	NOT	NOT	0.98878074	0.011219256
496	HOF	HOF	0.0028548716	0.9971452
497	NOT	NOT	0.9908189	0.009180918
498	NOT	NOT	0.9864901	0.013509845
499	NOT	NOT	0.9957504	0.00424959
500	NOT	NOT	0.9811779	0.018821985
501	NOT	NOT	0.9878858	0.012114202
502	NOT	HOF	0.48899555	0.51100445
503	HOF	HOF	0.01662965	0.9833704
504	NOT	NOT	0.9902994	0.009700645
505	HOF	HOF	0.0025395604	0.9974605
506	NOT	NOT	0.9710534	0.028946556
507	NOT	NOT	0.90311146	0.09688848
508	NOT	NOT	0.9930062	0.006993759
509	HOF	HOF	0.0026707652	0.99732924
510	NOT	NOT	0.99300504	0.0069950633
511	NOT	NOT	0.992935	0.0070650396
512	NOT	NOT	0.98842126	0.011578849
513	NOT	NOT	0.98405105	0.01594898
514	NOT	NOT	0.73472595	0.26527402
515	HOF	HOF	0.0024079322	0.99759203
516	NOT	NOT	0.9919637	0.008036386
517	NOT	NOT	0.98208106	0.017919037
518	NOT	NOT	0.9935476	0.00645237
519	NOT	NOT	0.99183077	0.008169093
520	NOT	NOT	0.992199	0.0078009004
521	HOF	HOF	0.003066387	0.99693364
522	NOT	NOT	0.99533194	0.0046680765
523	NOT	NOT	0.91902614	0.08097382
524	NOT	NOT	0.9939314	0.0060684625
525	NOT	NOT	0.9939473	0.0060527353
526	NOT	NOT	0.7243257	0.27567428
527	HOF	HOF	0.0025796092	0.99742055
528	NOT	NOT	0.96192634	0.038073704
529	NOT	NOT	0.9694372	0.030562783
530	NOT	NOT	0.9736492	0.026350837
531	NOT	NOT	0.9875957	0.012404344
532	HOF	HOF	0.0030919816	0.99690795
533	NOT	NOT	0.98699564	0.013004279
534	NOT	NOT	0.98248315	0.017516743
535	HOF	HOF	0.0036335725	0.99636644
536	NOT	NOT	0.99309903	0.0069010295
537	NOT	NOT	0.99350166	0.0064984416
538	NOT	NOT	0.9870302	0.012969823
539	NOT	NOT	0.9903369	0.009662982
540	NOT	NOT	0.9917239	0.00827623
541	NOT	NOT	0.9919767	0.008023291
542	NOT	NOT	0.9040266	0.0959734
543	NOT	NOT	0.73141694	0.26858303
544	NOT	NOT	0.9908369	0.009163035
545	NOT	NOT	0.99240434	0.007595586
546	NOT	NOT	0.9909855	0.009014495
547	NOT	NOT	0.9826863	0.017313624
548	NOT	NOT	0.9958547	0.0041453172
549	NOT	NOT	0.9131735	0.0868265
550	NOT	NOT	0.9891401	0.010859897
551	NOT	NOT	0.9700463	0.029953722
552	HOF	HOF	0.005675216	0.99432486
553	NOT	NOT	0.9930562	0.0069439043
554	HOF	HOF	0.0026152069	0.99738485
555	NOT	HOF	0.034252938	0.96574706
556	NOT	NOT	0.96944064	0.030559285
557	NOT	NOT	0.9350497	0.06495031
558	HOF	HOF	0.0029377579	0.99706227
559	NOT	NOT	0.9547164	0.045283593
560	NOT	NOT	0.98718274	0.012817179
561	NOT	NOT	0.9835852	0.016414916
562	NOT	NOT	0.9841927	0.015807193
563	HOF	HOF	0.00211915	0.9978808
564	HOF	HOF	0.0028783234	0.9971217
565	NOT	NOT	0.9751703	0.024829708
566	NOT	NOT	0.9860506	0.013949439
567	NOT	NOT	0.8958207	0.10417938
568	NOT	NOT	0.99547505	0.0045248303
569	HOF	HOF	0.061092637	0.9389073
570	NOT	NOT	0.9424497	0.05755032
571	HOF	HOF	0.023096163	0.97690386
572	NOT	NOT	0.9924356	0.0075643864
573	HOF	HOF	0.002111273	0.9978886
574	NOT	NOT	0.9842676	0.015732335
575	HOF	HOF	0.0029770893	0.997023
576	NOT	NOT	0.9781	0.021899987
577	NOT	NOT	0.9949934	0.0050066486
578	NOT	NOT	0.9939885	0.0060115494
579	NOT	NOT	0.9857208	0.014279232
580	HOF	HOF	0.0026852167	0.99731475
581	NOT	NOT	0.99121565	0.008784299
582	HOF	HOF	0.013119516	0.98688036
583	NOT	NOT	0.90139973	0.09860024
584	NOT	NOT	0.9874558	0.0125442445
585	NOT	NOT	0.95160633	0.04839364
586	HOF	HOF	0.009186085	0.990814
587	NOT	NOT	0.99067724	0.009322785
588	NOT	NOT	0.9586301	0.041369963
589	NOT	NOT	0.98591775	0.014082208
590	HOF	HOF	0.0035581298	0.99644196
591	NOT	NOT	0.8585905	0.1414096
592	NOT	NOT	0.98220235	0.017797556
593	NOT	NOT	0.9954753	0.004524597
594	NOT	NOT	0.99341637	0.006583702
595	NOT	NOT	0.8686846	0.13131545
596	NOT	NOT	0.98624784	0.013752176
597	NOT	NOT	0.99370086	0.0062991423
598	NOT	NOT	0.99504036	0.0049597104
599	NOT	NOT	0.9894262	0.010573931
600	HOF	HOF	0.01822732	0.9817726
601	HOF	HOF	0.0021239188	0.99787605
602	NOT	NOT	0.9925402	0.00745975
603	NOT	NOT	0.98590696	0.014092956
604	NOT	NOT	0.9858717	0.014128348
605	NOT	NOT	0.99476755	0.005232469
606	HOF	HOF	0.012288578	0.98771125
607	HOF	HOF	0.0022526032	0.99774736
608	NOT	NOT	0.99075824	0.009241734
609	NOT	NOT	0.9921271	0.007872869
610	NOT	NOT	0.6043325	0.39566746
611	HOF	HOF	0.002506094	0.99749404
612	NOT	NOT	0.9956362	0.004363667
613	NOT	NOT	0.99495614	0.005043862
614	HOF	HOF	0.007265444	0.9927345
615	NOT	NOT	0.98636377	0.013636317
616	NOT	NOT	0.982363	0.017636871
617	NOT	NOT	0.9910405	0.008959309
618	NOT	NOT	0.9547759	0.0452241
619	NOT	NOT	0.995299	0.004701085
620	NOT	NOT	0.9932961	0.006704085
621	HOF	HOF	0.00245241	0.99754757
622	NOT	NOT	0.9910559	0.008943985
623	HOF	HOF	0.0126429135	0.98735714
624	NOT	NOT	0.99364305	0.0063567986
625	NOT	NOT	0.97861946	0.021380503
626	NOT	NOT	0.97642136	0.023578605
627	NOT	NOT	0.5610865	0.43891346
