id	label	task_1_preds	NOT_probs	HOF_probs
174	HOF	HOF	0.002609244	0.9973908
175	HOF	HOF	0.0021973725	0.9978028
176	HOF	HOF	0.0022573406	0.9977426
177	NOT	NOT	0.99574804	0.004252014
178	HOF	HOF	0.0022695896	0.99773043
179	NOT	NOT	0.99568444	0.0043155565
180	NOT	NOT	0.9950456	0.004954302
181	NOT	NOT	0.97514415	0.024855834
182	NOT	NOT	0.99574995	0.0042500603
183	NOT	NOT	0.9956994	0.0043007103
184	NOT	NOT	0.76331574	0.23668423
185	NOT	NOT	0.9928661	0.0071339365
186	NOT	NOT	0.9959425	0.004057459
187	HOF	HOF	0.002014804	0.99798524
188	NOT	NOT	0.9958079	0.0041920515
189	NOT	NOT	0.94843644	0.05156356
190	NOT	NOT	0.9955978	0.0044022766
191	NOT	NOT	0.9953405	0.004659439
192	NOT	NOT	0.9954371	0.0045628767
193	NOT	NOT	0.99578816	0.0042117955
194	HOF	HOF	0.0021798983	0.99782014
195	HOF	HOF	0.0021058505	0.9978941
196	HOF	HOF	0.0052481014	0.99475193
197	NOT	NOT	0.9948252	0.0051749106
198	NOT	NOT	0.95921147	0.040788557
199	NOT	NOT	0.994571	0.0054289885
200	HOF	HOF	0.0023984485	0.9976015
201	HOF	HOF	0.0020518657	0.9979481
202	NOT	NOT	0.9862307	0.013769447
203	HOF	HOF	0.0021160531	0.9978839
204	HOF	HOF	0.008638727	0.99136126
205	HOF	HOF	0.0024217637	0.9975782
206	NOT	NOT	0.9850805	0.014919563
207	HOF	HOF	0.0023652124	0.9976348
208	NOT	NOT	0.99485886	0.0051410384
209	NOT	NOT	0.9750738	0.024926115
210	NOT	NOT	0.9924879	0.0075121797
211	HOF	HOF	0.002430934	0.99756896
212	NOT	NOT	0.9956557	0.0043442636
213	NOT	NOT	0.99512553	0.004874424
214	NOT	NOT	0.99583256	0.004167378
215	NOT	NOT	0.99373335	0.0062667383
216	NOT	NOT	0.9255709	0.074429154
217	HOF	HOF	0.0022300123	0.99776995
218	NOT	NOT	0.99297094	0.007029051
219	HOF	HOF	0.0022013683	0.99779874
220	NOT	NOT	0.9952482	0.0047518522
221	HOF	HOF	0.0023446677	0.9976553
222	NOT	NOT	0.9359213	0.06407866
223	NOT	NOT	0.98123133	0.018768601
224	NOT	NOT	0.8816879	0.118312076
225	NOT	NOT	0.9958758	0.0041242056
226	HOF	HOF	0.0020396572	0.99796027
227	NOT	NOT	0.99370086	0.006298992
228	NOT	NOT	0.99111027	0.008889799
229	NOT	NOT	0.99554604	0.004454008
230	HOF	HOF	0.00214697	0.997853
231	HOF	HOF	0.0025530036	0.99744695
232	NOT	NOT	0.9957079	0.0042921244
233	NOT	NOT	0.97383654	0.026163395
234	NOT	NOT	0.9953678	0.0046322704
235	NOT	NOT	0.99530584	0.004694027
236	NOT	NOT	0.981912	0.01808801
237	NOT	NOT	0.9007173	0.099282704
238	NOT	NOT	0.99593776	0.00406233
239	NOT	NOT	0.9934327	0.0065673944
240	NOT	NOT	0.9957459	0.004254018
241	NOT	NOT	0.9884555	0.011544436
242	NOT	NOT	0.9942208	0.005779164
243	NOT	NOT	0.99515283	0.004847326
244	NOT	NOT	0.9959221	0.0040779356
245	NOT	NOT	0.9950824	0.004917588
246	HOF	HOF	0.0024548625	0.9975452
247	NOT	NOT	0.94666666	0.053333353
248	NOT	NOT	0.9957376	0.004262465
249	NOT	NOT	0.9958302	0.0041698446
250	NOT	NOT	0.995289	0.00471101
251	NOT	NOT	0.9900215	0.00997846
252	NOT	NOT	0.9955705	0.0044295685
253	NOT	NOT	0.988229	0.011770895
254	NOT	NOT	0.9751643	0.024835652
255	NOT	NOT	0.9849845	0.015015414
256	NOT	NOT	0.9958808	0.0041192505
257	HOF	HOF	0.002147742	0.99785227
258	NOT	NOT	0.99307966	0.006920425
259	NOT	NOT	0.9957466	0.0042534075
260	NOT	NOT	0.9780071	0.021992961
261	NOT	NOT	0.9957986	0.004201379
262	NOT	NOT	0.9960743	0.003925709
263	NOT	NOT	0.9931223	0.006877748
264	HOF	HOF	0.0020525937	0.9979474
265	NOT	NOT	0.99600047	0.00399954
266	NOT	NOT	0.99418974	0.005810213
267	NOT	NOT	0.9954784	0.0045215343
268	NOT	NOT	0.99615335	0.0038467473
269	NOT	NOT	0.9959658	0.004034162
270	NOT	NOT	0.97825986	0.021740157
271	NOT	NOT	0.9956628	0.0043372014
272	NOT	NOT	0.9897732	0.0102266725
273	NOT	NOT	0.99201167	0.007988243
274	NOT	NOT	0.9962536	0.003746361
275	NOT	NOT	0.9955375	0.0044624903
276	NOT	NOT	0.9901676	0.00983225
277	NOT	NOT	0.98776287	0.0122370515
278	NOT	NOT	0.9620627	0.03793735
279	NOT	NOT	0.9952869	0.0047130254
280	NOT	NOT	0.9955356	0.004464444
281	HOF	HOF	0.0031872792	0.99681264
282	NOT	NOT	0.99542856	0.0045714965
283	NOT	NOT	0.9952399	0.0047600414
284	NOT	NOT	0.9956113	0.004388741
285	NOT	NOT	0.9576316	0.042368475
286	NOT	NOT	0.9956203	0.004379576
287	NOT	NOT	0.9957452	0.004254872
288	NOT	NOT	0.99265754	0.0073424443
289	NOT	NOT	0.9940926	0.0059074624
290	NOT	NOT	0.9953531	0.004646863
291	NOT	NOT	0.9901209	0.009878963
292	HOF	HOF	0.0086133145	0.9913868
293	NOT	NOT	0.995598	0.00440192
294	NOT	NOT	0.99045664	0.009543395
295	NOT	NOT	0.99554485	0.004455202
296	HOF	HOF	0.0022051902	0.9977949
297	NOT	NOT	0.9813845	0.018615453
298	HOF	HOF	0.002246714	0.99775326
299	NOT	NOT	0.9933233	0.0066767
300	NOT	NOT	0.98359	0.016410002
301	NOT	NOT	0.9959385	0.0040615494
302	HOF	HOF	0.003410263	0.9965898
303	NOT	NOT	0.96565956	0.034340482
304	NOT	NOT	0.99545705	0.0045429687
305	NOT	NOT	0.95252466	0.047475427
306	NOT	NOT	0.99577963	0.0042204824
307	NOT	NOT	0.9955695	0.0044304365
308	HOF	HOF	0.002160108	0.99783987
309	NOT	NOT	0.99470043	0.00529949
310	NOT	NOT	0.9959848	0.00401527
311	HOF	HOF	0.005520534	0.9944795
312	NOT	NOT	0.99571455	0.0042855022
313	NOT	NOT	0.99529094	0.004709193
314	HOF	HOF	0.0030294517	0.9969705
315	NOT	NOT	0.99128205	0.00871793
316	NOT	NOT	0.99494165	0.005058277
317	NOT	NOT	0.9953289	0.0046711
318	NOT	NOT	0.99580526	0.004194883
319	NOT	HOF	0.095504075	0.90449595
320	NOT	NOT	0.9941452	0.0058548674
321	HOF	NOT	0.6843949	0.31560513
322	NOT	NOT	0.96641636	0.033583637
323	NOT	NOT	0.99467367	0.0053263893
324	HOF	HOF	0.0019975884	0.9980024
325	NOT	NOT	0.992116	0.007883967
326	NOT	NOT	0.99609095	0.0039091306
327	NOT	NOT	0.94238734	0.057612687
328	NOT	NOT	0.99581665	0.0041832477
329	NOT	NOT	0.987866	0.012133875
330	NOT	NOT	0.9949412	0.00505881
331	HOF	HOF	0.0034656997	0.9965344
332	NOT	NOT	0.9725798	0.027420323
333	NOT	NOT	0.99591166	0.004088409
334	NOT	NOT	0.995168	0.0048319795
335	HOF	HOF	0.0056070043	0.99439293
336	NOT	NOT	0.9867592	0.01324085
337	NOT	NOT	0.994386	0.0056140833
338	HOF	HOF	0.0022969572	0.9977031
339	NOT	NOT	0.9902314	0.009768741
340	NOT	NOT	0.99538845	0.004611424
341	HOF	HOF	0.0020407536	0.9979593
342	NOT	NOT	0.99563056	0.004369572
343	NOT	NOT	0.95927024	0.040729824
344	NOT	NOT	0.9867928	0.013207272
345	NOT	NOT	0.9959185	0.0040815286
346	HOF	HOF	0.0023093717	0.99769074
347	HOF	HOF	0.0020835528	0.99791646
348	HOF	HOF	0.005013491	0.99498653
349	NOT	NOT	0.9920701	0.007929965
350	NOT	NOT	0.97816914	0.02183086
351	NOT	NOT	0.9940973	0.0059027914
352	NOT	NOT	0.9955458	0.0044542584
353	NOT	NOT	0.995155	0.0048449896
354	NOT	NOT	0.99632394	0.0036759062
355	NOT	NOT	0.9958195	0.004180424
356	NOT	NOT	0.9952961	0.004703982
357	NOT	NOT	0.9939018	0.006098221
358	NOT	NOT	0.9957637	0.0042363564
359	NOT	NOT	0.98969513	0.010304876
360	HOF	HOF	0.0020564967	0.9979434
361	NOT	NOT	0.9951889	0.00481118
362	NOT	NOT	0.9955444	0.0044555287
363	NOT	NOT	0.9955112	0.004489018
364	NOT	NOT	0.9955071	0.0044929627
365	NOT	NOT	0.9948978	0.005102225
366	NOT	NOT	0.99505556	0.0049444702
367	NOT	NOT	0.99598217	0.0040178597
368	NOT	NOT	0.99594134	0.004058655
369	NOT	NOT	0.99564075	0.004359229
370	NOT	NOT	0.99585253	0.004147587
371	NOT	NOT	0.99529	0.0047100354
372	NOT	NOT	0.9955923	0.0044076373
373	NOT	NOT	0.9947211	0.0052790004
374	NOT	NOT	0.99437016	0.0056297844
375	NOT	NOT	0.9897237	0.010276406
376	NOT	NOT	0.9958383	0.004161748
377	NOT	NOT	0.9932513	0.0067486675
378	NOT	NOT	0.97917515	0.020824896
379	NOT	NOT	0.9940734	0.0059266263
380	NOT	NOT	0.9930349	0.0069651343
381	NOT	NOT	0.9958145	0.0041853646
382	NOT	NOT	0.69367343	0.30632657
383	NOT	NOT	0.9954198	0.0045803357
384	NOT	NOT	0.9705946	0.02940551
385	NOT	NOT	0.9947256	0.005274456
386	NOT	NOT	0.9960788	0.003921047
387	NOT	NOT	0.9690028	0.03099732
388	NOT	NOT	0.9959427	0.004057378
389	NOT	NOT	0.98330265	0.016697204
390	NOT	NOT	0.9943358	0.005664224
391	NOT	NOT	0.99266326	0.0073367255
392	NOT	NOT	0.98261964	0.017380401
393	NOT	NOT	0.9608765	0.039123476
394	NOT	NOT	0.9955648	0.004435239
395	NOT	NOT	0.99572027	0.004279752
396	NOT	NOT	0.9958231	0.0041768374
397	NOT	NOT	0.99449533	0.005504746
398	NOT	NOT	0.995589	0.004411144
399	NOT	NOT	0.9957768	0.0042233653
400	NOT	NOT	0.9945802	0.0054197623
401	NOT	NOT	0.99324423	0.0067558247
402	NOT	NOT	0.9946846	0.0053154235
403	HOF	NOT	0.5521381	0.4478619
404	HOF	HOF	0.0022724485	0.9977276
405	HOF	HOF	0.0042356355	0.99576443
406	HOF	HOF	0.0023287921	0.99767125
407	HOF	HOF	0.0020455841	0.9979543
408	NOT	NOT	0.99017423	0.009825763
409	NOT	NOT	0.9916359	0.008364006
410	NOT	NOT	0.99543566	0.0045642736
411	HOF	HOF	0.0020605212	0.99793935
412	HOF	HOF	0.0022533594	0.99774665
413	NOT	NOT	0.9948738	0.005126126
414	HOF	HOF	0.007423283	0.99257666
415	NOT	NOT	0.9957661	0.004233959
416	NOT	NOT	0.99528164	0.004718215
417	NOT	NOT	0.9946969	0.0053031626
418	NOT	NOT	0.995382	0.00461788
419	NOT	NOT	0.993356	0.006643982
420	NOT	NOT	0.99570936	0.0042906716
421	HOF	HOF	0.003515838	0.9964843
422	NOT	NOT	0.99546367	0.004536271
423	NOT	NOT	0.99573785	0.0042621233
424	NOT	NOT	0.99448085	0.005519081
425	HOF	HOF	0.0022246223	0.99777544
426	HOF	HOF	0.003124103	0.9968759
427	HOF	HOF	0.0062317248	0.9937684
428	NOT	NOT	0.96513695	0.03486295
429	NOT	NOT	0.9960249	0.0039750854
430	HOF	HOF	0.0021485165	0.99785155
431	NOT	NOT	0.9722363	0.027763708
432	NOT	NOT	0.99617785	0.0038222556
433	NOT	NOT	0.99553204	0.0044680773
434	NOT	NOT	0.99533576	0.004664316
435	HOF	HOF	0.0038673682	0.99613273
436	NOT	HOF	0.0753693	0.92463076
437	NOT	NOT	0.90130085	0.09869914
438	HOF	HOF	0.0020618795	0.99793816
439	HOF	HOF	0.002105743	0.9978941
440	HOF	HOF	0.0021774464	0.9978225
441	HOF	HOF	0.006389854	0.99361014
442	NOT	NOT	0.9958518	0.004148149
443	NOT	NOT	0.99525416	0.0047458224
444	NOT	NOT	0.97325385	0.02674616
445	NOT	NOT	0.99001634	0.009983648
446	NOT	NOT	0.9955871	0.004413025
447	NOT	NOT	0.99425185	0.005748045
448	NOT	NOT	0.99328256	0.006717345
449	HOF	HOF	0.0022529534	0.9977471
450	HOF	HOF	0.002346427	0.9976536
451	HOF	HOF	0.0020308578	0.9979691
452	NOT	NOT	0.9958798	0.00412018
453	HOF	HOF	0.0020863176	0.99791366
454	NOT	NOT	0.99555576	0.0044443463
455	HOF	HOF	0.0020580662	0.997942
456	NOT	NOT	0.99521947	0.004780559
457	NOT	NOT	0.99382216	0.0061778594
458	HOF	NOT	0.70360476	0.29639527
459	NOT	NOT	0.99571455	0.004285441
460	NOT	NOT	0.9961149	0.0038849993
461	NOT	NOT	0.99548835	0.004511662
462	NOT	NOT	0.9958855	0.0041145217
463	NOT	NOT	0.99601823	0.003981784
464	NOT	NOT	0.99522424	0.004775708
465	NOT	NOT	0.9957236	0.0042764917
466	HOF	HOF	0.0021929052	0.997807
467	NOT	NOT	0.99571764	0.0042824135
468	NOT	NOT	0.9907046	0.009295246
469	HOF	NOT	0.9884708	0.011529319
470	HOF	HOF	0.0078121796	0.9921879
471	NOT	NOT	0.9597385	0.04026147
472	HOF	HOF	0.067583494	0.93241644
473	HOF	HOF	0.01872608	0.98127407
474	NOT	NOT	0.9960978	0.0039021804
475	NOT	NOT	0.99490136	0.005098696
476	HOF	HOF	0.0021026807	0.9978972
477	NOT	NOT	0.99599093	0.0040090946
478	NOT	NOT	0.99117124	0.008828651
479	NOT	NOT	0.9954511	0.0045488863
480	NOT	NOT	0.5075185	0.49248147
481	HOF	HOF	0.006369372	0.9936305
482	HOF	HOF	0.002220812	0.9977792
483	HOF	HOF	0.0020674637	0.99793243
484	NOT	NOT	0.87961	0.12039007
485	HOF	HOF	0.002178861	0.9978211
486	NOT	NOT	0.98176783	0.018232187
487	NOT	NOT	0.9926294	0.007370725
488	NOT	NOT	0.98835623	0.011643716
489	NOT	NOT	0.9785718	0.021428198
490	HOF	HOF	0.0020810922	0.99791884
491	NOT	NOT	0.9956282	0.0043717856
492	NOT	NOT	0.99603796	0.003961975
493	HOF	HOF	0.0024808168	0.99751925
494	NOT	NOT	0.9936575	0.0063424893
495	NOT	NOT	0.9955401	0.004459897
496	HOF	HOF	0.002200982	0.997799
497	NOT	NOT	0.9885356	0.011464323
498	NOT	NOT	0.9925653	0.007434686
499	NOT	NOT	0.99534714	0.0046529337
500	NOT	NOT	0.975814	0.024186088
501	NOT	NOT	0.98093265	0.019067414
502	NOT	NOT	0.91282034	0.087179616
503	HOF	HOF	0.0020619927	0.9979379
504	NOT	NOT	0.99159336	0.008406618
505	HOF	HOF	0.002100358	0.9978996
506	NOT	NOT	0.98922193	0.010778222
507	NOT	NOT	0.99241334	0.007586486
508	NOT	NOT	0.99523824	0.004761649
509	HOF	HOF	0.002293652	0.9977064
510	NOT	NOT	0.9950079	0.004992145
511	NOT	NOT	0.9953464	0.0046534594
512	NOT	NOT	0.9958238	0.00417628
513	NOT	NOT	0.99298686	0.007013088
514	NOT	NOT	0.99322385	0.0067762183
515	HOF	HOF	0.0021598896	0.9978401
516	NOT	NOT	0.9958098	0.004190267
517	NOT	NOT	0.99523515	0.004764774
518	NOT	NOT	0.9946419	0.005358217
519	NOT	NOT	0.99543995	0.00456011
520	NOT	NOT	0.99594414	0.00405584
521	HOF	HOF	0.0021700778	0.9978299
522	NOT	NOT	0.9949749	0.005025001
523	NOT	NOT	0.98297954	0.017020471
524	NOT	NOT	0.9950069	0.004993202
525	NOT	NOT	0.9950643	0.0049355426
526	NOT	NOT	0.99162006	0.008379795
527	HOF	HOF	0.0036255957	0.99637455
528	NOT	NOT	0.9942523	0.0057477215
529	NOT	NOT	0.9923684	0.0076316255
530	NOT	NOT	0.99037826	0.009621795
531	NOT	NOT	0.99454725	0.0054526515
532	HOF	HOF	0.002088612	0.9979115
533	NOT	NOT	0.99443513	0.005564925
534	NOT	NOT	0.99587315	0.0041268766
535	HOF	HOF	0.002228979	0.9977709
536	NOT	NOT	0.99539506	0.004604944
537	NOT	NOT	0.99550045	0.0044995258
538	NOT	NOT	0.99505866	0.004941392
539	NOT	NOT	0.99022144	0.009778546
540	NOT	NOT	0.99550045	0.004499446
541	NOT	NOT	0.99560726	0.0043927482
542	NOT	NOT	0.9778932	0.022106841
543	NOT	NOT	0.9482453	0.051754724
544	NOT	NOT	0.995712	0.004287988
545	NOT	NOT	0.99531794	0.0046819733
546	NOT	NOT	0.9959672	0.004032908
547	NOT	NOT	0.9933792	0.006620712
548	NOT	NOT	0.9955038	0.0044961474
549	NOT	NOT	0.98883945	0.0111604985
550	NOT	NOT	0.99524486	0.0047550867
551	NOT	NOT	0.99577343	0.004226625
552	HOF	HOF	0.0023145508	0.9976855
553	NOT	NOT	0.9955477	0.004452339
554	HOF	HOF	0.0024846382	0.9975152
555	NOT	NOT	0.98380154	0.016198516
556	NOT	NOT	0.9726172	0.027382705
557	NOT	NOT	0.9920429	0.007957127
558	HOF	HOF	0.002125766	0.9978744
559	NOT	NOT	0.9958285	0.00417138
560	NOT	NOT	0.99603724	0.0039627464
561	NOT	NOT	0.99499434	0.005005656
562	NOT	NOT	0.9955712	0.004428844
563	HOF	HOF	0.0020903086	0.9979096
564	HOF	HOF	0.0021311075	0.9978689
565	NOT	NOT	0.9957867	0.0042132074
566	NOT	NOT	0.992335	0.0076648747
567	NOT	NOT	0.96392965	0.03607038
568	NOT	NOT	0.99537253	0.0046275523
569	HOF	HOF	0.021636598	0.97836334
570	NOT	NOT	0.8575755	0.14242458
571	HOF	HOF	0.0021811968	0.99781895
572	NOT	NOT	0.99249023	0.007509723
573	HOF	HOF	0.0021183973	0.99788153
574	NOT	NOT	0.9956042	0.004395814
575	HOF	HOF	0.0020385713	0.99796146
576	NOT	NOT	0.9718754	0.02812457
577	NOT	NOT	0.9961075	0.0038923905
578	NOT	NOT	0.99577534	0.0042247227
579	NOT	NOT	0.99564713	0.0043527484
580	HOF	HOF	0.0023149813	0.997685
581	NOT	NOT	0.98866594	0.0113342395
582	HOF	HOF	0.0020476158	0.9979524
583	NOT	NOT	0.9956424	0.0043577035
584	NOT	NOT	0.9954779	0.004522091
585	NOT	NOT	0.9672265	0.032773525
586	HOF	HOF	0.002063345	0.9979367
587	NOT	NOT	0.9935128	0.0064873453
588	NOT	HOF	0.4671143	0.53288573
589	NOT	NOT	0.9919367	0.008063359
590	HOF	HOF	0.0022339842	0.9977659
591	NOT	NOT	0.9706896	0.029310409
592	NOT	NOT	0.990732	0.009267912
593	NOT	NOT	0.9945217	0.0054782415
594	NOT	NOT	0.99381936	0.006180629
595	NOT	NOT	0.99461985	0.005380281
596	NOT	NOT	0.9956635	0.004336374
597	NOT	NOT	0.9956149	0.004385231
598	NOT	NOT	0.9958019	0.004198195
599	NOT	NOT	0.9951196	0.004880359
600	HOF	HOF	0.004482503	0.99551755
601	HOF	HOF	0.002024353	0.9979757
602	NOT	NOT	0.9958869	0.0041131857
603	NOT	NOT	0.9957699	0.004230194
604	NOT	NOT	0.99541837	0.004581548
605	NOT	NOT	0.9951573	0.00484259
606	HOF	HOF	0.006243896	0.99375606
607	HOF	HOF	0.0025034999	0.9974964
608	NOT	NOT	0.9955368	0.0044631837
609	NOT	NOT	0.99219924	0.00780064
610	NOT	NOT	0.94696486	0.053035095
611	HOF	HOF	0.0020408744	0.9979591
612	NOT	NOT	0.9954105	0.004589367
613	NOT	NOT	0.994913	0.0050871265
614	HOF	HOF	0.002132008	0.99786794
615	NOT	NOT	0.99508876	0.0049112677
616	NOT	NOT	0.99550116	0.004498899
617	NOT	NOT	0.9960479	0.0039520017
618	NOT	NOT	0.98783064	0.012169412
619	NOT	NOT	0.99591327	0.0040867366
620	NOT	NOT	0.9932409	0.006759076
621	HOF	HOF	0.0021820094	0.997818
622	NOT	NOT	0.99572146	0.004278568
623	HOF	HOF	0.0024908208	0.99750924
