id	label	task_3_preds	TIN_probs	UNT_probs
160	TIN	TIN	0.9882554	0.011744533
161	TIN	TIN	0.9833491	0.01665097
162	TIN	TIN	0.99094296	0.009056982
163	TIN	TIN	0.99093306	0.0090669375
164	TIN	TIN	0.9905894	0.009410795
165	TIN	TIN	0.9885271	0.011472844
166	TIN	TIN	0.9830329	0.016967103
167	TIN	TIN	0.9914031	0.00859691
168	TIN	TIN	0.9906746	0.009325492
169	TIN	TIN	0.9422396	0.057760455
170	TIN	TIN	0.98303944	0.016960647
171	TIN	TIN	0.9810045	0.0189956
172	TIN	TIN	0.9304287	0.06957127
173	TIN	TIN	0.9912206	0.008779374
174	TIN	TIN	0.9827036	0.017296469
175	TIN	TIN	0.975802	0.024198016
176	TIN	TIN	0.94524735	0.05475263
177	TIN	TIN	0.9901084	0.009891671
178	TIN	TIN	0.9914303	0.008569767
179	TIN	TIN	0.98847854	0.011521493
180	TIN	TIN	0.98503786	0.014962139
181	TIN	TIN	0.9894835	0.010516503
182	TIN	TIN	0.98731995	0.012679965
183	TIN	TIN	0.9704794	0.029520502
184	TIN	TIN	0.98594457	0.014055427
185	TIN	TIN	0.97583175	0.024168264
186	TIN	TIN	0.98377585	0.016224118
187	TIN	TIN	0.96204585	0.037954178
188	TIN	TIN	0.9795893	0.02041075
189	TIN	TIN	0.9876533	0.012346791
190	TIN	TIN	0.96565115	0.03434885
191	TIN	TIN	0.97389996	0.026100101
192	TIN	TIN	0.9865736	0.013426474
193	TIN	TIN	0.9900243	0.009975672
194	TIN	TIN	0.97578037	0.024219677
195	TIN	TIN	0.96347713	0.036522847
196	TIN	TIN	0.97388685	0.02611321
197	TIN	TIN	0.9908444	0.009155588
198	TIN	TIN	0.9898261	0.010173894
199	TIN	TIN	0.9836316	0.016368333
200	TIN	TIN	0.99118495	0.008815148
201	TIN	TIN	0.98800635	0.011993672
202	TIN	TIN	0.9886565	0.011343496
203	TIN	TIN	0.9637492	0.03625091
204	TIN	TIN	0.98164773	0.018352268
205	TIN	TIN	0.99099874	0.009001214
206	TIN	TIN	0.952987	0.047013003
207	TIN	TIN	0.9748286	0.02517135
208	TIN	TIN	0.9860464	0.013953723
209	TIN	TIN	0.9760383	0.023961702
210	TIN	TIN	0.86069596	0.139304
211	TIN	TIN	0.9506748	0.04932516
212	TIN	TIN	0.9857883	0.014211861
213	TIN	TIN	0.99131376	0.008686344
214	TIN	TIN	0.9911081	0.008891758
215	TIN	TIN	0.9905622	0.009437857
216	TIN	TIN	0.92467475	0.0753252
217	TIN	TIN	0.98883706	0.01116284
218	TIN	TIN	0.98949385	0.010506038
219	TIN	TIN	0.99095434	0.009045696
220	TIN	TIN	0.9793532	0.020646712
221	TIN	TIN	0.98661965	0.013380291
222	TIN	TIN	0.9529493	0.0470507
223	TIN	TIN	0.97925174	0.020748332
224	TIN	TIN	0.99018675	0.009813182
225	TIN	TIN	0.9887152	0.011284767
226	TIN	TIN	0.9887869	0.0112131
227	TIN	TIN	0.97909594	0.020904073
228	TIN	TIN	0.9889163	0.011083737
229	TIN	TIN	0.9903423	0.009657593
230	TIN	TIN	0.9339917	0.06600828
231	TIN	TIN	0.97821206	0.021787921
232	TIN	TIN	0.99072325	0.009276688
233	TIN	TIN	0.9837848	0.016215201
234	TIN	TIN	0.88057506	0.119425
235	TIN	TIN	0.99080384	0.009196179
236	TIN	TIN	0.9886516	0.011348441
237	TIN	TIN	0.9909831	0.009017019
238	TIN	TIN	0.9908409	0.009159095
239	TIN	TIN	0.9723798	0.027620114
240	TIN	TIN	0.8151017	0.18489824
241	TIN	TIN	0.9477555	0.05224439
242	TIN	TIN	0.9914333	0.0085666
243	TIN	TIN	0.99059504	0.009404923
244	TIN	TIN	0.9901546	0.009845377
245	TIN	TIN	0.97385025	0.026149763
246	TIN	TIN	0.9909302	0.009069848
247	TIN	TIN	0.99073416	0.009265879
248	TIN	TIN	0.98805916	0.011940899
249	TIN	TIN	0.9894009	0.0105989445
250	TIN	TIN	0.991016	0.008983925
251	TIN	TIN	0.98187315	0.018126976
252	TIN	TIN	0.9904469	0.009552946
253	TIN	TIN	0.99006516	0.009934876
254	TIN	TIN	0.9897716	0.010228389
255	TIN	TIN	0.98321545	0.016784461
256	TIN	TIN	0.9742714	0.025728676
257	TIN	TIN	0.99125654	0.008743383
258	TIN	TIN	0.9879899	0.0120100975
259	TIN	TIN	0.9773255	0.022674458
260	TIN	TIN	0.97585654	0.024143534
261	TIN	TIN	0.98103803	0.018961934
262	TIN	TIN	0.9851372	0.0148629425
263	TIN	TIN	0.9852394	0.014760772
264	TIN	TIN	0.9904876	0.009512528
265	TIN	TIN	0.9837909	0.016209234
266	TIN	TIN	0.87094295	0.12905706
267	TIN	TIN	0.98642683	0.013573073
268	TIN	TIN	0.9805798	0.019420162
269	TIN	TIN	0.9839178	0.016082248
270	TIN	TIN	0.9817299	0.018270072
271	TIN	TIN	0.95519507	0.0448049
272	TIN	TIN	0.99123126	0.008768885
273	TIN	UNT	0.34374723	0.6562527
274	TIN	TIN	0.97903675	0.020963242
275	TIN	TIN	0.9736548	0.02634532
276	TIN	TIN	0.9876098	0.012390121
277	TIN	TIN	0.9884573	0.011542575
278	TIN	TIN	0.9898204	0.010179466
279	TIN	TIN	0.9834797	0.016520295
280	TIN	TIN	0.9162434	0.08375664
281	TIN	TIN	0.9914144	0.008585529
282	TIN	TIN	0.96546113	0.034538917
283	TIN	TIN	0.99119294	0.008807144
284	TIN	TIN	0.9897938	0.010206222
285	TIN	TIN	0.9838038	0.016196145
286	TIN	TIN	0.96820086	0.031799182
287	TIN	TIN	0.98616153	0.013838495
288	TIN	TIN	0.9836138	0.016386263
289	TIN	TIN	0.99013627	0.009863684
290	TIN	TIN	0.9788149	0.021185132
291	TIN	TIN	0.9866919	0.013308205
292	TIN	TIN	0.98359925	0.016400771
293	TIN	TIN	0.9186945	0.08130555
294	TIN	TIN	0.982821	0.01717906
295	TIN	TIN	0.9848678	0.015132113
296	TIN	TIN	0.987299	0.0127011025
297	TIN	TIN	0.97399664	0.026003323
298	TIN	TIN	0.93025357	0.069746435
299	TIN	TIN	0.9730592	0.026940828
300	TIN	TIN	0.9085128	0.09148719
301	TIN	TIN	0.98441404	0.015586
302	TIN	TIN	0.8501892	0.14981072
303	TIN	TIN	0.97490054	0.025099384
304	TIN	TIN	0.97973126	0.02026877
305	TIN	TIN	0.9891983	0.010801766
306	TIN	TIN	0.9502253	0.049774703
307	TIN	TIN	0.9382967	0.061703276
308	TIN	TIN	0.97900057	0.020999499
309	TIN	TIN	0.97101754	0.028982494
310	TIN	TIN	0.98513955	0.014860285
311	TIN	TIN	0.94537944	0.05462059
312	TIN	TIN	0.57658	0.42341998
313	TIN	TIN	0.9723711	0.027628874
314	TIN	TIN	0.963037	0.036963005
315	TIN	TIN	0.9682264	0.031773612
316	TIN	TIN	0.9618833	0.03811663
317	TIN	TIN	0.94122225	0.0587777
318	TIN	TIN	0.9886426	0.011357401
319	TIN	TIN	0.98976094	0.010238919
320	TIN	TIN	0.99039876	0.009601221
321	TIN	TIN	0.9902432	0.009756735
322	TIN	TIN	0.80588496	0.19411509
323	TIN	TIN	0.9909874	0.009012479
324	TIN	TIN	0.9898733	0.010126583
325	TIN	TIN	0.9906933	0.009306639
326	TIN	TIN	0.9912402	0.008759708
327	TIN	TIN	0.99118185	0.008818213
328	TIN	TIN	0.99089617	0.009103684
329	TIN	TIN	0.99105024	0.008949924
330	TIN	TIN	0.87091607	0.12908402
331	TIN	TIN	0.93235487	0.067645125
332	TIN	TIN	0.9877035	0.012296409
333	TIN	TIN	0.9847523	0.01524772
334	TIN	TIN	0.98550487	0.014495096
335	TIN	TIN	0.98451495	0.01548489
336	TIN	TIN	0.98257995	0.017420128
337	TIN	TIN	0.9889981	0.01100193
338	TIN	TIN	0.9720497	0.02795033
339	TIN	TIN	0.9898499	0.010150015
340	TIN	TIN	0.84745586	0.15254417
341	TIN	TIN	0.98809355	0.011906569
342	TIN	TIN	0.9791376	0.020862421
343	TIN	TIN	0.98519945	0.014800621
344	TIN	TIN	0.9870204	0.01297971
345	TIN	TIN	0.9804516	0.019548412
346	UNT	TIN	0.56428117	0.43571883
347	TIN	TIN	0.9890882	0.010911717
348	TIN	TIN	0.98884463	0.011155295
349	TIN	TIN	0.9744433	0.02555676
350	TIN	TIN	0.97521055	0.024789402
351	TIN	TIN	0.99093777	0.009062235
352	TIN	TIN	0.9898976	0.010102305
353	TIN	TIN	0.98030424	0.019695858
354	TIN	TIN	0.9122075	0.08779251
355	TIN	TIN	0.989929	0.010071032
356	TIN	TIN	0.9737346	0.026265314
357	TIN	TIN	0.99152195	0.00847808
358	TIN	TIN	0.9805973	0.019402567
359	TIN	TIN	0.9870154	0.012984575
360	TIN	TIN	0.972868	0.027132016
361	TIN	TIN	0.98264855	0.017351404
362	UNT	UNT	0.047736548	0.95226353
363	TIN	TIN	0.9849132	0.015086853
364	TIN	TIN	0.9909829	0.009017195
365	TIN	TIN	0.98968995	0.010310175
366	TIN	TIN	0.989408	0.010592013
367	TIN	TIN	0.99134374	0.008656131
368	TIN	TIN	0.99081826	0.009181768
369	TIN	TIN	0.97653455	0.023465462
370	TIN	TIN	0.981441	0.018559022
371	TIN	TIN	0.9666132	0.03338686
372	TIN	TIN	0.9912712	0.008728791
373	TIN	TIN	0.9858282	0.01417182
374	TIN	TIN	0.98770916	0.012290888
375	TIN	TIN	0.9894785	0.0105214985
376	TIN	TIN	0.9889908	0.011009078
377	TIN	TIN	0.9873181	0.012681937
378	TIN	TIN	0.9886499	0.011350162
379	TIN	TIN	0.9623842	0.03761576
380	TIN	TIN	0.98215157	0.017848412
381	TIN	TIN	0.9911228	0.00887721
382	TIN	TIN	0.98578846	0.014211536
383	TIN	TIN	0.97952753	0.020472465
384	UNT	UNT	0.041477207	0.95852274
385	TIN	TIN	0.9880594	0.011940495
386	TIN	TIN	0.9830994	0.016900584
387	TIN	TIN	0.96087116	0.03912879
388	TIN	TIN	0.9901712	0.009828847
389	UNT	UNT	0.047889803	0.9521102
390	TIN	TIN	0.9850402	0.014959856
391	TIN	TIN	0.9872364	0.012763643
392	TIN	TIN	0.9851802	0.014819823
393	TIN	TIN	0.97984284	0.020157149
394	TIN	TIN	0.9897907	0.010209337
395	TIN	TIN	0.98535144	0.014648473
396	TIN	TIN	0.9486745	0.05132544
397	TIN	TIN	0.99138296	0.008617143
398	TIN	TIN	0.9555937	0.04440629
399	UNT	UNT	0.04071365	0.95928633
400	TIN	TIN	0.9823138	0.017686265
401	TIN	TIN	0.9825574	0.01744252
402	TIN	TIN	0.9886598	0.011340116
403	TIN	TIN	0.9865366	0.013463325
404	TIN	TIN	0.99105144	0.008948576
405	TIN	TIN	0.984834	0.015165977
406	TIN	TIN	0.9900579	0.009942056
407	TIN	TIN	0.9787002	0.021299733
408	TIN	TIN	0.9768185	0.023181478
409	UNT	UNT	0.0973009	0.9026991
410	UNT	UNT	0.049827836	0.9501722
411	TIN	TIN	0.95365477	0.04634524
412	TIN	TIN	0.93016666	0.06983334
413	TIN	TIN	0.9878679	0.012132053
414	TIN	TIN	0.98660016	0.013399841
415	UNT	UNT	0.04987458	0.9501254
416	TIN	TIN	0.986917	0.013082857
417	TIN	TIN	0.9838507	0.01614915
418	TIN	TIN	0.99067086	0.009329122
419	UNT	UNT	0.10509084	0.89490914
420	TIN	TIN	0.9889955	0.011004595
421	TIN	TIN	0.9911854	0.008814446
422	TIN	TIN	0.99077666	0.00922327
423	TIN	TIN	0.98554623	0.014453829
424	TIN	TIN	0.9677997	0.03220033
425	TIN	TIN	0.9852511	0.01474886
426	UNT	UNT	0.06006025	0.9399398
427	TIN	TIN	0.99045855	0.009541375
428	TIN	TIN	0.979675	0.020325039
429	TIN	TIN	0.99148345	0.008516418
430	TIN	TIN	0.97884953	0.021150354
431	TIN	TIN	0.9581011	0.041898973
432	TIN	TIN	0.98871636	0.01128361
433	TIN	TIN	0.99104905	0.008951008
434	TIN	TIN	0.9897048	0.010295171
435	TIN	TIN	0.98517245	0.014827591
436	TIN	TIN	0.98400646	0.01599366
437	TIN	TIN	0.98444927	0.015550723
438	TIN	TIN	0.98645127	0.0135486955
439	TIN	TIN	0.99095476	0.009045204
440	TIN	TIN	0.99054545	0.009454451
441	TIN	TIN	0.9592676	0.040732358
442	TIN	TIN	0.9710514	0.02894864
443	TIN	TIN	0.98891985	0.011080259
444	TIN	TIN	0.99075586	0.009243986
445	TIN	TIN	0.9904009	0.009598987
446	TIN	TIN	0.9895219	0.0104779005
447	TIN	TIN	0.98203516	0.017964818
448	TIN	TIN	0.9777524	0.022247592
449	TIN	TIN	0.9724343	0.027565768
450	UNT	UNT	0.09314538	0.90685457
451	TIN	TIN	0.96214586	0.037854195
452	UNT	UNT	0.06759182	0.9324082
453	UNT	UNT	0.05665734	0.9433427
454	TIN	TIN	0.9744618	0.025538176
455	TIN	TIN	0.9617907	0.03820929
456	TIN	TIN	0.8483981	0.15160197
457	TIN	TIN	0.99086595	0.009133977
458	TIN	TIN	0.9514868	0.04851322
459	TIN	TIN	0.8723077	0.1276922
460	TIN	TIN	0.9562101	0.043789916
461	TIN	TIN	0.9566789	0.043321002
462	TIN	TIN	0.9706794	0.029320696
463	TIN	TIN	0.9622455	0.0377545
464	TIN	TIN	0.970787	0.029213065
465	TIN	TIN	0.6665972	0.33340287
466	TIN	TIN	0.9791079	0.020892037
467	UNT	UNT	0.04062512	0.95937485
468	TIN	TIN	0.9812156	0.018784324
469	UNT	UNT	0.04522328	0.9547767
470	TIN	TIN	0.9710098	0.028990177
471	TIN	TIN	0.981334	0.018666118
472	TIN	TIN	0.93773836	0.06226165
473	TIN	TIN	0.95979494	0.040205058
474	TIN	TIN	0.9809994	0.019000487
475	TIN	TIN	0.9776158	0.022384271
476	TIN	TIN	0.98792255	0.0120773865
477	TIN	TIN	0.96084505	0.039154865
478	TIN	TIN	0.9909647	0.009035298
479	UNT	UNT	0.043786325	0.9562136
480	TIN	TIN	0.74143547	0.25856462
481	TIN	TIN	0.95218325	0.04781667
482	TIN	TIN	0.9213721	0.078627944
483	UNT	UNT	0.050085258	0.94991475
484	UNT	UNT	0.14004943	0.8599506
485	TIN	TIN	0.95322675	0.046773188
486	TIN	TIN	0.95244235	0.047557674
487	TIN	TIN	0.9798057	0.020194352
488	TIN	TIN	0.97268456	0.027315348
489	UNT	UNT	0.053934827	0.94606525
490	TIN	TIN	0.9548937	0.045106255
491	TIN	TIN	0.9830406	0.016959403
492	TIN	TIN	0.9879932	0.012006804
493	UNT	UNT	0.044622723	0.9553773
494	TIN	TIN	0.64112747	0.35887253
495	TIN	TIN	0.97831714	0.021682812
496	TIN	TIN	0.9654226	0.03457739
497	TIN	TIN	0.8985396	0.10146048
498	TIN	TIN	0.94416106	0.05583905
499	TIN	TIN	0.93806535	0.061934616
500	UNT	UNT	0.07349275	0.92650723
501	TIN	TIN	0.97870415	0.021295767
502	TIN	TIN	0.9586177	0.041382253
503	UNT	UNT	0.0390056	0.9609944
504	UNT	UNT	0.053099204	0.9469007
505	TIN	TIN	0.9580093	0.041990697
506	TIN	TIN	0.9771558	0.022844218
507	TIN	TIN	0.935102	0.06489802
508	UNT	UNT	0.03748468	0.96251535
509	TIN	TIN	0.9797041	0.020295937
510	TIN	TIN	0.97468936	0.025310533
511	TIN	TIN	0.99111074	0.008889325
512	TIN	TIN	0.96248424	0.037515685
513	TIN	TIN	0.98652416	0.0134757785
514	TIN	TIN	0.9699263	0.03007369
515	TIN	TIN	0.9754274	0.024572587
516	TIN	TIN	0.9297438	0.07025623
517	UNT	UNT	0.044087492	0.95591253
518	TIN	TIN	0.98697114	0.013028852
519	TIN	TIN	0.9822888	0.017711304
520	TIN	TIN	0.9830495	0.016950412
521	TIN	TIN	0.93606424	0.06393574
522	TIN	TIN	0.9869674	0.013032468
523	TIN	TIN	0.98853886	0.011461229
524	TIN	TIN	0.93381214	0.066187866
525	TIN	TIN	0.83203644	0.1679636
526	TIN	TIN	0.9713131	0.028686834
527	TIN	TIN	0.9777474	0.022252621
528	TIN	TIN	0.95181364	0.048186347
529	TIN	TIN	0.97284937	0.027150625
530	TIN	TIN	0.95285684	0.047143158
531	TIN	TIN	0.96052825	0.03947175
532	TIN	TIN	0.96776766	0.03223233
533	TIN	TIN	0.98014694	0.019853102
534	TIN	TIN	0.9624901	0.03750981
535	TIN	TIN	0.9311457	0.06885433
536	UNT	UNT	0.04577133	0.95422864
537	UNT	UNT	0.04236524	0.9576346
538	TIN	TIN	0.98414934	0.015850684
539	TIN	TIN	0.9794472	0.020552881
540	TIN	TIN	0.9068873	0.09311265
541	TIN	TIN	0.90166	0.09834004
542	TIN	TIN	0.9601785	0.039821487
543	TIN	TIN	0.98722696	0.012773061
544	TIN	TIN	0.99021083	0.009789235
545	TIN	TIN	0.9652548	0.03474526
546	TIN	TIN	0.9851043	0.0148958
547	TIN	TIN	0.97406715	0.025932867
548	TIN	TIN	0.99056387	0.009436179
549	TIN	TIN	0.9906895	0.009310501
550	TIN	TIN	0.9894717	0.010528198
551	TIN	TIN	0.9807326	0.019267425
552	TIN	TIN	0.9763148	0.023685206
553	TIN	TIN	0.99045736	0.009542639
554	UNT	UNT	0.07639237	0.92360765
555	UNT	TIN	0.97075254	0.029247584
556	TIN	TIN	0.9759878	0.024012212
557	TIN	TIN	0.99006426	0.009935634
558	TIN	TIN	0.9842322	0.015767813
559	TIN	TIN	0.97514206	0.02485796
560	TIN	TIN	0.99073154	0.009268363
561	TIN	TIN	0.9799154	0.020084577
562	TIN	TIN	0.9877706	0.012229457
563	TIN	TIN	0.9833629	0.01663723
564	TIN	TIN	0.99136126	0.008638842
565	TIN	TIN	0.9784689	0.021531127
566	TIN	TIN	0.98903465	0.0109651955
567	UNT	UNT	0.068366304	0.9316337
568	TIN	TIN	0.9719158	0.028084205
569	TIN	TIN	0.9818247	0.018175358
570	TIN	TIN	0.990212	0.0097880075
571	UNT	TIN	0.8228122	0.17718785
572	TIN	TIN	0.9908449	0.009155051
573	TIN	TIN	0.9860459	0.013954089
574	UNT	UNT	0.09406127	0.9059388
575	TIN	TIN	0.96084833	0.03915158
576	TIN	TIN	0.9910727	0.008927291
577	TIN	TIN	0.9809916	0.019008275
578	TIN	TIN	0.9820654	0.017934637
579	TIN	TIN	0.9696603	0.03033981
580	TIN	TIN	0.94681835	0.05318162
581	TIN	TIN	0.9913449	0.00865514
582	TIN	TIN	0.9731167	0.02688321
583	TIN	TIN	0.98760015	0.0123999445
584	TIN	TIN	0.9905884	0.009411527
585	UNT	TIN	0.98629016	0.013709835
586	TIN	TIN	0.9908747	0.009125183
587	TIN	TIN	0.9880839	0.011916214
588	UNT	UNT	0.12547478	0.8745252
589	TIN	TIN	0.984357	0.015643079
590	TIN	TIN	0.9860308	0.013968995
591	TIN	TIN	0.9873004	0.01269974
592	TIN	TIN	0.9838101	0.016189767
593	TIN	TIN	0.9170348	0.08296516
594	TIN	TIN	0.6171689	0.3828311
595	TIN	TIN	0.9909954	0.009004532
596	UNT	UNT	0.2768515	0.7231485
597	TIN	TIN	0.87240696	0.12759307
598	TIN	TIN	0.98669094	0.013308972
599	TIN	TIN	0.98280346	0.017196616
600	TIN	TIN	0.9876159	0.012384214
601	TIN	TIN	0.98264927	0.017350774
602	UNT	UNT	0.04776936	0.9522306
603	TIN	TIN	0.98908794	0.01091192
604	TIN	TIN	0.9884661	0.011533905
605	TIN	TIN	0.9876366	0.012363257
606	UNT	UNT	0.065299325	0.9347008
607	TIN	TIN	0.9820394	0.017960714
608	TIN	TIN	0.981303	0.018696949
609	TIN	TIN	0.9740429	0.02595719
610	TIN	TIN	0.9910458	0.008954291
611	TIN	TIN	0.991219	0.008780986
612	TIN	TIN	0.980455	0.019545076
613	TIN	TIN	0.9850651	0.014934874
614	TIN	TIN	0.97667223	0.023327742
615	UNT	UNT	0.4497777	0.5502222
616	TIN	TIN	0.9891622	0.01083784
617	TIN	TIN	0.99080265	0.009197499
618	TIN	TIN	0.98875856	0.011241597
619	TIN	TIN	0.98830914	0.011690794
620	UNT	UNT	0.05422637	0.9457736
621	TIN	TIN	0.9897702	0.010229706
622	TIN	TIN	0.98836404	0.0116358455
623	TIN	TIN	0.9886598	0.011340089
624	TIN	TIN	0.9681076	0.031892437
625	TIN	TIN	0.9861199	0.013880003
626	TIN	TIN	0.9911998	0.008800235
627	TIN	TIN	0.9908421	0.0091580115
628	TIN	TIN	0.9010846	0.09891549
629	TIN	TIN	0.93061817	0.06938182
630	TIN	TIN	0.99129224	0.008707635
631	TIN	TIN	0.98433685	0.015663164
632	TIN	TIN	0.93864125	0.06135866
633	TIN	TIN	0.98791546	0.012084466
