id	label	task_3_preds	TIN_probs	UNT_probs
81	TIN	TIN	0.98736846	0.012631579
82	TIN	TIN	0.9866573	0.0133426245
83	TIN	TIN	0.98462135	0.015378708
84	TIN	TIN	0.98512334	0.014876542
85	TIN	TIN	0.9879618	0.012038076
86	TIN	TIN	0.98614955	0.013850509
87	TIN	TIN	0.98316437	0.016835697
88	TIN	TIN	0.98376626	0.0162338
89	TIN	TIN	0.9871519	0.01284808
90	UNT	UNT	0.058670413	0.94132966
91	TIN	TIN	0.98475605	0.015243918
92	TIN	TIN	0.98646724	0.013532682
93	TIN	TIN	0.9853183	0.014681801
94	TIN	TIN	0.9863546	0.013645326
95	TIN	TIN	0.9841292	0.015870936
96	TIN	TIN	0.9845636	0.015436426
97	TIN	TIN	0.98728585	0.012714179
98	TIN	TIN	0.9872395	0.012760405
99	TIN	TIN	0.9854715	0.014528587
100	TIN	TIN	0.9852981	0.014701767
101	TIN	TIN	0.98648113	0.013518752
102	TIN	TIN	0.98128366	0.018716296
103	TIN	TIN	0.9769128	0.023087222
104	TIN	TIN	0.98643506	0.013564959
105	TIN	TIN	0.98656887	0.013431251
106	TIN	TIN	0.9864374	0.013562703
107	TIN	TIN	0.98663235	0.013367689
108	TIN	TIN	0.98715734	0.012842605
109	TIN	TIN	0.9842803	0.015719743
110	TIN	TIN	0.9810081	0.018991927
111	TIN	TIN	0.9867072	0.01329273
112	TIN	TIN	0.9863191	0.01368093
113	TIN	TIN	0.98447436	0.01552568
114	TIN	TIN	0.9863405	0.013659485
115	TIN	TIN	0.98022723	0.019772809
116	TIN	TIN	0.9842104	0.015789783
117	TIN	TIN	0.98494554	0.01505435
118	TIN	TIN	0.98529834	0.014701612
119	TIN	TIN	0.9852335	0.0147664035
120	TIN	TIN	0.9841315	0.01586847
121	TIN	TIN	0.9828611	0.017138854
122	TIN	TIN	0.985553	0.0144468695
123	TIN	TIN	0.9833512	0.016648842
124	TIN	TIN	0.98559344	0.01440653
125	TIN	TIN	0.9858505	0.014149491
126	TIN	TIN	0.9874391	0.01256086
127	TIN	TIN	0.9860684	0.013931451
128	TIN	TIN	0.9834996	0.016500361
129	TIN	TIN	0.98622316	0.013776836
130	TIN	TIN	0.9857744	0.014225706
131	TIN	TIN	0.98476315	0.015236767
132	TIN	TIN	0.9853155	0.014684405
133	TIN	TIN	0.98471665	0.015283468
134	TIN	TIN	0.98510855	0.014891453
135	TIN	TIN	0.9009535	0.0990466
136	TIN	TIN	0.9848979	0.0151021695
137	TIN	TIN	0.98554265	0.014457214
138	TIN	TIN	0.984664	0.01533581
139	TIN	TIN	0.9873936	0.012606246
140	TIN	TIN	0.98594975	0.014050201
141	TIN	TIN	0.9869989	0.01300108
142	TIN	TIN	0.9836544	0.016345598
143	TIN	TIN	0.9858771	0.014122797
144	TIN	TIN	0.9853373	0.014662547
145	TIN	TIN	0.98633224	0.013667779
146	TIN	TIN	0.98322767	0.016772293
147	TIN	TIN	0.98604167	0.0139583815
148	TIN	TIN	0.98635346	0.013646497
149	TIN	TIN	0.9865183	0.013481647
150	TIN	TIN	0.98566395	0.0143361045
151	TIN	TIN	0.9841698	0.015830107
152	TIN	TIN	0.9875752	0.012424957
153	TIN	TIN	0.9850898	0.014910218
154	TIN	TIN	0.9822984	0.01770156
155	TIN	TIN	0.98556525	0.014434888
156	TIN	TIN	0.9856031	0.014397006
157	TIN	TIN	0.98455673	0.015443198
158	TIN	TIN	0.97664475	0.023355145
159	TIN	TIN	0.985612	0.014387919
160	TIN	TIN	0.98513323	0.014866827
161	TIN	TIN	0.98504704	0.014952866
162	TIN	TIN	0.9855096	0.014490445
163	TIN	TIN	0.986946	0.013054118
164	TIN	TIN	0.98648703	0.013512874
165	TIN	TIN	0.9837437	0.016256263
166	TIN	TIN	0.9867476	0.013252421
167	TIN	TIN	0.9871907	0.012809218
168	TIN	TIN	0.98612344	0.013876423
169	TIN	TIN	0.9861639	0.013836166
170	TIN	TIN	0.9818802	0.018119907
171	TIN	TIN	0.98575276	0.014247308
172	TIN	TIN	0.98573464	0.014265377
173	TIN	TIN	0.9879828	0.012017074
174	TIN	TIN	0.76552993	0.23447008
175	TIN	TIN	0.98794585	0.012054171
176	TIN	TIN	0.976635	0.023365159
177	TIN	TIN	0.98248154	0.017518522
178	TIN	TIN	0.98662364	0.013376489
179	TIN	TIN	0.9852826	0.014717353
180	TIN	TIN	0.9723886	0.027611462
181	TIN	TIN	0.9863687	0.013631253
182	TIN	TIN	0.9834982	0.016501715
183	TIN	TIN	0.9859321	0.014067959
184	TIN	TIN	0.9820553	0.017944792
185	TIN	TIN	0.985241	0.0147588365
186	TIN	TIN	0.98211265	0.017887332
187	TIN	TIN	0.9868747	0.013125397
188	TIN	TIN	0.9792041	0.020795949
189	TIN	TIN	0.98863786	0.0113621615
190	TIN	TIN	0.9850759	0.01492426
191	TIN	TIN	0.98680836	0.013191668
192	TIN	TIN	0.985894	0.0141060725
193	TIN	TIN	0.98714507	0.012854981
194	TIN	TIN	0.984734	0.015266075
195	TIN	TIN	0.9873419	0.012658133
196	TIN	TIN	0.98323184	0.016768198
197	TIN	TIN	0.98402244	0.0159775
198	TIN	TIN	0.9866338	0.013366109
199	TIN	TIN	0.9870418	0.012958219
200	TIN	TIN	0.98484975	0.0151502425
201	TIN	TIN	0.9865049	0.013495146
202	TIN	TIN	0.98670363	0.013296375
203	TIN	TIN	0.98515695	0.014843012
204	TIN	TIN	0.9854536	0.014546424
205	TIN	TIN	0.98453796	0.0154620325
206	TIN	TIN	0.98277557	0.017224552
207	TIN	TIN	0.98261976	0.01738017
208	TIN	TIN	0.984722	0.015277982
209	TIN	TIN	0.98525935	0.014740684
210	TIN	TIN	0.9845143	0.015485696
211	TIN	TIN	0.983547	0.016453087
212	TIN	TIN	0.98543227	0.014567671
213	TIN	TIN	0.9859495	0.014050582
214	TIN	TIN	0.9864456	0.013554459
215	TIN	TIN	0.9875721	0.01242789
216	TIN	TIN	0.9825734	0.017426493
217	TIN	TIN	0.98246795	0.01753207
218	TIN	TIN	0.98774236	0.01225769
219	TIN	TIN	0.9865176	0.013482514
220	TIN	TIN	0.9835929	0.016407069
221	TIN	TIN	0.98440164	0.015598439
222	TIN	TIN	0.98427206	0.01572782
223	TIN	TIN	0.98550814	0.014491807
224	TIN	TIN	0.9865726	0.01342737
225	TIN	TIN	0.98418385	0.015816074
226	TIN	TIN	0.9841526	0.015847508
227	TIN	TIN	0.9870575	0.01294243
228	TIN	TIN	0.98303473	0.016965298
229	TIN	TIN	0.9856635	0.014336542
230	TIN	TIN	0.9834672	0.01653281
231	TIN	TIN	0.98140436	0.01859559
232	TIN	TIN	0.9857509	0.014249136
233	TIN	TIN	0.9813583	0.018641774
234	TIN	TIN	0.9854137	0.014586272
235	TIN	TIN	0.9869582	0.013041886
236	TIN	TIN	0.9853613	0.014638683
237	TIN	TIN	0.98452204	0.015477885
238	TIN	TIN	0.98516095	0.014839078
239	TIN	TIN	0.98339105	0.016608974
240	TIN	TIN	0.98294663	0.017053347
241	TIN	TIN	0.9865644	0.013435581
242	TIN	TIN	0.98597443	0.014025434
243	TIN	TIN	0.98200357	0.017996514
244	TIN	TIN	0.9842446	0.01575551
245	TIN	TIN	0.9850954	0.014904588
246	TIN	TIN	0.98627186	0.013728158
247	TIN	TIN	0.9869434	0.013056645
248	TIN	TIN	0.9872863	0.012713688
249	TIN	TIN	0.9828632	0.017136812
250	TIN	TIN	0.98734635	0.012653631
251	TIN	TIN	0.9832021	0.016798018
252	TIN	TIN	0.9854931	0.014507003
253	TIN	TIN	0.984884	0.015115815
254	TIN	TIN	0.9828524	0.017147576
255	TIN	TIN	0.98616695	0.013832979
256	TIN	TIN	0.98581696	0.014183117
257	TIN	TIN	0.98579204	0.014207823
258	TIN	TIN	0.98437816	0.015621975
259	TIN	TIN	0.98603976	0.013960232
260	TIN	TIN	0.9825909	0.0174092
261	TIN	TIN	0.98051775	0.01948237
262	TIN	TIN	0.9849787	0.015021387
263	TIN	TIN	0.9843777	0.015622303
264	TIN	TIN	0.98485565	0.015144413
265	TIN	TIN	0.9847753	0.015224762
266	TIN	TIN	0.98171514	0.018284773
267	TIN	TIN	0.9864924	0.013507598
268	TIN	TIN	0.9801473	0.019852733
269	TIN	TIN	0.98612815	0.013871832
270	TIN	TIN	0.98243445	0.017565625
271	TIN	TIN	0.98320985	0.016790202
272	TIN	TIN	0.9855096	0.014490403
273	TIN	TIN	0.981286	0.018714137
274	TIN	TIN	0.98515743	0.014842644
275	TIN	TIN	0.9828456	0.017154405
276	TIN	TIN	0.9831709	0.016829044
277	TIN	TIN	0.9838601	0.01613982
278	TIN	TIN	0.9845136	0.015486441
279	TIN	TIN	0.9831451	0.01685484
280	TIN	TIN	0.9806821	0.019317959
281	TIN	TIN	0.9859077	0.014092277
282	TIN	TIN	0.98276967	0.017230228
283	TIN	TIN	0.9865667	0.013433198
284	TIN	TIN	0.98774755	0.012252589
285	TIN	TIN	0.98515433	0.014845603
286	TIN	TIN	0.98413056	0.01586959
287	TIN	TIN	0.98704386	0.012956125
288	TIN	TIN	0.9875754	0.012424601
289	TIN	TIN	0.98710036	0.012899572
290	TIN	TIN	0.98720485	0.012795184
291	TIN	TIN	0.98649573	0.013504333
292	TIN	TIN	0.9882516	0.011748437
293	TIN	TIN	0.98736537	0.012634506
294	TIN	TIN	0.98181325	0.018186819
295	TIN	TIN	0.98503786	0.014962139
296	TIN	TIN	0.9829185	0.017081613
297	TIN	TIN	0.9862239	0.013776028
298	TIN	TIN	0.9861731	0.013826932
299	TIN	TIN	0.98638517	0.013614695
300	TIN	TIN	0.98641527	0.013584786
301	TIN	TIN	0.9866272	0.013372752
302	TIN	TIN	0.98305887	0.016941225
303	TIN	TIN	0.9811332	0.01886685
304	TIN	TIN	0.9814753	0.018524656
305	TIN	TIN	0.98481596	0.015183952
306	TIN	TIN	0.9878644	0.0121355355
307	TIN	TIN	0.98163444	0.018365571
308	TIN	TIN	0.9821684	0.017831637
309	TIN	TIN	0.9837998	0.016200261
310	TIN	TIN	0.98672837	0.0132716205
311	TIN	TIN	0.98607856	0.013921438
312	TIN	TIN	0.98414135	0.015858704
313	TIN	TIN	0.9821972	0.017802903
314	TIN	TIN	0.9834853	0.016514782
315	TIN	TIN	0.9865359	0.0134640755
316	TIN	TIN	0.9700732	0.029926788
317	TIN	TIN	0.98479104	0.015208937
318	TIN	TIN	0.9875752	0.012424874
319	TIN	TIN	0.98419297	0.01580698
320	TIN	TIN	0.9866658	0.013334267
321	TIN	TIN	0.9865011	0.013498899
322	TIN	TIN	0.9866098	0.013390158
323	TIN	TIN	0.98576945	0.014230564
324	TIN	TIN	0.9841892	0.015810901
325	TIN	TIN	0.98701966	0.012980297
326	TIN	TIN	0.9861336	0.0138663035
327	TIN	TIN	0.9869942	0.013005667
328	TIN	TIN	0.98504746	0.014952468
329	TIN	TIN	0.9847352	0.015264859
330	TIN	TIN	0.98320115	0.01679889
331	TIN	TIN	0.9555557	0.0444444
332	TIN	TIN	0.98485726	0.015142608
333	TIN	TIN	0.9823897	0.017610257
334	TIN	TIN	0.98535496	0.014645162
335	TIN	TIN	0.9822363	0.017763803
336	TIN	TIN	0.98108995	0.018910136
337	TIN	TIN	0.9856376	0.014362447
338	TIN	TIN	0.9858621	0.014137944
339	TIN	TIN	0.9875806	0.012419489
340	TIN	TIN	0.9851536	0.014846382
341	TIN	TIN	0.98674905	0.013250911
342	TIN	TIN	0.9830727	0.01692728
343	TIN	TIN	0.98746336	0.0125366505
344	TIN	TIN	0.98619777	0.01380215
345	TIN	TIN	0.9801057	0.019894464
346	UNT	UNT	0.087334454	0.9126655
347	TIN	TIN	0.9825558	0.017444251
348	TIN	TIN	0.98621565	0.013784386
349	TIN	TIN	0.98286927	0.01713065
350	TIN	TIN	0.98061174	0.019388283
351	TIN	TIN	0.9863513	0.013648573
352	TIN	TIN	0.98672104	0.013278856
353	TIN	TIN	0.98625535	0.013744743
354	TIN	TIN	0.9846868	0.015313034
355	TIN	TIN	0.98619896	0.013800953
356	TIN	TIN	0.92012304	0.07987695
357	TIN	TIN	0.9849721	0.015027985
358	TIN	TIN	0.98365885	0.01634121
359	TIN	TIN	0.98494536	0.015054623
360	TIN	TIN	0.9852067	0.0147932265
361	TIN	TIN	0.9807155	0.019284485
362	UNT	UNT	0.052845865	0.94715416
363	TIN	TIN	0.98445255	0.015547394
364	TIN	TIN	0.98463213	0.0153678665
365	TIN	TIN	0.9826945	0.01730547
366	TIN	TIN	0.9860123	0.013987819
367	TIN	TIN	0.9856839	0.014316089
368	TIN	TIN	0.9854393	0.014560608
369	TIN	TIN	0.9861451	0.013854988
370	TIN	TIN	0.98396444	0.01603569
371	TIN	TIN	0.98481715	0.015182895
372	TIN	TIN	0.98540497	0.014595066
373	TIN	TIN	0.98286134	0.01713856
374	TIN	TIN	0.9841057	0.015894217
375	TIN	TIN	0.98237896	0.017620958
376	TIN	TIN	0.9830551	0.016944835
377	TIN	TIN	0.984749	0.015250927
378	TIN	TIN	0.9830676	0.016932398
379	TIN	TIN	0.98810506	0.011894936
380	TIN	TIN	0.98290914	0.017090779
381	TIN	TIN	0.9853761	0.014623934
382	TIN	TIN	0.98559695	0.0144030135
383	TIN	TIN	0.98613757	0.013862535
384	UNT	UNT	0.057475436	0.9425246
385	TIN	TIN	0.9821782	0.017821826
386	TIN	TIN	0.98579293	0.014206896
387	TIN	TIN	0.98583764	0.0141623765
388	TIN	TIN	0.98478144	0.015218498
389	UNT	UNT	0.0550671	0.94493294
390	TIN	TIN	0.9854755	0.014524515
391	TIN	TIN	0.98393255	0.016067484
392	TIN	TIN	0.9849787	0.015021372
393	TIN	TIN	0.97829473	0.021705342
394	TIN	TIN	0.98226416	0.017735746
395	TIN	TIN	0.9871411	0.01285888
396	TIN	TIN	0.98265815	0.017341899
397	TIN	TIN	0.98641294	0.013587002
398	TIN	TIN	0.9856228	0.0143772
399	UNT	UNT	0.05127533	0.94872457
400	TIN	TIN	0.98494226	0.0150578385
401	TIN	TIN	0.97880477	0.021195149
402	TIN	TIN	0.9857523	0.0142475795
403	TIN	TIN	0.98409116	0.015908882
404	TIN	TIN	0.9872162	0.012783859
405	TIN	TIN	0.98510224	0.014897711
406	TIN	TIN	0.98606634	0.013933631
407	TIN	TIN	0.98529506	0.014704936
408	TIN	TIN	0.98450863	0.015491375
409	UNT	UNT	0.054649614	0.94535035
410	UNT	UNT	0.05425342	0.94574654
411	TIN	TIN	0.98596734	0.014032618
412	TIN	TIN	0.984434	0.015565954
413	TIN	TIN	0.9870112	0.012988885
414	TIN	TIN	0.9835739	0.016426036
415	UNT	UNT	0.055449624	0.94455045
416	TIN	TIN	0.9845767	0.015423241
417	TIN	TIN	0.9849467	0.015053266
418	TIN	TIN	0.98248315	0.0175167
419	UNT	UNT	0.19759896	0.80240107
420	TIN	TIN	0.98775434	0.012245544
421	TIN	TIN	0.9861152	0.013884829
422	TIN	TIN	0.9836734	0.016326496
423	TIN	TIN	0.98615474	0.01384532
424	TIN	TIN	0.9849284	0.015071674
425	TIN	TIN	0.9852382	0.014761771
426	UNT	UNT	0.048877664	0.95112234
427	TIN	TIN	0.98665494	0.013345011
428	TIN	TIN	0.98607856	0.013921424
429	TIN	TIN	0.9858905	0.014109443
430	TIN	TIN	0.98583925	0.0141607085
431	TIN	TIN	0.9818226	0.01817749
432	TIN	TIN	0.98341405	0.016585823
433	TIN	TIN	0.9867726	0.013227465
434	TIN	TIN	0.9850045	0.014995401
435	TIN	TIN	0.9822581	0.017741894
436	TIN	TIN	0.98657525	0.013424822
437	TIN	TIN	0.9844558	0.015544066
438	TIN	TIN	0.9861719	0.013828092
439	TIN	TIN	0.98336947	0.016630592
440	TIN	TIN	0.98463726	0.015362672
441	TIN	TIN	0.97629	0.023710106
442	TIN	TIN	0.98389083	0.01610928
443	TIN	TIN	0.9871204	0.012879671
444	TIN	TIN	0.9863459	0.013654203
445	TIN	TIN	0.9864341	0.0135659035
446	TIN	TIN	0.9859582	0.014041688
447	TIN	TIN	0.98655266	0.013447419
448	TIN	TIN	0.98462415	0.015375819
449	TIN	TIN	0.9857847	0.014215257
450	UNT	UNT	0.05392386	0.94607604
451	TIN	TIN	0.9798697	0.020130282
452	UNT	UNT	0.05603411	0.9439659
453	UNT	UNT	0.059156828	0.9408432
454	TIN	TIN	0.9841726	0.01582751
455	TIN	TIN	0.9847537	0.015246259
456	TIN	TIN	0.97485995	0.025140103
457	TIN	TIN	0.98515177	0.014848194
458	TIN	TIN	0.98544	0.014560039
459	TIN	TIN	0.98288804	0.01711189
460	TIN	TIN	0.98341775	0.016582163
461	TIN	TIN	0.9874678	0.012532179
462	TIN	TIN	0.98247355	0.017526394
463	TIN	TIN	0.9843188	0.015681233
464	TIN	TIN	0.9857509	0.014249237
465	TIN	TIN	0.9842512	0.015748892
466	TIN	TIN	0.9841369	0.015863113
467	UNT	UNT	0.06088633	0.9391138
468	TIN	TIN	0.98600966	0.013990247
469	UNT	UNT	0.05591252	0.94408745
470	TIN	TIN	0.9806024	0.019397547
471	TIN	TIN	0.9867121	0.013287793
472	TIN	TIN	0.98372823	0.016271766
473	TIN	TIN	0.98531806	0.014682004
474	TIN	TIN	0.9859105	0.014089408
475	TIN	TIN	0.98257476	0.017425312
476	TIN	TIN	0.9875653	0.012434808
477	TIN	TIN	0.98570156	0.014298514
478	TIN	TIN	0.9859307	0.014069314
479	UNT	UNT	0.058609374	0.9413907
480	TIN	TIN	0.9862991	0.013700927
481	TIN	TIN	0.98288196	0.017117945
482	TIN	TIN	0.9784207	0.021579178
483	UNT	UNT	0.1821896	0.81781036
484	UNT	UNT	0.0563327	0.9436673
485	TIN	TIN	0.9845211	0.01547908
486	TIN	TIN	0.98641974	0.013580195
487	TIN	TIN	0.98331416	0.016685806
488	TIN	TIN	0.9860435	0.013956478
489	UNT	UNT	0.05455998	0.94544005
490	TIN	TIN	0.98659027	0.013409666
491	TIN	TIN	0.98495096	0.015049139
492	TIN	TIN	0.98517644	0.014823505
493	UNT	UNT	0.05751147	0.94248855
494	TIN	TIN	0.98481643	0.015183575
495	TIN	TIN	0.98258764	0.017412247
496	TIN	TIN	0.98173344	0.018266726
497	TIN	TIN	0.9841263	0.015873585
498	TIN	TIN	0.9843451	0.01565498
499	TIN	TIN	0.9847941	0.015205739
500	UNT	UNT	0.053573854	0.9464261
501	TIN	TIN	0.9849507	0.015049397
502	TIN	TIN	0.9843084	0.015691616
503	UNT	UNT	0.05801678	0.9419832
504	UNT	UNT	0.059776057	0.9402239
505	TIN	TIN	0.9857206	0.014279301
506	TIN	TIN	0.98526496	0.014734935
507	TIN	TIN	0.9606676	0.039332394
508	UNT	UNT	0.053940807	0.9460591
509	TIN	TIN	0.9868851	0.01311495
510	TIN	TIN	0.9856642	0.014335851
511	TIN	TIN	0.98452413	0.015475759
512	TIN	TIN	0.9863772	0.01362274
513	TIN	TIN	0.98566395	0.01433592
514	TIN	TIN	0.9863304	0.013669734
515	TIN	TIN	0.9866131	0.013386858
516	TIN	TIN	0.98554265	0.014457173
517	UNT	UNT	0.052477825	0.9475222
518	TIN	TIN	0.98699754	0.0130024245
519	TIN	TIN	0.9817126	0.018287312
520	TIN	TIN	0.97715485	0.022845073
521	TIN	TIN	0.984419	0.015580918
522	TIN	TIN	0.98619115	0.013808885
523	TIN	TIN	0.98611075	0.013889147
524	TIN	TIN	0.98653734	0.013462734
525	TIN	TIN	0.9033168	0.09668325
526	TIN	TIN	0.9816625	0.018337548
527	TIN	TIN	0.9852521	0.014747826
528	TIN	TIN	0.9844197	0.015580271
529	TIN	TIN	0.98628056	0.013719539
530	TIN	TIN	0.9862032	0.013796841
531	TIN	TIN	0.98523283	0.014767178
532	TIN	TIN	0.9841972	0.015802754
533	TIN	TIN	0.9822848	0.017715316
534	TIN	TIN	0.9847035	0.015296563
535	TIN	TIN	0.98034614	0.01965394
536	UNT	UNT	0.05711045	0.9428895
537	UNT	UNT	0.05406503	0.94593495
538	TIN	TIN	0.9856449	0.014355197
539	TIN	TIN	0.9839581	0.016041916
540	TIN	TIN	0.98383194	0.016168019
541	TIN	TIN	0.98314184	0.016858079
542	TIN	TIN	0.98538643	0.014613617
543	TIN	TIN	0.9846967	0.015303318
544	TIN	TIN	0.9869354	0.013064667
545	TIN	TIN	0.98653686	0.0134632215
546	TIN	TIN	0.9835683	0.016431669
547	TIN	TIN	0.9811372	0.018862722
548	TIN	TIN	0.98360956	0.016390389
549	TIN	TIN	0.98481715	0.015182779
550	TIN	TIN	0.9856162	0.014383776
551	TIN	TIN	0.9849115	0.015088522
552	TIN	TIN	0.98703426	0.012965784
553	TIN	TIN	0.98604304	0.013957038
554	UNT	UNT	0.052067775	0.94793224
555	UNT	TIN	0.9848523	0.0151477065
556	TIN	TIN	0.9682205	0.031779524
557	TIN	TIN	0.98225176	0.0177483
558	TIN	TIN	0.98257196	0.017428163
559	TIN	TIN	0.9861672	0.013832781
560	TIN	TIN	0.9851001	0.014899856
561	TIN	TIN	0.986559	0.013440913
562	TIN	TIN	0.9859222	0.014077924
563	TIN	TIN	0.9858921	0.0141077675
564	TIN	TIN	0.98522526	0.014774602
565	TIN	TIN	0.9814758	0.018524267
566	TIN	TIN	0.98830014	0.011699906
567	UNT	UNT	0.05677609	0.94322395
568	TIN	TIN	0.9830931	0.01690687
569	TIN	TIN	0.985245	0.014754973
570	TIN	TIN	0.98538595	0.014614105
571	UNT	UNT	0.11150589	0.88849413
572	TIN	TIN	0.98678315	0.013216702
573	TIN	TIN	0.9832661	0.0167339
574	UNT	UNT	0.07781378	0.92218626
575	TIN	TIN	0.9820637	0.017936314
576	TIN	TIN	0.98636305	0.013636948
577	TIN	TIN	0.9821239	0.017876111
578	TIN	TIN	0.9853627	0.014637357
579	TIN	TIN	0.9880688	0.011931065
580	TIN	TIN	0.9839964	0.016003584
581	TIN	TIN	0.9867333	0.013266659
582	TIN	TIN	0.98642445	0.013575643
583	TIN	TIN	0.98548627	0.01451359
584	TIN	TIN	0.98448354	0.015516444
585	UNT	TIN	0.9855152	0.014484884
586	TIN	TIN	0.9862286	0.013771391
587	TIN	TIN	0.98341966	0.016580297
588	UNT	UNT	0.19991194	0.80008805
589	TIN	TIN	0.98524714	0.01475282
590	TIN	TIN	0.9838871	0.016112914
591	TIN	TIN	0.98364544	0.016354453
592	TIN	TIN	0.985315	0.014684994
593	TIN	TIN	0.9845192	0.015480786
594	TIN	TIN	0.9853862	0.0146137085
595	TIN	TIN	0.98647434	0.013525805
596	UNT	UNT	0.051483147	0.94851685
597	TIN	TIN	0.98536015	0.014639849
598	TIN	TIN	0.985226	0.014774066
599	TIN	TIN	0.98772067	0.012279371
600	TIN	TIN	0.98456424	0.01543566
601	TIN	TIN	0.98492604	0.01507401
602	UNT	UNT	0.054648805	0.94535124
603	TIN	TIN	0.9836459	0.01635401
604	TIN	TIN	0.98718274	0.012817302
605	TIN	TIN	0.9873402	0.012659793
606	UNT	UNT	0.07335547	0.92664456
607	TIN	TIN	0.98590297	0.014096982
608	TIN	TIN	0.9796258	0.020374188
609	TIN	TIN	0.98435676	0.01564328
610	TIN	TIN	0.98427725	0.015722638
611	TIN	TIN	0.9837785	0.016221689
612	TIN	TIN	0.9861893	0.013810683
613	TIN	TIN	0.9860318	0.013968103
614	TIN	TIN	0.98619753	0.013802368
615	UNT	TIN	0.9853049	0.014695137
616	TIN	TIN	0.9865239	0.0134761
617	TIN	TIN	0.98466	0.015339848
618	TIN	TIN	0.9851971	0.014802915
619	TIN	TIN	0.9861338	0.013866197
620	UNT	UNT	0.05011151	0.94988847
621	TIN	TIN	0.9842364	0.01576358
622	TIN	TIN	0.98633766	0.013662449
623	TIN	TIN	0.985828	0.014172098
624	TIN	TIN	0.98435676	0.01564319
625	TIN	TIN	0.9866721	0.013327866
626	TIN	TIN	0.985584	0.014415979
627	TIN	TIN	0.9868949	0.01310511
628	TIN	TIN	0.98549217	0.014507778
629	TIN	TIN	0.9853535	0.014646483
630	TIN	TIN	0.9846997	0.015300348
631	TIN	TIN	0.9866077	0.0133923935
632	TIN	TIN	0.9866879	0.01331198
