id	label	task_3_preds	TIN_probs	UNT_probs
107	TIN	TIN	0.9048469	0.095153086
108	TIN	TIN	0.8590971	0.14090289
109	UNT	UNT	0.054906163	0.9450939
110	TIN	TIN	0.9502542	0.049745873
111	TIN	TIN	0.61319005	0.38680995
112	TIN	TIN	0.94599235	0.054007594
113	TIN	TIN	0.83493793	0.16506208
114	UNT	UNT	0.03125026	0.9687497
115	TIN	TIN	0.91558856	0.08441142
116	TIN	TIN	0.87262595	0.12737408
117	TIN	TIN	0.9002041	0.09979588
118	TIN	TIN	0.92867637	0.071323685
119	UNT	UNT	0.02953402	0.970466
120	TIN	TIN	0.93165755	0.06834238
121	TIN	TIN	0.6512597	0.3487403
122	TIN	TIN	0.84919417	0.15080585
123	TIN	TIN	0.73055595	0.269444
124	TIN	TIN	0.9362771	0.063722916
125	TIN	TIN	0.8900672	0.10993267
126	TIN	TIN	0.93956137	0.060438614
127	UNT	UNT	0.34210148	0.6578985
128	UNT	UNT	0.021055263	0.9789448
129	UNT	UNT	0.13715121	0.8628488
130	UNT	TIN	0.71256375	0.28743625
131	UNT	UNT	0.03248191	0.96751803
132	UNT	UNT	0.052317906	0.9476821
133	UNT	UNT	0.05440697	0.945593
134	UNT	UNT	0.09818022	0.9018198
135	UNT	UNT	0.038947206	0.96105283
136	UNT	UNT	0.4218834	0.5781166
137	UNT	UNT	0.040583648	0.9594164
138	UNT	UNT	0.19570658	0.8042934
139	UNT	UNT	0.027103955	0.972896
140	TIN	TIN	0.9140852	0.085914746
141	TIN	TIN	0.9597868	0.040213138
142	UNT	UNT	0.40421912	0.59578085
143	UNT	UNT	0.039304703	0.9606953
144	UNT	UNT	0.02446443	0.97553563
145	UNT	TIN	0.6586441	0.34135598
146	UNT	TIN	0.62658185	0.37341815
147	UNT	UNT	0.05054999	0.94945
148	TIN	TIN	0.8261869	0.17381307
149	TIN	TIN	0.93372273	0.06627731
150	TIN	TIN	0.9240226	0.07597744
151	TIN	TIN	0.5223771	0.4776229
152	TIN	TIN	0.8628299	0.13717012
153	TIN	TIN	0.95971835	0.040281624
154	TIN	TIN	0.6443829	0.35561714
155	TIN	TIN	0.8153957	0.18460424
156	TIN	TIN	0.6467005	0.35329956
157	TIN	TIN	0.5777462	0.4222538
158	TIN	UNT	0.42811635	0.5718837
159	TIN	TIN	0.93514925	0.064850725
160	TIN	TIN	0.84705734	0.15294269
161	TIN	TIN	0.9040873	0.09591272
162	TIN	TIN	0.79620516	0.20379488
163	UNT	UNT	0.06939118	0.93060875
164	TIN	TIN	0.9180644	0.08193554
165	TIN	TIN	0.9628633	0.037136685
166	TIN	TIN	0.8919074	0.108092606
167	TIN	TIN	0.8248476	0.17515245
168	TIN	TIN	0.6127318	0.38726825
169	TIN	TIN	0.59347004	0.4065299
170	TIN	TIN	0.92579293	0.074207105
171	TIN	TIN	0.88083494	0.119165204
172	TIN	TIN	0.7794765	0.22052349
173	TIN	TIN	0.91564983	0.0843501
174	TIN	TIN	0.9452201	0.054779895
175	UNT	UNT	0.3932776	0.6067224
176	TIN	TIN	0.8469832	0.15301691
177	TIN	TIN	0.9365163	0.063483655
178	TIN	TIN	0.90292275	0.097077206
179	TIN	TIN	0.8835106	0.11648931
180	TIN	TIN	0.89460623	0.10539385
181	TIN	TIN	0.79395306	0.206047
182	TIN	TIN	0.9303485	0.06965143
183	TIN	TIN	0.889323	0.110677026
184	TIN	TIN	0.85982263	0.14017746
185	TIN	TIN	0.9546056	0.045394402
186	TIN	TIN	0.9020762	0.09792377
187	TIN	TIN	0.8516027	0.1483974
188	TIN	TIN	0.9399723	0.0600277
189	UNT	UNT	0.36005348	0.6399465
190	UNT	UNT	0.040652048	0.95934796
191	UNT	UNT	0.0901159	0.9098841
192	TIN	TIN	0.8765131	0.12348693
193	UNT	UNT	0.019892523	0.98010755
194	UNT	TIN	0.7044647	0.29553524
195	UNT	TIN	0.60744244	0.3925575
196	TIN	TIN	0.86513823	0.13486174
197	UNT	UNT	0.059365723	0.9406342
198	UNT	UNT	0.02262549	0.97737455
199	UNT	TIN	0.5398792	0.4601209
200	UNT	UNT	0.02689362	0.9731064
201	UNT	UNT	0.0522678	0.9477322
202	UNT	UNT	0.31208715	0.68791276
203	UNT	UNT	0.04525948	0.9547405
204	UNT	UNT	0.049884845	0.9501152
205	TIN	TIN	0.92251897	0.07748103
206	TIN	TIN	0.8623222	0.13767783
207	TIN	TIN	0.904723	0.095277086
208	TIN	TIN	0.8344471	0.16555291
209	UNT	UNT	0.044631265	0.95536876
210	UNT	UNT	0.024816314	0.97518367
211	UNT	UNT	0.21847549	0.7815245
212	UNT	UNT	0.33814552	0.66185445
213	UNT	UNT	0.034748986	0.9652511
214	UNT	UNT	0.024389058	0.97561085
215	UNT	UNT	0.02169215	0.9783078
216	UNT	UNT	0.02356651	0.97643346
217	UNT	TIN	0.90235066	0.097649366
218	UNT	UNT	0.03469839	0.96530163
219	TIN	TIN	0.90888464	0.09111533
220	TIN	TIN	0.8759363	0.12406374
221	TIN	TIN	0.8590101	0.14098987
222	TIN	TIN	0.86973596	0.13026398
223	TIN	TIN	0.8874079	0.11259217
224	TIN	TIN	0.6431925	0.35680747
225	TIN	TIN	0.8625339	0.13746615
226	TIN	TIN	0.86860824	0.13139181
227	TIN	TIN	0.88901	0.110990055
228	TIN	TIN	0.92522484	0.07477523
229	TIN	UNT	0.49017224	0.5098278
230	TIN	TIN	0.7278382	0.27216175
231	TIN	TIN	0.8117916	0.18820843
232	TIN	TIN	0.9264021	0.07359785
233	TIN	TIN	0.9342739	0.065726124
234	TIN	TIN	0.92807895	0.07192104
235	TIN	TIN	0.7221283	0.2778717
236	TIN	TIN	0.5661235	0.4338765
237	TIN	TIN	0.58085054	0.41914943
238	UNT	UNT	0.022030475	0.9779695
239	TIN	TIN	0.88240767	0.11759238
240	TIN	TIN	0.9133905	0.0866095
241	TIN	TIN	0.8792808	0.12071917
242	TIN	TIN	0.64902097	0.35097894
243	TIN	TIN	0.91918916	0.08081081
244	TIN	TIN	0.9541821	0.04581793
245	TIN	TIN	0.88888377	0.111116245
246	TIN	TIN	0.92236227	0.07763775
247	TIN	TIN	0.8467789	0.15322101
248	TIN	TIN	0.94941753	0.05058246
249	TIN	TIN	0.82663465	0.17336534
250	TIN	TIN	0.6396734	0.36032665
251	TIN	TIN	0.9384414	0.061558556
252	TIN	TIN	0.94437313	0.055626795
253	TIN	TIN	0.86311316	0.13688682
254	TIN	TIN	0.8368882	0.16311184
255	TIN	TIN	0.89635783	0.10364218
256	TIN	TIN	0.90522647	0.09477354
257	TIN	TIN	0.9092678	0.090732224
258	TIN	UNT	0.26403368	0.7359663
259	TIN	TIN	0.8988804	0.101119585
260	TIN	TIN	0.59718853	0.40281153
261	TIN	TIN	0.9236307	0.07636933
262	TIN	TIN	0.91750336	0.08249654
263	TIN	TIN	0.9000604	0.099939644
264	TIN	TIN	0.8309746	0.16902544
265	TIN	TIN	0.9457942	0.054205686
266	TIN	TIN	0.88265806	0.11734191
267	TIN	TIN	0.750102	0.249898
268	TIN	TIN	0.84182465	0.1581753
269	UNT	UNT	0.059573427	0.94042665
270	UNT	UNT	0.24531232	0.75468767
271	TIN	TIN	0.8495848	0.1504151
272	UNT	UNT	0.037127327	0.9628726
273	UNT	UNT	0.2771572	0.7228428
274	UNT	UNT	0.041453175	0.95854676
275	UNT	TIN	0.59796226	0.40203777
276	UNT	TIN	0.61329025	0.38670975
277	UNT	UNT	0.40578264	0.59421724
278	UNT	UNT	0.16351676	0.8364832
279	TIN	TIN	0.92660975	0.073390245
280	UNT	UNT	0.34695658	0.6530434
281	UNT	UNT	0.06092737	0.93907255
282	UNT	UNT	0.032887377	0.9671126
283	TIN	TIN	0.7665745	0.23342554
284	TIN	TIN	0.9157239	0.08427604
285	TIN	TIN	0.91287225	0.08712777
286	TIN	TIN	0.64821136	0.3517886
287	TIN	TIN	0.8718444	0.12815563
288	TIN	TIN	0.84110355	0.15889649
289	TIN	TIN	0.8474718	0.15252815
290	TIN	TIN	0.9304016	0.069598414
291	TIN	TIN	0.9096355	0.09036444
292	TIN	UNT	0.024721798	0.9752782
293	TIN	TIN	0.8259607	0.17403942
294	UNT	UNT	0.05508496	0.944915
295	UNT	UNT	0.021508219	0.9784917
296	UNT	UNT	0.1809807	0.8190193
297	UNT	UNT	0.03334589	0.96665406
298	UNT	TIN	0.5943146	0.4056854
299	UNT	UNT	0.101931825	0.8980682
300	UNT	TIN	0.8055343	0.19446573
301	UNT	UNT	0.034919675	0.96508026
302	UNT	UNT	0.05981626	0.94018376
303	UNT	UNT	0.07074375	0.9292563
304	TIN	TIN	0.8732913	0.1267087
305	UNT	UNT	0.01914841	0.98085165
306	TIN	TIN	0.8695264	0.1304736
307	TIN	TIN	0.7776998	0.22230011
308	TIN	TIN	0.85911137	0.14088865
309	UNT	UNT	0.053387575	0.9466125
310	UNT	UNT	0.049053594	0.9509464
311	TIN	TIN	0.9341225	0.06587744
312	TIN	TIN	0.88370615	0.11629387
313	TIN	TIN	0.89926076	0.10073921
314	UNT	UNT	0.023000272	0.9769998
315	TIN	TIN	0.9625439	0.037456036
316	TIN	UNT	0.4927954	0.50720465
317	TIN	TIN	0.8716264	0.12837361
318	TIN	TIN	0.9122691	0.08773093
319	TIN	TIN	0.8267516	0.17324834
320	TIN	TIN	0.92600185	0.07399815
321	UNT	UNT	0.02976013	0.9702399
322	TIN	TIN	0.8734359	0.12656407
323	TIN	TIN	0.92704123	0.07295874
324	TIN	TIN	0.89029163	0.10970838
325	TIN	TIN	0.90978223	0.0902178
326	UNT	UNT	0.03472881	0.9652711
327	UNT	UNT	0.35269833	0.6473017
328	UNT	UNT	0.029535089	0.9704649
329	UNT	UNT	0.026881518	0.9731185
330	TIN	TIN	0.9066375	0.09336251
331	TIN	TIN	0.79181385	0.20818616
332	TIN	TIN	0.88735193	0.1126481
333	TIN	TIN	0.8815813	0.118418716
334	UNT	UNT	0.03488376	0.96511626
335	TIN	TIN	0.90967953	0.09032052
336	TIN	TIN	0.86733884	0.1326612
337	TIN	TIN	0.8784363	0.12156363
338	TIN	TIN	0.85090345	0.1490965
339	UNT	UNT	0.022995174	0.9770048
340	TIN	TIN	0.86785054	0.13214958
341	TIN	TIN	0.845062	0.15493791
342	TIN	TIN	0.8467635	0.15323657
343	UNT	UNT	0.02443822	0.9755618
344	TIN	TIN	0.9385503	0.06144972
345	TIN	TIN	0.91539353	0.08460642
346	UNT	UNT	0.10166999	0.89833
347	TIN	TIN	0.8698234	0.13017659
348	TIN	TIN	0.94242316	0.057576872
349	TIN	TIN	0.9574335	0.04256648
350	TIN	TIN	0.90711623	0.09288381
351	TIN	TIN	0.9428842	0.057115816
352	UNT	UNT	0.04807712	0.9519229
353	UNT	UNT	0.026346715	0.97365326
354	TIN	TIN	0.78862137	0.2113786
355	TIN	TIN	0.9111979	0.08880212
356	TIN	TIN	0.8540627	0.14593744
357	UNT	UNT	0.28119442	0.71880555
358	TIN	TIN	0.910149	0.08985104
359	TIN	TIN	0.7183721	0.2816278
360	TIN	UNT	0.32677162	0.6732284
361	TIN	TIN	0.934331	0.065669
362	TIN	TIN	0.9015633	0.09843678
363	TIN	TIN	0.94224703	0.05775299
364	TIN	UNT	0.09682304	0.9031769
365	UNT	UNT	0.026477078	0.97352296
366	TIN	TIN	0.91785264	0.08214729
367	TIN	TIN	0.82001907	0.1799809
368	TIN	TIN	0.88270587	0.1172942
369	UNT	UNT	0.029074667	0.97092533
370	TIN	TIN	0.9273026	0.07269739
371	TIN	TIN	0.85090756	0.14909235
372	TIN	TIN	0.7852456	0.21475445
373	TIN	UNT	0.21338321	0.7866168
374	TIN	TIN	0.86748147	0.13251859
375	TIN	TIN	0.88571763	0.114282355
376	UNT	UNT	0.024443371	0.9755567
377	TIN	UNT	0.464199	0.53580105
378	TIN	TIN	0.8386344	0.16136563
379	TIN	TIN	0.89765054	0.102349415
380	TIN	TIN	0.7342155	0.2657845
381	TIN	TIN	0.6441297	0.35587034
382	UNT	UNT	0.13945177	0.86054826
383	TIN	TIN	0.9542427	0.04575721
384	TIN	TIN	0.9243684	0.0756316
385	TIN	TIN	0.9197622	0.080237776
386	TIN	TIN	0.8476378	0.15236229
387	TIN	TIN	0.8472134	0.15278667
388	TIN	TIN	0.9353596	0.06464039
389	TIN	TIN	0.9338573	0.066142656
390	TIN	TIN	0.5178496	0.4821504
391	UNT	UNT	0.10730897	0.8926911
392	TIN	TIN	0.8793819	0.120618016
393	TIN	TIN	0.86172086	0.13827911
394	TIN	TIN	0.9351394	0.06486046
395	TIN	TIN	0.83759904	0.16240095
396	UNT	UNT	0.023656413	0.9763435
397	TIN	TIN	0.90939003	0.09061001
398	UNT	UNT	0.032133248	0.9678668
399	UNT	UNT	0.029258832	0.9707412
400	UNT	UNT	0.02278137	0.9772187
401	UNT	UNT	0.04718411	0.95281583
402	UNT	UNT	0.051187936	0.9488121
403	UNT	UNT	0.023978699	0.9760213
404	UNT	UNT	0.14071366	0.8592863
405	UNT	UNT	0.0437278	0.95627224
406	UNT	UNT	0.053529587	0.94647044
407	UNT	UNT	0.032298945	0.9677011
408	UNT	UNT	0.025833003	0.97416687
409	UNT	UNT	0.052022524	0.9479774
410	UNT	TIN	0.83168685	0.16831312
411	UNT	UNT	0.022172008	0.9778279
412	TIN	TIN	0.9120058	0.08799421
413	UNT	UNT	0.040969662	0.95903033
414	UNT	UNT	0.029508384	0.9704916
415	TIN	TIN	0.836998	0.16300201
416	TIN	TIN	0.61763185	0.38236818
417	TIN	TIN	0.9227934	0.07720664
418	TIN	TIN	0.82397926	0.17602082
419	TIN	TIN	0.8946023	0.105397664
420	TIN	TIN	0.8211061	0.17889388
421	TIN	TIN	0.72746634	0.27253368
422	TIN	TIN	0.90813273	0.0918673
423	TIN	TIN	0.9478706	0.052129347
424	TIN	TIN	0.8277543	0.17224573
425	TIN	TIN	0.86487055	0.13512959
426	TIN	UNT	0.4937837	0.5062162
427	TIN	TIN	0.9370159	0.06298405
428	TIN	TIN	0.90861654	0.09138347
429	TIN	TIN	0.93307483	0.06692527
430	TIN	TIN	0.8334088	0.16659117
431	TIN	TIN	0.94055825	0.059441708
432	TIN	TIN	0.91399074	0.086009264
433	TIN	TIN	0.8551273	0.14487273
434	TIN	UNT	0.4094634	0.5905366
435	TIN	TIN	0.7542856	0.24571443
436	TIN	TIN	0.8968822	0.10311782
437	TIN	TIN	0.6361626	0.36383742
438	TIN	TIN	0.8045076	0.1954924
439	TIN	TIN	0.76109725	0.23890273
440	TIN	TIN	0.9177548	0.082245104
441	TIN	UNT	0.27128318	0.7287168
442	TIN	TIN	0.8797205	0.12027956
443	TIN	TIN	0.9225143	0.07748565
444	TIN	TIN	0.7906926	0.2093074
445	TIN	TIN	0.9120479	0.08795209
446	TIN	TIN	0.7427613	0.2572387
447	TIN	TIN	0.8545239	0.14547618
448	TIN	TIN	0.86761796	0.13238198
449	TIN	TIN	0.79638046	0.20361952
450	TIN	TIN	0.8082879	0.19171208
451	TIN	TIN	0.89819026	0.1018097
452	TIN	TIN	0.87276477	0.12723531
453	TIN	TIN	0.83671236	0.1632876
454	TIN	TIN	0.8667662	0.13323386
455	TIN	TIN	0.91077024	0.08922985
456	TIN	TIN	0.93413734	0.06586274
457	TIN	TIN	0.9268076	0.073192425
458	TIN	TIN	0.88598025	0.114019826
459	TIN	TIN	0.96089566	0.03910433
460	TIN	TIN	0.8335012	0.16649878
461	TIN	TIN	0.7903856	0.20961444
462	TIN	TIN	0.8804339	0.119566105
463	TIN	TIN	0.9269851	0.07301489
464	TIN	TIN	0.8559989	0.14400113
465	TIN	TIN	0.91282696	0.08717307
466	TIN	TIN	0.8949226	0.10507736
467	TIN	TIN	0.9265723	0.07342763
468	TIN	TIN	0.7843697	0.2156303
469	TIN	TIN	0.7962051	0.20379493
470	TIN	TIN	0.90661246	0.093387574
471	TIN	TIN	0.92504233	0.074957594
472	TIN	TIN	0.94242877	0.057571217
473	TIN	UNT	0.4914897	0.5085103
474	TIN	TIN	0.7874169	0.21258314
475	TIN	TIN	0.83183455	0.1681655
476	TIN	TIN	0.86150056	0.13849951
477	TIN	TIN	0.9303258	0.06967427
478	TIN	TIN	0.6757715	0.3242285
479	TIN	TIN	0.9276864	0.072313584
480	TIN	UNT	0.4901368	0.5098632
481	UNT	UNT	0.034206584	0.9657933
482	TIN	TIN	0.89372087	0.106279105
483	TIN	TIN	0.5322181	0.4677819
484	TIN	TIN	0.89395005	0.10605001
485	UNT	UNT	0.40521592	0.59478414
486	UNT	UNT	0.05120561	0.94879436
487	TIN	TIN	0.92256635	0.07743368
488	TIN	TIN	0.7689582	0.23104173
489	TIN	TIN	0.5625362	0.4374638
490	TIN	TIN	0.90538454	0.09461541
491	TIN	TIN	0.88519764	0.11480237
492	UNT	UNT	0.029482365	0.97051764
493	TIN	TIN	0.89998895	0.10001106
494	TIN	TIN	0.9025895	0.09741055
495	TIN	TIN	0.83803165	0.16196838
496	UNT	UNT	0.028278997	0.97172105
497	TIN	TIN	0.91302484	0.086975224
498	TIN	TIN	0.9453029	0.054697048
499	TIN	TIN	0.8254501	0.17454994
500	TIN	TIN	0.9023766	0.097623475
501	TIN	TIN	0.7766076	0.22339244
502	TIN	TIN	0.9181042	0.08189593
503	TIN	TIN	0.8166327	0.1833673
504	TIN	TIN	0.85679954	0.14320032
505	TIN	TIN	0.91580987	0.08419013
506	TIN	TIN	0.90273154	0.09726848
507	TIN	TIN	0.7518868	0.2481133
508	TIN	TIN	0.9333044	0.066695616
509	TIN	UNT	0.49002197	0.509978
510	TIN	TIN	0.92325276	0.076747276
511	TIN	TIN	0.9026006	0.09739943
512	TIN	TIN	0.90025795	0.09974208
513	TIN	TIN	0.7823848	0.21761517
514	TIN	TIN	0.92725074	0.07274919
515	TIN	TIN	0.8034415	0.19655848
516	TIN	TIN	0.91375446	0.08624547
517	TIN	TIN	0.9126246	0.08737538
518	TIN	TIN	0.8960459	0.1039541
519	TIN	TIN	0.9077645	0.092235476
520	TIN	TIN	0.8172353	0.18276477
521	UNT	UNT	0.033844706	0.96615535
522	UNT	UNT	0.042901006	0.957099
523	UNT	UNT	0.03729423	0.96270573
524	TIN	TIN	0.9239214	0.0760786
525	UNT	UNT	0.38501412	0.6149859
526	UNT	UNT	0.03374856	0.96625155
527	TIN	TIN	0.84598166	0.15401831
528	UNT	TIN	0.81944144	0.18055864
529	UNT	UNT	0.04190241	0.9580976
530	UNT	UNT	0.025792034	0.974208
531	UNT	UNT	0.07999732	0.9200026
532	TIN	TIN	0.8981132	0.10188678
533	TIN	TIN	0.8670781	0.13292187
534	TIN	UNT	0.49879166	0.50120836
535	TIN	TIN	0.78042334	0.21957663
536	UNT	UNT	0.026821852	0.9731782
537	TIN	TIN	0.6330809	0.36691913
538	TIN	TIN	0.7618614	0.23813866
539	TIN	TIN	0.8881183	0.11188171
540	TIN	TIN	0.8700702	0.12992974
541	UNT	UNT	0.02288721	0.97711277
542	TIN	TIN	0.9376565	0.062343482
543	TIN	TIN	0.9067257	0.09327436
544	UNT	UNT	0.024713796	0.97528625
545	TIN	TIN	0.8939465	0.106053546
546	TIN	TIN	0.9195333	0.08046676
547	UNT	UNT	0.02679866	0.9732013
548	UNT	UNT	0.11466248	0.8853375
549	TIN	TIN	0.8863666	0.11363343
550	UNT	UNT	0.025719354	0.9742806
551	UNT	UNT	0.045753326	0.9542467
552	TIN	TIN	0.8958388	0.104161106
553	UNT	UNT	0.023559196	0.9764408
554	UNT	UNT	0.044118933	0.95588106
555	UNT	UNT	0.021668212	0.9783318
556	UNT	UNT	0.0235924	0.97640765
557	TIN	TIN	0.7269261	0.2730739
558	TIN	TIN	0.8648081	0.13519196
559	TIN	TIN	0.75712353	0.24287643
560	UNT	UNT	0.022630248	0.9773698
561	TIN	TIN	0.918691	0.08130896
562	TIN	TIN	0.8629545	0.13704552
563	TIN	TIN	0.9094526	0.09054741
564	UNT	UNT	0.046588924	0.9534111
565	TIN	TIN	0.6209269	0.37907308
566	TIN	TIN	0.84342444	0.15657556
567	TIN	UNT	0.25454593	0.7454541
568	TIN	TIN	0.60701776	0.3929822
569	TIN	TIN	0.8630955	0.13690455
570	TIN	TIN	0.87592983	0.12407021
571	TIN	TIN	0.9219628	0.07803725
572	TIN	TIN	0.90368927	0.096310675
573	TIN	TIN	0.8864409	0.11355912
574	TIN	TIN	0.9448603	0.055139754
575	TIN	TIN	0.5104282	0.4895718
576	TIN	TIN	0.9539202	0.046079874
577	TIN	TIN	0.91313684	0.08686321
578	TIN	TIN	0.9357551	0.06424494
579	TIN	TIN	0.8964503	0.103549704
580	TIN	TIN	0.89564705	0.10435295
581	TIN	TIN	0.86635333	0.13364676
582	TIN	TIN	0.95064926	0.04935072
583	TIN	TIN	0.8201893	0.17981069
584	TIN	TIN	0.8886978	0.11130217
585	TIN	TIN	0.9429744	0.05702559
586	TIN	TIN	0.8915586	0.10844141
587	TIN	TIN	0.84476787	0.15523213
588	TIN	TIN	0.72277826	0.27722177
589	TIN	TIN	0.89939255	0.100607514
590	TIN	TIN	0.63391083	0.3660892
591	TIN	TIN	0.89045924	0.10954069
592	TIN	TIN	0.9338512	0.06614884
593	TIN	TIN	0.9352305	0.06476948
594	TIN	TIN	0.6083447	0.3916553
595	TIN	TIN	0.930507	0.069493
596	TIN	TIN	0.9383407	0.061659332
597	TIN	TIN	0.89917064	0.10082937
598	TIN	TIN	0.83536124	0.16463876
599	TIN	TIN	0.9153792	0.08462068
600	TIN	TIN	0.8254432	0.17455684
601	UNT	UNT	0.059378535	0.9406215
602	UNT	TIN	0.6706893	0.32931072
603	UNT	UNT	0.483709	0.51629096
604	TIN	TIN	0.94098914	0.059010874
605	UNT	TIN	0.8338525	0.16614752
606	UNT	UNT	0.027194822	0.9728052
607	UNT	TIN	0.6277761	0.3722239
608	TIN	TIN	0.8844679	0.11553209
609	UNT	TIN	0.8754974	0.12450264
610	TIN	UNT	0.27028024	0.7297198
611	UNT	TIN	0.7576152	0.2423848
612	TIN	TIN	0.85799944	0.14200056
613	UNT	UNT	0.3203392	0.67966074
614	TIN	TIN	0.90548587	0.094514064
615	UNT	UNT	0.022804856	0.97719514
616	TIN	TIN	0.90116304	0.09883703
617	UNT	UNT	0.07308276	0.9269173
618	UNT	UNT	0.12951039	0.8704896
619	TIN	TIN	0.8638353	0.13616468
620	TIN	TIN	0.94912404	0.050876
621	TIN	TIN	0.90905565	0.090944424
622	TIN	TIN	0.8017073	0.19829266
623	UNT	TIN	0.838163	0.16183697
624	UNT	UNT	0.021206355	0.9787937
625	UNT	UNT	0.39099562	0.60900426
626	TIN	TIN	0.58139884	0.41860116
627	TIN	TIN	0.94778734	0.052212637
628	UNT	UNT	0.081772074	0.9182279
629	UNT	UNT	0.053193007	0.946807
630	TIN	TIN	0.9215887	0.07841135
631	UNT	TIN	0.7870463	0.21295366
632	UNT	TIN	0.6620701	0.33792996
633	TIN	TIN	0.70362526	0.2963747
634	TIN	TIN	0.7963175	0.20368241
