id	label	task_2_preds	HATE_probs	OFFN_probs	PRFN_probs
55	OFFN	OFFN	0.17340717	0.77761185	0.048980974
56	OFFN	OFFN	0.32960913	0.56132585	0.109064974
57	PRFN	PRFN	0.21364681	0.34374776	0.44260544
58	OFFN	OFFN	0.2204392	0.7222069	0.057353947
59	OFFN	OFFN	0.17461438	0.77455604	0.050829515
60	OFFN	OFFN	0.2323785	0.7094683	0.058153134
61	OFFN	OFFN	0.13643529	0.81494594	0.048618704
62	OFFN	OFFN	0.09641866	0.75356585	0.15001549
63	OFFN	OFFN	0.08069319	0.7719386	0.14736812
64	OFFN	OFFN	0.11738201	0.7995198	0.08309819
65	OFFN	OFFN	0.26596415	0.68851525	0.045520633
66	OFFN	OFFN	0.32146466	0.6301708	0.048364483
67	HATE	HATE	0.71217203	0.25111386	0.03671421
68	OFFN	OFFN	0.18955532	0.72511053	0.0853341
69	OFFN	OFFN	0.22026016	0.7277338	0.052006003
70	OFFN	OFFN	0.1548595	0.7823309	0.0628097
71	OFFN	OFFN	0.1995237	0.762587	0.037889253
72	OFFN	OFFN	0.14828093	0.7115954	0.14012364
73	HATE	HATE	0.5719425	0.36298716	0.06507034
74	PRFN	OFFN	0.22970207	0.4531277	0.31717017
75	OFFN	HATE	0.6252263	0.3107302	0.0640435
76	OFFN	OFFN	0.085178174	0.76292545	0.1518964
77	OFFN	OFFN	0.24181958	0.71946263	0.03871782
78	OFFN	OFFN	0.24285161	0.715075	0.042073213
79	HATE	HATE	0.78324074	0.1791752	0.03758403
80	OFFN	OFFN	0.2881792	0.63025737	0.08156342
81	OFFN	OFFN	0.08936691	0.86630017	0.04433293
82	OFFN	OFFN	0.10452715	0.8257935	0.06967927
83	OFFN	OFFN	0.12624691	0.7681388	0.105614245
84	HATE	HATE	0.60351527	0.36084634	0.035638317
85	OFFN	OFFN	0.09157326	0.6728055	0.23562121
86	OFFN	OFFN	0.14696811	0.80208564	0.05094635
87	PRFN	OFFN	0.39233774	0.39534205	0.21232031
88	OFFN	OFFN	0.193285	0.7478471	0.058867894
89	OFFN	OFFN	0.11963483	0.7773904	0.10297471
90	PRFN	PRFN	0.1787477	0.33080932	0.49044293
91	OFFN	OFFN	0.29378325	0.6290492	0.07716763
92	HATE	OFFN	0.37710476	0.56146157	0.06143362
93	OFFN	OFFN	0.058807585	0.72986305	0.21132939
94	OFFN	OFFN	0.21044323	0.6036507	0.18590607
95	OFFN	OFFN	0.11384965	0.816423	0.06972731
96	OFFN	OFFN	0.18814877	0.7606382	0.051213022
97	OFFN	OFFN	0.29393688	0.6511253	0.05493789
98	OFFN	OFFN	0.34280515	0.6186508	0.038544003
99	OFFN	OFFN	0.24504961	0.71337736	0.041573003
100	PRFN	OFFN	0.18883443	0.52394205	0.28722352
101	PRFN	PRFN	0.08987874	0.42568448	0.48443678
102	HATE	OFFN	0.43579218	0.4361623	0.12804559
103	HATE	OFFN	0.29343665	0.5503712	0.15619215
104	OFFN	OFFN	0.072563626	0.8226	0.10483646
105	OFFN	OFFN	0.09748862	0.67075914	0.23175226
106	OFFN	OFFN	0.062919796	0.83221114	0.10486901
107	OFFN	OFFN	0.08786549	0.71185756	0.20027687
108	OFFN	OFFN	0.2072919	0.7461117	0.04659649
109	OFFN	OFFN	0.099108025	0.8258174	0.075074494
110	HATE	OFFN	0.44733998	0.4778895	0.074770465
111	OFFN	OFFN	0.08625872	0.86342996	0.050311446
112	OFFN	OFFN	0.095013715	0.7908486	0.11413765
113	OFFN	OFFN	0.18187271	0.75587153	0.06225574
114	OFFN	OFFN	0.1965353	0.76398164	0.039483108
115	HATE	HATE	0.78346366	0.18065812	0.035878308
116	HATE	HATE	0.55911624	0.38624173	0.05464207
117	HATE	HATE	0.68657273	0.2604293	0.052997984
118	PRFN	OFFN	0.21832027	0.642888	0.13879173
119	OFFN	OFFN	0.1619589	0.7984266	0.039614398
120	OFFN	OFFN	0.12290621	0.8043669	0.07272696
121	OFFN	OFFN	0.40908247	0.5241969	0.06672057
122	PRFN	PRFN	0.0556757	0.20543861	0.7388857
123	OFFN	OFFN	0.18478243	0.758289	0.056928623
124	PRFN	PRFN	0.0750571	0.25033283	0.67461
125	PRFN	PRFN	0.05317628	0.22603203	0.7207917
126	OFFN	OFFN	0.24251541	0.7175015	0.039983083
127	OFFN	OFFN	0.08931183	0.7209851	0.18970297
128	OFFN	OFFN	0.116034806	0.80156964	0.08239543
129	PRFN	PRFN	0.09223033	0.19566503	0.7121046
130	OFFN	OFFN	0.25048333	0.631663	0.117853545
131	PRFN	OFFN	0.1978516	0.7035107	0.09863776
132	OFFN	PRFN	0.099029936	0.3986821	0.5022881
133	OFFN	OFFN	0.06649881	0.861155	0.07234628
134	OFFN	OFFN	0.16644956	0.76739246	0.06615798
135	OFFN	PRFN	0.0720455	0.3884327	0.53952175
136	OFFN	OFFN	0.11071197	0.8036379	0.085650116
137	OFFN	OFFN	0.10577116	0.73158586	0.1626428
138	OFFN	OFFN	0.053931136	0.66752553	0.27854323
139	OFFN	OFFN	0.059399858	0.7078425	0.23275754
140	PRFN	OFFN	0.066686675	0.48600703	0.44730636
141	PRFN	PRFN	0.09609947	0.41609982	0.48780063
142	OFFN	OFFN	0.1737655	0.7689414	0.057293076
143	OFFN	OFFN	0.056712642	0.704165	0.23912232
144	OFFN	PRFN	0.051009163	0.40526846	0.54372233
145	OFFN	OFFN	0.09151861	0.76780444	0.14067695
146	OFFN	OFFN	0.2458095	0.65974474	0.09444572
147	OFFN	OFFN	0.2832614	0.6302697	0.08646901
148	PRFN	PRFN	0.07479958	0.31281248	0.6123879
149	PRFN	PRFN	0.056451444	0.33149466	0.6120539
150	PRFN	PRFN	0.06329987	0.33920786	0.5974923
151	OFFN	OFFN	0.2068326	0.7110558	0.08211158
152	PRFN	PRFN	0.10735101	0.39535728	0.49729165
153	PRFN	OFFN	0.15191694	0.63839155	0.20969154
154	PRFN	OFFN	0.09680854	0.5709661	0.33222538
155	OFFN	OFFN	0.15846144	0.5713081	0.2702304
156	PRFN	PRFN	0.05674421	0.23401174	0.7092441
157	OFFN	OFFN	0.053516418	0.7132581	0.23322555
158	PRFN	OFFN	0.21279724	0.5377803	0.2494226
159	PRFN	PRFN	0.046249043	0.4278015	0.52594954
160	PRFN	PRFN	0.051709484	0.36439434	0.5838961
161	PRFN	PRFN	0.06439433	0.3295868	0.60601884
162	PRFN	PRFN	0.045319602	0.32369393	0.63098645
163	OFFN	OFFN	0.32283542	0.59365153	0.08351299
164	OFFN	OFFN	0.06461715	0.57119644	0.3641865
165	PRFN	PRFN	0.0451233	0.32509133	0.6297853
166	PRFN	PRFN	0.10374604	0.24769473	0.6485593
167	OFFN	OFFN	0.08413628	0.77820677	0.13765696
168	PRFN	PRFN	0.07326739	0.204845	0.7218875
169	OFFN	OFFN	0.32345542	0.6194612	0.057083387
170	PRFN	OFFN	0.39424685	0.40688318	0.19886999
171	PRFN	PRFN	0.06055361	0.25393274	0.68551373
172	PRFN	OFFN	0.079517186	0.78720874	0.13327412
173	PRFN	OFFN	0.116093606	0.5828027	0.30110368
174	PRFN	PRFN	0.05795407	0.23832706	0.70371884
175	OFFN	OFFN	0.24607922	0.6964576	0.05746309
176	OFFN	OFFN	0.05225483	0.62309605	0.32464924
177	OFFN	OFFN	0.37191534	0.54694486	0.08113974
178	OFFN	OFFN	0.06349392	0.81801337	0.1184928
179	OFFN	OFFN	0.33547953	0.6240604	0.040460102
180	OFFN	OFFN	0.053002935	0.6761565	0.27084053
181	OFFN	OFFN	0.05789129	0.68215567	0.25995308
182	OFFN	PRFN	0.11053587	0.405326	0.48413822
183	PRFN	PRFN	0.09244399	0.39293286	0.51462305
184	PRFN	PRFN	0.041587725	0.25488344	0.70352894
185	OFFN	OFFN	0.09611712	0.5774972	0.32638574
186	PRFN	PRFN	0.07702382	0.39511678	0.5278594
187	OFFN	PRFN	0.05734382	0.29836714	0.6442891
188	PRFN	PRFN	0.046116684	0.2934708	0.66041243
189	OFFN	OFFN	0.25067973	0.6847119	0.06460832
190	OFFN	OFFN	0.2628281	0.70392776	0.03324406
191	OFFN	HATE	0.53174037	0.42196313	0.046296503
192	OFFN	OFFN	0.22889744	0.6987695	0.07233317
193	OFFN	OFFN	0.09160628	0.87049496	0.037898857
194	OFFN	OFFN	0.20219544	0.76422113	0.033583395
195	OFFN	OFFN	0.19105159	0.777821	0.03112744
196	OFFN	OFFN	0.053160056	0.80457884	0.14226119
197	OFFN	OFFN	0.12865178	0.8370727	0.03427547
198	PRFN	PRFN	0.1154284	0.2712719	0.6132996
199	OFFN	OFFN	0.11592904	0.8268172	0.057253707
200	OFFN	OFFN	0.36127105	0.58259535	0.056133647
201	OFFN	OFFN	0.18738966	0.751243	0.06136735
202	OFFN	HATE	0.5216077	0.41478604	0.063606195
203	OFFN	HATE	0.5044226	0.36427808	0.13129936
204	PRFN	OFFN	0.27246293	0.61008304	0.117454074
205	PRFN	OFFN	0.13679877	0.53203005	0.33117113
206	OFFN	OFFN	0.069192655	0.7126377	0.21816958
207	PRFN	PRFN	0.094035685	0.17686912	0.72909516
208	OFFN	OFFN	0.3534317	0.58583724	0.060731057
209	OFFN	OFFN	0.37099296	0.58416766	0.044839438
210	OFFN	OFFN	0.4116028	0.5470886	0.041308638
211	HATE	HATE	0.46678653	0.42912152	0.104091965
212	HATE	HATE	0.5635172	0.39758018	0.03890264
213	OFFN	OFFN	0.06770631	0.82488495	0.1074088
214	HATE	HATE	0.7518843	0.20770168	0.04041397
215	HATE	HATE	0.6690072	0.16931	0.16168268
216	HATE	OFFN	0.1321038	0.60385954	0.2640366
217	HATE	HATE	0.7100314	0.2470458	0.042922687
218	HATE	HATE	0.59686714	0.3171108	0.08602194
219	HATE	HATE	0.73731124	0.22669391	0.035994936
220	HATE	HATE	0.53151333	0.3781241	0.09036261
221	HATE	HATE	0.75231725	0.21879508	0.028887657
222	HATE	HATE	0.49008858	0.4387377	0.07117376
223	OFFN	OFFN	0.27213326	0.6810169	0.046849906
224	OFFN	OFFN	0.053700518	0.8523453	0.09395418
225	OFFN	OFFN	0.13546525	0.72567487	0.13885985
226	OFFN	OFFN	0.070738144	0.76594853	0.16331342
227	OFFN	OFFN	0.095592536	0.7843648	0.12004266
228	OFFN	OFFN	0.2621622	0.6440437	0.09379407
229	OFFN	OFFN	0.17498572	0.72744435	0.09756996
230	OFFN	OFFN	0.16626114	0.7789737	0.054765254
231	OFFN	OFFN	0.42788476	0.5148228	0.05729238
232	PRFN	PRFN	0.12097967	0.30349576	0.5755245
233	HATE	HATE	0.5375433	0.34675193	0.11570482
234	OFFN	OFFN	0.41398546	0.53043324	0.05558123
235	PRFN	OFFN	0.12192137	0.49941403	0.37866467
236	HATE	HATE	0.53315043	0.2881063	0.17874323
237	HATE	HATE	0.514622	0.40372792	0.081650004
238	HATE	HATE	0.6954338	0.24304958	0.06151668
239	HATE	OFFN	0.37994063	0.55927783	0.060781438
240	PRFN	OFFN	0.08378295	0.64286727	0.27334982
241	OFFN	OFFN	0.12064468	0.8318154	0.047539797
242	HATE	HATE	0.6187078	0.33991316	0.041379057
243	OFFN	OFFN	0.3404688	0.6047418	0.05478948
244	HATE	HATE	0.7640986	0.19699807	0.03890338
245	HATE	HATE	0.5977022	0.37072906	0.03156859
246	HATE	HATE	0.66271186	0.30325913	0.034028962
247	HATE	HATE	0.79224485	0.16793159	0.03982352
248	HATE	HATE	0.494831	0.43958068	0.065588385
249	HATE	OFFN	0.42276755	0.43763018	0.13960227
250	HATE	OFFN	0.47859585	0.4805268	0.040877353
251	HATE	HATE	0.58711296	0.3758735	0.037013598
252	HATE	HATE	0.6573368	0.30520782	0.037455384
253	HATE	HATE	0.7299319	0.22682323	0.043244947
254	HATE	HATE	0.6507871	0.31301183	0.036201127
255	OFFN	OFFN	0.16686948	0.7783678	0.054762747
256	OFFN	OFFN	0.23136385	0.7141545	0.054481763
257	OFFN	OFFN	0.27660927	0.68341887	0.03997178
258	HATE	HATE	0.67978466	0.2724209	0.04779448
259	HATE	HATE	0.701047	0.261331	0.037622113
260	HATE	HATE	0.6958431	0.2525581	0.05159883
261	HATE	HATE	0.39261436	0.37042928	0.2369563
262	HATE	HATE	0.5729579	0.36896178	0.058080208
263	HATE	HATE	0.6590486	0.2970602	0.043891203
264	HATE	HATE	0.6260463	0.32548368	0.048469912
265	PRFN	OFFN	0.12488376	0.51379305	0.3613231
266	HATE	HATE	0.5636243	0.40147313	0.034902614
267	HATE	HATE	0.6886248	0.25645986	0.054915342
268	HATE	HATE	0.5887304	0.33559865	0.075670995
269	HATE	HATE	0.435846	0.4222933	0.14186075
270	HATE	HATE	0.68569505	0.2521008	0.062204167
271	HATE	HATE	0.6708108	0.2969266	0.032262605
272	HATE	HATE	0.6713461	0.28166264	0.046991296
273	HATE	HATE	0.56416166	0.4044823	0.031355992
274	HATE	HATE	0.6724826	0.28652808	0.040989205
275	HATE	HATE	0.62263155	0.29955646	0.077811964
276	HATE	HATE	0.4660087	0.44755036	0.08644091
277	HATE	HATE	0.73204374	0.22781213	0.040144127
278	HATE	HATE	0.46641284	0.38512865	0.14845845
279	HATE	HATE	0.51850903	0.44286868	0.038622398
280	PRFN	HATE	0.39484978	0.35566464	0.2494856
281	HATE	HATE	0.5152176	0.43877345	0.04600908
282	HATE	HATE	0.7278284	0.22810388	0.044067662
283	PRFN	PRFN	0.11355581	0.24545927	0.6409849
284	HATE	OFFN	0.28502873	0.5645066	0.1504647
285	HATE	HATE	0.76904494	0.1861668	0.04478826
286	HATE	HATE	0.76101685	0.18359059	0.055392597
287	HATE	HATE	0.5552551	0.37453008	0.07021482
288	HATE	HATE	0.64021957	0.2528499	0.10693043
289	HATE	HATE	0.6022026	0.3357984	0.061999045
290	HATE	HATE	0.7826486	0.17450462	0.04284667
291	HATE	OFFN	0.16972645	0.7466655	0.08360808
292	HATE	HATE	0.65662533	0.29460415	0.04877058
293	HATE	OFFN	0.43177977	0.4665642	0.101655975
294	OFFN	OFFN	0.07855807	0.8124386	0.10900339
295	OFFN	OFFN	0.06832715	0.7704494	0.16122338
296	PRFN	OFFN	0.17917398	0.53187054	0.28895545
297	OFFN	HATE	0.66790485	0.25045332	0.08164171
298	OFFN	HATE	0.5129122	0.41260707	0.07448067
299	PRFN	OFFN	0.114061944	0.5238373	0.36210072
300	OFFN	HATE	0.51126295	0.44437408	0.044363074
301	PRFN	OFFN	0.18602787	0.5863724	0.22759975
302	OFFN	OFFN	0.33001196	0.6018196	0.068168454
303	OFFN	OFFN	0.23580101	0.701814	0.062384948
304	OFFN	OFFN	0.25910163	0.6782764	0.06262195
305	HATE	HATE	0.62161094	0.34406653	0.034322623
306	OFFN	HATE	0.4935692	0.40882948	0.09760137
307	OFFN	OFFN	0.2532361	0.68893903	0.057824817
308	OFFN	OFFN	0.43647936	0.5166224	0.046898186
309	OFFN	OFFN	0.123003945	0.8184643	0.058531716
310	OFFN	OFFN	0.062464666	0.86797136	0.06956402
311	OFFN	OFFN	0.108338535	0.82442343	0.06723805
312	OFFN	OFFN	0.20174271	0.7535068	0.04475069
313	OFFN	OFFN	0.09798428	0.7935274	0.1084884
314	PRFN	PRFN	0.11420965	0.20811488	0.6776755
315	PRFN	PRFN	0.12942325	0.23461938	0.6359573
316	OFFN	OFFN	0.16201326	0.780947	0.057039756
317	PRFN	PRFN	0.10799186	0.30747533	0.58453274
318	PRFN	OFFN	0.09765374	0.5914926	0.31085366
319	OFFN	OFFN	0.16148372	0.76314765	0.075368546
320	OFFN	OFFN	0.24507187	0.7037887	0.0511394
321	OFFN	OFFN	0.063036166	0.57282794	0.36413598
322	OFFN	OFFN	0.06734101	0.71839476	0.2142642
323	OFFN	OFFN	0.12249218	0.79253864	0.08496919
324	OFFN	OFFN	0.058846395	0.8458255	0.095328204
325	OFFN	OFFN	0.09776363	0.7525097	0.14972661
326	OFFN	OFFN	0.07371843	0.8743567	0.051924903
327	OFFN	OFFN	0.07473272	0.84097934	0.084287964
328	OFFN	OFFN	0.18701921	0.74859756	0.06438326
329	OFFN	OFFN	0.17685062	0.769814	0.05333544
330	OFFN	OFFN	0.084798485	0.8462254	0.06897618
331	PRFN	OFFN	0.27104306	0.5158027	0.21315436
332	OFFN	OFFN	0.22679254	0.70848006	0.064727314
333	OFFN	OFFN	0.22284098	0.68052274	0.0966363
334	HATE	HATE	0.5641521	0.39510694	0.040740952
335	OFFN	OFFN	0.14271168	0.7524431	0.10484528
336	OFFN	OFFN	0.08515279	0.84235	0.07249724
337	HATE	HATE	0.6425232	0.3159029	0.041573837
338	OFFN	OFFN	0.14186409	0.8138457	0.044290025
339	OFFN	OFFN	0.08994088	0.84401995	0.06603919
340	OFFN	OFFN	0.09057304	0.6657182	0.24370877
341	OFFN	OFFN	0.113341294	0.82540816	0.061250485
342	HATE	OFFN	0.3922171	0.5113103	0.09647249
343	OFFN	OFFN	0.14665857	0.7887501	0.06459141
344	HATE	HATE	0.5699164	0.37793928	0.052144166
345	OFFN	OFFN	0.18111503	0.6624755	0.15640946
346	OFFN	OFFN	0.16665214	0.78724647	0.046101324
347	OFFN	OFFN	0.09203753	0.8437046	0.06425794
348	OFFN	OFFN	0.19018382	0.73971474	0.07010148
349	HATE	HATE	0.5349805	0.32963234	0.13538715
350	PRFN	PRFN	0.12424723	0.3494808	0.52627194
351	PRFN	PRFN	0.11012288	0.30979952	0.5800777
352	OFFN	OFFN	0.27149254	0.4892144	0.23929313
353	PRFN	OFFN	0.36954358	0.5357525	0.09470385
354	OFFN	OFFN	0.31899187	0.6255836	0.055424564
355	OFFN	OFFN	0.11115562	0.8060686	0.08277583
356	OFFN	OFFN	0.21274327	0.7432329	0.04402378
357	PRFN	HATE	0.5849728	0.33678076	0.07824643
358	OFFN	OFFN	0.317213	0.6330139	0.049773112
359	OFFN	OFFN	0.13972974	0.8055086	0.054761574
360	HATE	OFFN	0.32725593	0.6096821	0.06306196
361	PRFN	OFFN	0.2990393	0.55306476	0.14789583
362	PRFN	OFFN	0.1859719	0.58316773	0.23086044
363	PRFN	HATE	0.47950646	0.44465944	0.07583409
364	OFFN	OFFN	0.16035421	0.7895787	0.050067037
365	HATE	HATE	0.6473831	0.30638337	0.046233486
366	OFFN	OFFN	0.13958694	0.7516306	0.1087825
367	HATE	HATE	0.50380975	0.44893777	0.04725238
368	PRFN	OFFN	0.13713555	0.49151346	0.37135094
369	PRFN	PRFN	0.10303579	0.3443733	0.5525909
370	OFFN	OFFN	0.08146017	0.84507614	0.0734637
371	PRFN	OFFN	0.13191134	0.63582057	0.23226814
372	PRFN	OFFN	0.08366589	0.7045499	0.21178417
373	OFFN	OFFN	0.10440996	0.82321316	0.07237687
374	HATE	HATE	0.6573773	0.17298618	0.16963656
375	OFFN	OFFN	0.18612514	0.7410322	0.072842665
376	HATE	HATE	0.5695992	0.35060516	0.07979567
377	HATE	HATE	0.708354	0.19555119	0.096094795
378	PRFN	PRFN	0.15937796	0.4151012	0.4255209
379	PRFN	OFFN	0.23658212	0.6537684	0.10964937
380	HATE	PRFN	0.235204	0.25644994	0.50834614
381	OFFN	OFFN	0.123793446	0.7907236	0.08548297
382	OFFN	OFFN	0.30881795	0.64485466	0.04632742
383	HATE	HATE	0.73637575	0.2226168	0.041007414
384	PRFN	PRFN	0.29914948	0.3136295	0.387221
385	HATE	HATE	0.5858749	0.3483769	0.06574827
386	HATE	HATE	0.63845915	0.3140503	0.047490492
387	OFFN	OFFN	0.17161794	0.7799601	0.048421998
388	HATE	HATE	0.6525512	0.2552557	0.09219309
389	OFFN	OFFN	0.16290541	0.62764794	0.20944668
390	OFFN	OFFN	0.16158883	0.79712373	0.04128745
391	OFFN	OFFN	0.3074127	0.6418768	0.050710578
392	HATE	OFFN	0.44367516	0.45769188	0.098633036
393	HATE	OFFN	0.12706544	0.52487963	0.34805483
394	HATE	HATE	0.6099504	0.33183214	0.058217432
395	PRFN	PRFN	0.16096938	0.26080576	0.57822484
396	PRFN	OFFN	0.13649482	0.43757963	0.42592555
397	HATE	OFFN	0.3352746	0.5146154	0.15010987
398	PRFN	PRFN	0.14630559	0.39078757	0.46290684
399	PRFN	OFFN	0.09078636	0.48963666	0.41957697
400	PRFN	OFFN	0.11397036	0.58141446	0.30461517
401	HATE	HATE	0.5903615	0.37096697	0.03867151
402	PRFN	OFFN	0.204879	0.59397304	0.2011479
403	HATE	HATE	0.3860701	0.37326223	0.24066776
404	HATE	OFFN	0.2065283	0.6422282	0.1512435
405	HATE	HATE	0.5893602	0.3639256	0.046714187
406	HATE	OFFN	0.19281751	0.6706421	0.13654044
