id	label	task_2_preds	HATE_probs	OFFN_probs	PRFN_probs
39	OFFN	OFFN	0.4151949	0.5496235	0.035181608
40	PRFN	PRFN	0.032717675	0.034031738	0.93325055
41	OFFN	HATE	0.88371724	0.10567067	0.010612098
42	OFFN	OFFN	0.10678353	0.8434403	0.049776115
43	PRFN	PRFN	0.034062877	0.040333055	0.9256041
44	PRFN	PRFN	0.04144756	0.041213598	0.9173389
45	PRFN	PRFN	0.047759473	0.04411482	0.9081257
46	HATE	HATE	0.9723674	0.023384163	0.0042484435
47	HATE	HATE	0.9444275	0.039302886	0.016269587
48	PRFN	PRFN	0.037342243	0.033657856	0.9289999
49	HATE	HATE	0.9591178	0.0338997	0.0069823433
50	PRFN	PRFN	0.043871764	0.038885828	0.91724235
51	PRFN	PRFN	0.043154445	0.047582816	0.9092628
52	PRFN	PRFN	0.23975524	0.11639195	0.64385283
53	PRFN	PRFN	0.030618438	0.02663995	0.9427416
54	PRFN	PRFN	0.023341017	0.030035181	0.94662374
55	HATE	HATE	0.5734409	0.4058931	0.020665973
56	PRFN	PRFN	0.030198002	0.038946815	0.93085515
57	HATE	HATE	0.9743897	0.020250713	0.005359696
58	HATE	HATE	0.9754089	0.017216135	0.0073749716
59	PRFN	PRFN	0.02621377	0.035891876	0.9378944
60	PRFN	PRFN	0.038050547	0.03322586	0.9287235
61	PRFN	PRFN	0.080636784	0.057564273	0.86179894
62	HATE	HATE	0.96881044	0.02522183	0.005967837
63	PRFN	PRFN	0.034844376	0.037077993	0.92807764
64	HATE	HATE	0.9745023	0.021267653	0.004229956
65	HATE	HATE	0.6176719	0.3674005	0.014927469
66	HATE	OFFN	0.37139916	0.60960126	0.018999517
67	PRFN	PRFN	0.08806212	0.13787939	0.7740585
68	HATE	HATE	0.9377084	0.054131996	0.008159613
69	HATE	HATE	0.9504109	0.04222857	0.007360571
70	HATE	HATE	0.8663672	0.12646303	0.007169587
71	HATE	HATE	0.96158856	0.019014485	0.01939696
72	HATE	HATE	0.9693324	0.02298379	0.007683889
73	OFFN	HATE	0.9022165	0.09112713	0.0066562537
74	OFFN	OFFN	0.11586443	0.8338242	0.05031137
75	OFFN	OFFN	0.08767508	0.8398917	0.07243316
76	PRFN	PRFN	0.03500887	0.031719767	0.9332714
77	PRFN	PRFN	0.036418952	0.038852144	0.9247289
78	PRFN	PRFN	0.045106232	0.051061705	0.903832
79	PRFN	PRFN	0.018894121	0.021425704	0.95968026
80	OFFN	OFFN	0.09688587	0.8174022	0.085711926
81	PRFN	PRFN	0.029891804	0.0400948	0.9300133
82	OFFN	OFFN	0.11688924	0.7556646	0.1274462
83	OFFN	OFFN	0.1177224	0.84503907	0.037238594
84	PRFN	PRFN	0.028065117	0.029915119	0.9420198
85	OFFN	OFFN	0.29116365	0.6656823	0.04315397
86	PRFN	PRFN	0.33240274	0.23684178	0.43075547
87	PRFN	PRFN	0.022028353	0.02194029	0.9560314
88	PRFN	PRFN	0.034428164	0.03905464	0.9265172
89	OFFN	OFFN	0.24310449	0.4088795	0.34801608
90	PRFN	PRFN	0.021092659	0.024535852	0.95437163
91	OFFN	OFFN	0.14064641	0.8268374	0.032516062
92	PRFN	PRFN	0.05881154	0.07696931	0.8642192
93	OFFN	OFFN	0.15089232	0.79251844	0.05658922
94	PRFN	PRFN	0.14508972	0.10153857	0.7533717
95	PRFN	HATE	0.8582083	0.10688957	0.034902178
96	PRFN	HATE	0.88047093	0.101703465	0.01782548
97	OFFN	OFFN	0.20410849	0.69175124	0.10414015
98	OFFN	OFFN	0.116331	0.6722248	0.21144415
99	OFFN	OFFN	0.2902464	0.6646174	0.045136116
100	OFFN	OFFN	0.09580313	0.85315853	0.051038362
101	PRFN	PRFN	0.05552556	0.057893556	0.88658077
102	PRFN	PRFN	0.023904864	0.023614751	0.9524804
103	PRFN	PRFN	0.032441407	0.042032328	0.9255262
104	PRFN	PRFN	0.049172036	0.04744329	0.9033846
105	PRFN	PRFN	0.037355974	0.03691902	0.92572504
106	PRFN	PRFN	0.06319622	0.06260805	0.8741957
107	PRFN	PRFN	0.023658318	0.023345886	0.95299566
108	OFFN	PRFN	0.1367503	0.27218655	0.59106314
109	HATE	PRFN	0.09763428	0.09971963	0.80264604
110	PRFN	PRFN	0.034531992	0.030026032	0.93544203
111	PRFN	PRFN	0.11873094	0.05764848	0.8236206
112	PRFN	HATE	0.5050983	0.26698083	0.22792095
113	HATE	HATE	0.9798106	0.014265485	0.005923894
114	PRFN	PRFN	0.11961021	0.15105422	0.7293356
115	HATE	HATE	0.97477585	0.015174499	0.010049594
116	HATE	HATE	0.9674846	0.016902195	0.015613084
117	PRFN	PRFN	0.058180895	0.05151808	0.8903011
118	HATE	HATE	0.9804198	0.013363031	0.006217137
119	HATE	HATE	0.72976464	0.25656128	0.013673971
120	HATE	HATE	0.9418342	0.05162861	0.0065371287
121	HATE	HATE	0.7096689	0.26566964	0.024661468
122	HATE	HATE	0.9467548	0.045576636	0.0076685855
123	HATE	HATE	0.94668686	0.03892478	0.014388255
124	HATE	HATE	0.97524333	0.02039673	0.004359925
125	PRFN	PRFN	0.03656559	0.039343417	0.92409104
126	PRFN	PRFN	0.19679995	0.105279274	0.69792074
127	PRFN	PRFN	0.029034128	0.028193358	0.9427725
128	HATE	HATE	0.96266234	0.029271504	0.008066135
129	PRFN	PRFN	0.1355084	0.11020483	0.75428677
130	PRFN	PRFN	0.045259696	0.043072533	0.9116678
131	PRFN	PRFN	0.083331026	0.063197605	0.85347134
132	HATE	HATE	0.7831531	0.18432565	0.03252129
133	PRFN	PRFN	0.0384383	0.028414529	0.93314725
134	HATE	HATE	0.9715111	0.02214707	0.006341667
135	PRFN	PRFN	0.036710788	0.04553838	0.91775084
136	PRFN	PRFN	0.02861464	0.024487855	0.94689757
137	HATE	HATE	0.8516818	0.14029765	0.008020388
138	PRFN	PRFN	0.06518288	0.053220864	0.8815963
139	PRFN	PRFN	0.067190275	0.055036753	0.87777287
140	PRFN	PRFN	0.063780494	0.2031702	0.7330492
141	HATE	HATE	0.97754955	0.01565825	0.00679204
142	PRFN	PRFN	0.3887881	0.11850771	0.49270412
143	OFFN	OFFN	0.38096535	0.58887494	0.030159775
144	OFFN	OFFN	0.326194	0.6399359	0.033870157
145	PRFN	PRFN	0.04344034	0.04380983	0.9127498
146	OFFN	OFFN	0.25535318	0.7053067	0.039340217
147	HATE	HATE	0.97105706	0.022163045	0.0067799157
148	OFFN	HATE	0.59060085	0.3878312	0.021568144
149	HATE	HATE	0.5765536	0.40589678	0.017549617
150	PRFN	PRFN	0.023678696	0.023857662	0.95246357
151	OFFN	OFFN	0.26993853	0.66094536	0.06911607
152	OFFN	OFFN	0.13281858	0.83517265	0.032008696
153	OFFN	OFFN	0.342764	0.6383151	0.01892096
154	OFFN	OFFN	0.08831822	0.8693177	0.04236395
155	PRFN	PRFN	0.030045044	0.025419205	0.94453573
156	OFFN	OFFN	0.09575721	0.86411184	0.04013094
157	PRFN	PRFN	0.042840805	0.041686647	0.91547257
158	HATE	HATE	0.9683119	0.02265622	0.009031903
159	HATE	OFFN	0.30949414	0.42885327	0.26165256
160	PRFN	PRFN	0.023902977	0.027581986	0.94851506
161	OFFN	OFFN	0.20376045	0.76959574	0.026643887
162	OFFN	OFFN	0.11191957	0.81675434	0.07132611
163	PRFN	PRFN	0.0649783	0.079548776	0.855473
164	OFFN	OFFN	0.13089223	0.7251693	0.14393844
165	PRFN	PRFN	0.13137533	0.07463568	0.79398894
166	OFFN	OFFN	0.20128728	0.7748514	0.023861224
167	PRFN	HATE	0.97204286	0.016279984	0.01167706
168	OFFN	OFFN	0.09106771	0.85333765	0.055594575
169	PRFN	PRFN	0.041484535	0.03572447	0.92279106
170	PRFN	PRFN	0.05180939	0.06995016	0.8782404
171	PRFN	PRFN	0.046409108	0.050468333	0.90312254
172	PRFN	PRFN	0.025288029	0.02636864	0.9483433
173	OFFN	OFFN	0.24028853	0.40806338	0.35164812
174	PRFN	PRFN	0.03331779	0.036177505	0.9305047
175	PRFN	PRFN	0.0339119	0.029690506	0.9363975
176	HATE	HATE	0.9335748	0.061588474	0.004836701
177	OFFN	OFFN	0.18988867	0.7842803	0.025831044
178	PRFN	PRFN	0.16833894	0.29348382	0.53817713
179	PRFN	PRFN	0.058220692	0.055401854	0.88637745
180	OFFN	OFFN	0.37609002	0.60391575	0.019994315
181	OFFN	HATE	0.5360047	0.44702736	0.016967783
182	PRFN	PRFN	0.06472281	0.046724748	0.8885525
183	HATE	HATE	0.8845615	0.10441492	0.0110235335
184	PRFN	PRFN	0.06529714	0.05381134	0.8808915
185	PRFN	PRFN	0.020018347	0.022847632	0.95713407
186	PRFN	PRFN	0.028456312	0.036985535	0.93455815
187	OFFN	OFFN	0.13493288	0.7983145	0.0667526
188	HATE	HATE	0.97240376	0.015592482	0.012003662
189	PRFN	PRFN	0.08379659	0.102266826	0.81393665
190	OFFN	PRFN	0.09693358	0.08243333	0.8206331
191	HATE	PRFN	0.13150613	0.13081273	0.7376812
192	HATE	HATE	0.9695998	0.017565113	0.0128351115
193	HATE	HATE	0.9811351	0.011734955	0.00712992
194	PRFN	PRFN	0.061843425	0.07633047	0.86182606
195	HATE	PRFN	0.3692431	0.1194193	0.51133764
196	HATE	HATE	0.9466841	0.04656101	0.0067548486
197	HATE	HATE	0.9020335	0.08999626	0.007970285
198	PRFN	PRFN	0.03844679	0.042059373	0.91949373
199	HATE	HATE	0.9669876	0.021394499	0.011617711
200	HATE	HATE	0.87818325	0.11037878	0.011437934
201	PRFN	PRFN	0.26054	0.105416514	0.63404346
202	PRFN	PRFN	0.032996193	0.032656793	0.93434703
203	HATE	HATE	0.97634095	0.016280396	0.0073785773
204	OFFN	OFFN	0.44878113	0.53146166	0.019757144
205	OFFN	OFFN	0.2098401	0.76195794	0.028202051
206	OFFN	PRFN	0.086872205	0.19616956	0.7169582
207	PRFN	PRFN	0.058597412	0.06728123	0.87412137
208	HATE	HATE	0.97333324	0.016849961	0.00981694
209	HATE	HATE	0.97810024	0.013681296	0.008218283
210	HATE	HATE	0.9754612	0.017367229	0.00717155
211	HATE	OFFN	0.26596612	0.4955365	0.2384973
212	HATE	HATE	0.9442458	0.048080973	0.007673037
213	OFFN	OFFN	0.17446971	0.79234177	0.033188403
214	HATE	HATE	0.9646688	0.02971933	0.005611934
215	PRFN	PRFN	0.12586711	0.14194508	0.73218775
216	HATE	HATE	0.9769431	0.015822772	0.0072341897
217	HATE	PRFN	0.38219395	0.1658459	0.4519601
218	HATE	HATE	0.98362345	0.011284573	0.005091966
219	HATE	OFFN	0.1021014	0.7403014	0.15759721
220	HATE	HATE	0.86476475	0.12775335	0.0074819005
221	PRFN	PRFN	0.032162596	0.025468621	0.9423688
222	PRFN	PRFN	0.024656612	0.025018275	0.95032513
223	HATE	HATE	0.96334493	0.029341327	0.0073137907
224	OFFN	OFFN	0.11970707	0.8393314	0.040961597
225	OFFN	PRFN	0.111524016	0.10062589	0.78785
226	HATE	HATE	0.9770512	0.012906536	0.0100422315
227	HATE	HATE	0.97822875	0.014725775	0.007045598
228	PRFN	PRFN	0.07719685	0.050756406	0.87204665
229	OFFN	OFFN	0.107802294	0.8571667	0.035031
230	PRFN	PRFN	0.025718251	0.026277835	0.94800395
231	PRFN	PRFN	0.026504653	0.027269604	0.9462257
232	PRFN	PRFN	0.0567106	0.048896696	0.8943926
233	PRFN	PRFN	0.032675736	0.041099608	0.92622477
234	OFFN	OFFN	0.18307105	0.775552	0.041377027
235	PRFN	PRFN	0.051985055	0.0662804	0.8817346
236	PRFN	PRFN	0.032547504	0.037050143	0.93040234
237	OFFN	OFFN	0.3299652	0.6477293	0.022305548
238	OFFN	HATE	0.74501395	0.24327245	0.011713593
239	PRFN	PRFN	0.02118055	0.025305578	0.95351386
240	PRFN	PRFN	0.017829766	0.025687745	0.9564826
241	HATE	PRFN	0.21446033	0.13781698	0.6477227
242	OFFN	OFFN	0.10783764	0.7833089	0.10885344
243	OFFN	OFFN	0.3275706	0.6486052	0.02382428
244	OFFN	OFFN	0.12971	0.8068922	0.06339771
245	PRFN	PRFN	0.11250931	0.078400806	0.80908996
246	PRFN	PRFN	0.09977031	0.26797062	0.63225913
247	HATE	OFFN	0.15098651	0.6963562	0.15265733
248	PRFN	PRFN	0.032094512	0.03266385	0.93524164
249	OFFN	OFFN	0.11357236	0.84632707	0.04010069
250	OFFN	PRFN	0.07591314	0.35512716	0.5689596
251	HATE	HATE	0.98283434	0.011482207	0.0056833923
252	PRFN	PRFN	0.04435389	0.04841819	0.90722793
253	PRFN	PRFN	0.025150163	0.02491896	0.94993085
254	OFFN	OFFN	0.09709237	0.7786299	0.12427781
255	OFFN	PRFN	0.19901887	0.11129712	0.68968403
256	OFFN	OFFN	0.08854753	0.7530778	0.15837458
257	PRFN	PRFN	0.07702494	0.09597871	0.8269963
258	PRFN	PRFN	0.02810345	0.023803	0.9480936
259	OFFN	OFFN	0.0992894	0.85680294	0.043907758
260	OFFN	OFFN	0.32433662	0.562207	0.113456495
261	PRFN	PRFN	0.052596886	0.040164288	0.90723884
262	OFFN	OFFN	0.16595499	0.6895972	0.1444478
263	PRFN	PRFN	0.14528021	0.13942203	0.7152979
264	PRFN	PRFN	0.039998025	0.029149016	0.93085295
265	OFFN	OFFN	0.1017113	0.8456689	0.05261961
266	PRFN	PRFN	0.02083525	0.026787858	0.9523769
267	PRFN	PRFN	0.17739108	0.081703246	0.74090564
268	PRFN	PRFN	0.035872158	0.031329613	0.9327982
269	PRFN	PRFN	0.027832156	0.029451756	0.94271606
270	OFFN	OFFN	0.22687297	0.7493509	0.023776172
271	OFFN	OFFN	0.1417569	0.81007755	0.048165716
272	OFFN	OFFN	0.08911906	0.85341364	0.057467297
273	HATE	HATE	0.97240263	0.020111714	0.0074856584
274	OFFN	OFFN	0.24707071	0.7330521	0.019877192
275	PRFN	PRFN	0.02723409	0.026161948	0.9466039
276	PRFN	PRFN	0.032267567	0.03383137	0.9339011
277	PRFN	PRFN	0.096081965	0.24951808	0.65439993
278	OFFN	OFFN	0.11415482	0.8404121	0.04543309
279	OFFN	PRFN	0.20613466	0.16315326	0.63071203
280	PRFN	PRFN	0.024039628	0.026859108	0.94910127
281	OFFN	OFFN	0.07564722	0.58096635	0.3433865
282	PRFN	PRFN	0.05789877	0.04109566	0.90100557
283	PRFN	PRFN	0.053692017	0.06447665	0.88183135
284	PRFN	HATE	0.4799013	0.33976692	0.18033174
285	OFFN	OFFN	0.2279187	0.7266535	0.04542787
286	HATE	HATE	0.9784303	0.015216793	0.0063528954
287	PRFN	PRFN	0.08272126	0.060419336	0.85685945
288	HATE	HATE	0.97671646	0.01714393	0.0061396267
289	PRFN	PRFN	0.099285826	0.25150618	0.649208
290	PRFN	PRFN	0.023213904	0.021251898	0.95553416
291	PRFN	PRFN	0.027324637	0.03236179	0.9403135
292	PRFN	PRFN	0.07284214	0.06190959	0.86524826
293	PRFN	PRFN	0.021846121	0.027114445	0.9510393
294	HATE	HATE	0.945628	0.0486634	0.0057084826
295	HATE	HATE	0.9798293	0.01588302	0.0042878306
296	PRFN	PRFN	0.051866256	0.05046156	0.8976722
297	PRFN	PRFN	0.020935966	0.027681828	0.9513822
298	PRFN	PRFN	0.03701296	0.04783131	0.9151557
299	PRFN	PRFN	0.017637182	0.021177324	0.9611854
300	PRFN	PRFN	0.04148129	0.038864557	0.91965413
301	OFFN	HATE	0.63082373	0.34344754	0.025728725
302	PRFN	PRFN	0.026886709	0.025059365	0.94805396
303	PRFN	PRFN	0.020496057	0.025963565	0.9535403
304	PRFN	PRFN	0.28161567	0.21679416	0.5015902
305	PRFN	PRFN	0.054874625	0.055163935	0.8899614
306	PRFN	PRFN	0.046839744	0.042056646	0.9111035
307	PRFN	PRFN	0.09340461	0.12603149	0.7805639
308	OFFN	OFFN	0.07694229	0.8336723	0.08938541
309	PRFN	PRFN	0.030450191	0.04419945	0.92535037
310	PRFN	PRFN	0.04846982	0.038392086	0.91313815
311	PRFN	PRFN	0.02594719	0.028306713	0.9457461
312	PRFN	PRFN	0.020065662	0.022997098	0.9569374
313	PRFN	PRFN	0.09573367	0.37147045	0.5327958
314	PRFN	PRFN	0.018378843	0.020077104	0.9615441
315	HATE	HATE	0.970695	0.023204327	0.0061006583
316	HATE	HATE	0.9685961	0.025529075	0.005874678
317	HATE	HATE	0.96583146	0.028348412	0.005820073
318	HATE	HATE	0.40648025	0.3513112	0.24220847
319	PRFN	PRFN	0.13526408	0.07437605	0.7903599
320	OFFN	OFFN	0.096600205	0.8418287	0.061571132
321	PRFN	PRFN	0.10489679	0.41816193	0.47694135
322	PRFN	PRFN	0.02003093	0.02492564	0.95504355
323	OFFN	OFFN	0.09783502	0.862113	0.04005193
324	PRFN	PRFN	0.021805346	0.025667064	0.9525277
325	OFFN	OFFN	0.09206494	0.83718103	0.070754066
326	PRFN	PRFN	0.037464075	0.03225973	0.9302761
327	HATE	PRFN	0.15706764	0.38036206	0.46257028
328	PRFN	PRFN	0.05231469	0.06670393	0.8809814
329	HATE	HATE	0.744194	0.23922174	0.016584147
330	HATE	HATE	0.91796666	0.07097247	0.011060781
331	HATE	HATE	0.9209838	0.072181255	0.006834942
332	PRFN	PRFN	0.027116831	0.026330778	0.94655234
333	PRFN	HATE	0.5851863	0.35254827	0.062265538
334	PRFN	PRFN	0.15036108	0.08400491	0.76563406
335	PRFN	PRFN	0.03863812	0.03318372	0.9281782
336	PRFN	PRFN	0.05685726	0.06308226	0.88006043
337	PRFN	PRFN	0.08584986	0.058369715	0.8557804
338	PRFN	PRFN	0.055057727	0.05650139	0.88844085
339	PRFN	PRFN	0.04558658	0.036935695	0.9174778
340	PRFN	PRFN	0.01717531	0.022257196	0.96056753
341	PRFN	PRFN	0.12937012	0.09303246	0.77759755
342	HATE	HATE	0.97460526	0.020028362	0.005366486
343	PRFN	PRFN	0.109365016	0.14429913	0.74633586
344	OFFN	OFFN	0.25269368	0.70739394	0.03991242
345	OFFN	OFFN	0.31295213	0.54602665	0.14102128
346	PRFN	PRFN	0.017854039	0.020296063	0.96185
347	OFFN	PRFN	0.11259851	0.102478385	0.78492314
348	OFFN	OFFN	0.31822464	0.66004926	0.021726208
349	OFFN	OFFN	0.28127858	0.622062	0.09665937
350	OFFN	OFFN	0.24774061	0.6119091	0.14035039
351	HATE	HATE	0.9399077	0.05271704	0.007375211
352	PRFN	PRFN	0.41764668	0.093161814	0.48919144
353	HATE	HATE	0.9692286	0.016598664	0.014172834
354	HATE	HATE	0.9643933	0.021606395	0.01400035
355	HATE	HATE	0.6475488	0.33846262	0.013988639
356	HATE	HATE	0.5521883	0.1759825	0.27182916
357	HATE	HATE	0.83886987	0.14698298	0.014147291
358	HATE	HATE	0.97547793	0.017447961	0.0070741144
359	PRFN	PRFN	0.11381011	0.09558989	0.7906
360	HATE	HATE	0.82073104	0.16725145	0.012017544
361	HATE	HATE	0.9541116	0.032493237	0.013395012
362	HATE	HATE	0.96367204	0.02585545	0.010472551
363	HATE	HATE	0.9799809	0.012095593	0.007923362
364	HATE	HATE	0.81665504	0.17293553	0.010409342
365	HATE	HATE	0.9672655	0.0242242	0.008510324
366	PRFN	PRFN	0.057776116	0.04056111	0.90166277
367	HATE	HATE	0.96108776	0.030052006	0.008860298
368	HATE	HATE	0.9524361	0.035852954	0.011710891
369	HATE	HATE	0.9561718	0.028815547	0.015012779
370	HATE	HATE	0.9647141	0.020938316	0.014347593
371	PRFN	PRFN	0.056474786	0.041595858	0.9019294
372	HATE	HATE	0.8062299	0.18539752	0.008372629
373	HATE	HATE	0.8251751	0.15477963	0.020045111
374	PRFN	PRFN	0.108428046	0.15281945	0.7387525
375	HATE	HATE	0.9432992	0.038040396	0.018660538
376	HATE	HATE	0.88771343	0.09859008	0.013696296
377	HATE	HATE	0.9592109	0.023444694	0.017344322
378	HATE	HATE	0.93762994	0.036136746	0.02623329
379	PRFN	PRFN	0.055301506	0.042865355	0.90183306
380	HATE	HATE	0.95730937	0.0368128	0.0058779675
381	HATE	HATE	0.9239161	0.06743862	0.008645295
382	HATE	HATE	0.8205538	0.165174	0.014272153
383	PRFN	PRFN	0.12536107	0.071111105	0.8035278
384	HATE	HATE	0.9735934	0.022206008	0.0042006476
385	PRFN	PRFN	0.24637441	0.14819051	0.6054351
386	HATE	HATE	0.9794724	0.012894474	0.007633107
387	HATE	HATE	0.96381474	0.030326394	0.0058589056
388	HATE	HATE	0.9596867	0.021654682	0.01865875
389	HATE	HATE	0.96842915	0.025037715	0.00653304
390	HATE	HATE	0.97708404	0.013781678	0.009134308
391	HATE	HATE	0.9791936	0.0150175765	0.005788784
392	HATE	HATE	0.97438014	0.016297422	0.0093225315
393	HATE	HATE	0.97858846	0.01652994	0.004881602
394	PRFN	OFFN	0.1949235	0.7393699	0.06570655
395	HATE	HATE	0.93782574	0.051842295	0.0103319865
396	HATE	HATE	0.60498476	0.219543	0.17547224
397	HATE	HATE	0.9016716	0.09188	0.0064482545
398	HATE	HATE	0.92060465	0.07156427	0.007831175
399	HATE	HATE	0.98126566	0.013826965	0.0049074497
400	HATE	HATE	0.9799169	0.014088924	0.0059941057
401	PRFN	PRFN	0.019792622	0.021492532	0.9587147
402	HATE	HATE	0.98232955	0.0104335435	0.0072369394
403	PRFN	PRFN	0.09540387	0.096119404	0.8084768
404	PRFN	OFFN	0.21654974	0.39977777	0.3836725
405	HATE	HATE	0.5472362	0.40578634	0.04697746
406	HATE	HATE	0.9813024	0.011893495	0.006804008
407	HATE	HATE	0.9745595	0.016945055	0.008495388
408	PRFN	PRFN	0.04264618	0.03458413	0.9227697
409	HATE	HATE	0.981184	0.013804099	0.005011942
410	HATE	HATE	0.9507996	0.041036766	0.008163544
411	HATE	HATE	0.96564054	0.029349884	0.0050096293
412	HATE	HATE	0.92752624	0.06596303	0.0065106526
413	PRFN	PRFN	0.2631142	0.12297946	0.6139064
414	HATE	HATE	0.9818299	0.01191519	0.0062549696
415	PRFN	PRFN	0.09849688	0.40510488	0.49639824
416	HATE	HATE	0.94127727	0.046940714	0.011782114
417	HATE	HATE	0.981447	0.013116532	0.0054365294
418	HATE	HATE	0.9814764	0.012992087	0.0055314135
419	HATE	HATE	0.9822028	0.01265922	0.0051380633
420	PRFN	PRFN	0.023244277	0.034068465	0.9426872
421	OFFN	OFFN	0.15457551	0.807031	0.038393423
422	HATE	HATE	0.89159167	0.09930756	0.009100715
423	HATE	HATE	0.9558563	0.02820181	0.015941892
424	OFFN	HATE	0.54449385	0.4336148	0.021891285
425	HATE	HATE	0.955067	0.039059445	0.0058735996
426	HATE	HATE	0.95297307	0.029513909	0.017512985
427	PRFN	PRFN	0.032018498	0.03299328	0.93498826
428	PRFN	PRFN	0.12397261	0.093872145	0.7821553
429	HATE	HATE	0.83839	0.1504017	0.0112082185
430	PRFN	PRFN	0.19206612	0.10721806	0.7007158
431	HATE	HATE	0.85383534	0.1316166	0.014548047
432	HATE	HATE	0.9698296	0.024272999	0.0058972435
433	PRFN	OFFN	0.16195521	0.548498	0.2895468
434	HATE	HATE	0.9649331	0.018488813	0.016578123
435	PRFN	PRFN	0.036619104	0.061615586	0.9017652
436	HATE	HATE	0.9584355	0.03440492	0.0071595944
437	HATE	HATE	0.9294719	0.04011247	0.030415684
438	PRFN	OFFN	0.2140595	0.4383251	0.34761542
439	HATE	HATE	0.9590622	0.030131686	0.010806196
440	HATE	HATE	0.9032326	0.08334712	0.013420201
441	HATE	HATE	0.9122574	0.070290126	0.017452588
442	HATE	HATE	0.9667207	0.026508551	0.006770705
443	PRFN	PRFN	0.13420612	0.113638036	0.75215596
444	HATE	HATE	0.5627296	0.42131895	0.01595148
445	HATE	HATE	0.9785719	0.013220018	0.008208053
446	HATE	HATE	0.9547091	0.029248817	0.016042069
447	PRFN	PRFN	0.021164821	0.020705987	0.9581293
448	HATE	HATE	0.93826634	0.05404308	0.0076905787
449	PRFN	PRFN	0.025115648	0.02624619	0.9486382
450	PRFN	PRFN	0.032955136	0.035663996	0.93138087
451	PRFN	PRFN	0.031672128	0.027237784	0.9410901
452	HATE	HATE	0.96777064	0.026855592	0.0053735278
453	PRFN	PRFN	0.022225993	0.028177593	0.9495964
454	HATE	HATE	0.67374414	0.30712295	0.019132787
455	HATE	HATE	0.96595395	0.02929103	0.0047549917
456	HATE	HATE	0.96083325	0.03422574	0.004941022
457	HATE	HATE	0.7221853	0.26697385	0.010840765
458	HATE	HATE	0.9700359	0.024612457	0.005351723
459	HATE	HATE	0.8511031	0.13937202	0.00952491
460	HATE	HATE	0.91508317	0.077671	0.007245765
461	PRFN	PRFN	0.030099126	0.035251968	0.93464893
462	HATE	HATE	0.7931525	0.19468664	0.012160722
463	HATE	HATE	0.9564985	0.03632296	0.007178481
464	HATE	HATE	0.8385397	0.15088004	0.0105802715
465	PRFN	PRFN	0.04125725	0.03538913	0.92335373
466	HATE	HATE	0.96076566	0.026495416	0.012738787
467	HATE	PRFN	0.028952707	0.030640032	0.9404073
468	HATE	HATE	0.83838356	0.14369863	0.017917687
469	HATE	HATE	0.96292543	0.027178494	0.009896031
470	HATE	HATE	0.97489417	0.020036329	0.0050695296
471	HATE	HATE	0.7986178	0.18955697	0.011825341
472	HATE	HATE	0.940988	0.050856803	0.008155195
473	HATE	HATE	0.92623436	0.03624348	0.03752198
474	PRFN	PRFN	0.03671597	0.040400047	0.92288405
