id	label	task_2_preds	HATE_probs	OFFN_probs	PRFN_probs
210	PRFN	PRFN	0.00548156	0.010507059	0.9840114
211	PRFN	PRFN	0.0063674287	0.019341426	0.97429115
212	PRFN	PRFN	0.0073418003	0.011840367	0.98081774
213	PRFN	PRFN	0.0061015137	0.01493231	0.978966
214	PRFN	PRFN	0.006043412	0.017346887	0.9766098
215	PRFN	PRFN	0.005185483	0.011290832	0.9835238
216	PRFN	PRFN	0.005635406	0.010070053	0.9842946
217	PRFN	PRFN	0.006342063	0.023033895	0.9706242
218	OFFN	OFFN	0.07401858	0.6911972	0.23478419
219	PRFN	PRFN	0.012659787	0.055660397	0.9316799
220	PRFN	PRFN	0.0054005277	0.015677705	0.9789219
221	PRFN	PRFN	0.006930788	0.020279849	0.9727894
222	PRFN	PRFN	0.007444406	0.011722143	0.98083365
223	PRFN	PRFN	0.03632431	0.120340824	0.84333485
224	HATE	HATE	0.527062	0.37607402	0.09686386
225	HATE	HATE	0.45459613	0.40405753	0.14134628
226	PRFN	PRFN	0.0063063432	0.019627398	0.9740663
227	PRFN	PRFN	0.010933686	0.033420373	0.95564604
228	HATE	HATE	0.5751302	0.31844392	0.106425844
229	PRFN	PRFN	0.005333287	0.009817165	0.9848495
230	PRFN	PRFN	0.006159211	0.011766731	0.982074
231	PRFN	PRFN	0.07366505	0.22748598	0.69884896
232	HATE	HATE	0.50124043	0.41573858	0.08302092
233	HATE	HATE	0.5695253	0.35085472	0.07962004
234	HATE	HATE	0.48237044	0.3895641	0.12806553
235	OFFN	HATE	0.47117415	0.38384256	0.14498328
236	PRFN	PRFN	0.00616764	0.011199542	0.9826329
237	HATE	HATE	0.49799642	0.41719273	0.084810965
238	HATE	HATE	0.52507895	0.42316714	0.051753823
239	PRFN	HATE	0.51209855	0.34516808	0.14273326
240	PRFN	PRFN	0.01574896	0.06405367	0.92019737
241	PRFN	PRFN	0.012160722	0.040009804	0.94782937
242	PRFN	PRFN	0.0063602184	0.02109622	0.9725436
243	PRFN	PRFN	0.005673076	0.009882247	0.9844448
244	PRFN	HATE	0.53919345	0.34664172	0.114164814
245	PRFN	PRFN	0.02664512	0.13328692	0.84006804
246	PRFN	PRFN	0.005698567	0.009942611	0.98435867
247	HATE	HATE	0.5438296	0.35024777	0.105922624
248	PRFN	PRFN	0.008361809	0.015898947	0.9757392
249	OFFN	OFFN	0.24974515	0.68426	0.065994866
250	PRFN	PRFN	0.007149377	0.023690108	0.9691607
251	PRFN	PRFN	0.012244837	0.036900926	0.9508542
252	PRFN	PRFN	0.013055581	0.05010714	0.9368373
253	OFFN	HATE	0.5317771	0.3618657	0.106357224
254	PRFN	PRFN	0.009032274	0.01731582	0.9736519
255	OFFN	HATE	0.4577307	0.4068412	0.13542809
256	PRFN	PRFN	0.014031321	0.052398324	0.9335704
257	PRFN	PRFN	0.008110253	0.031426225	0.9604636
258	PRFN	PRFN	0.008362295	0.030232545	0.96140516
259	PRFN	PRFN	0.01844202	0.07598881	0.90556914
260	PRFN	PRFN	0.0055420613	0.009984971	0.984473
261	PRFN	PRFN	0.0058131227	0.022686949	0.9714998
262	OFFN	OFFN	0.347673	0.4877045	0.1646225
263	PRFN	PRFN	0.025650706	0.10936674	0.8649825
264	PRFN	PRFN	0.007884775	0.013230833	0.9788846
265	OFFN	OFFN	0.065406896	0.57838905	0.35620406
266	PRFN	PRFN	0.011601065	0.03918831	0.9492107
267	PRFN	PRFN	0.00580256	0.016959071	0.97723824
268	PRFN	PRFN	0.0063922615	0.010347724	0.98326
269	HATE	HATE	0.4869707	0.3758725	0.13715684
270	PRFN	PRFN	0.007906472	0.013773342	0.9783202
271	PRFN	PRFN	0.006576746	0.011822037	0.9816012
272	PRFN	PRFN	0.007233858	0.011950697	0.98081535
273	HATE	HATE	0.5622723	0.32716307	0.1105647
274	PRFN	PRFN	0.0062803375	0.0118625425	0.981857
275	PRFN	PRFN	0.012691604	0.061886627	0.92542183
276	PRFN	PRFN	0.01427945	0.035990335	0.9497302
277	PRFN	PRFN	0.0053407997	0.010245928	0.9844133
278	PRFN	PRFN	0.0053950786	0.009768294	0.98483664
279	PRFN	PRFN	0.035577007	0.12815346	0.83626956
280	OFFN	HATE	0.49816737	0.3734416	0.12839106
281	PRFN	PRFN	0.006864822	0.0208227	0.97231245
282	PRFN	PRFN	0.0056703174	0.009995552	0.98433423
283	PRFN	PRFN	0.0062316954	0.010921087	0.9828473
284	PRFN	PRFN	0.011854688	0.032690912	0.9554544
285	PRFN	PRFN	0.005988101	0.009964215	0.9840478
286	PRFN	PRFN	0.005973021	0.017547492	0.9764795
287	PRFN	PRFN	0.0071622506	0.01293584	0.97990197
288	PRFN	PRFN	0.0056023006	0.010357405	0.98404026
289	OFFN	HATE	0.4741942	0.45122176	0.07458413
290	PRFN	PRFN	0.0056893355	0.015145873	0.97916466
291	PRFN	PRFN	0.0069750557	0.019753244	0.9732717
292	PRFN	PRFN	0.006742697	0.01997137	0.97328585
293	HATE	HATE	0.5165795	0.38576648	0.097653925
294	PRFN	PRFN	0.008486663	0.033457052	0.9580562
295	PRFN	PRFN	0.0055891033	0.010642457	0.98376834
296	PRFN	PRFN	0.0059914454	0.010767445	0.983241
297	PRFN	PRFN	0.009484306	0.03732278	0.953193
298	PRFN	PRFN	0.0061141336	0.010536083	0.9833498
299	PRFN	PRFN	0.0059241313	0.011086031	0.9829897
300	PRFN	PRFN	0.0063818973	0.010060065	0.983558
301	PRFN	PRFN	0.0058162557	0.014994271	0.97918963
302	PRFN	PRFN	0.0051145093	0.011997642	0.9828878
303	PRFN	PRFN	0.006006369	0.010033759	0.9839598
304	PRFN	PRFN	0.0116736805	0.028932204	0.9593941
305	PRFN	PRFN	0.005126214	0.009644647	0.985229
306	PRFN	PRFN	0.009394807	0.04718734	0.9434177
307	HATE	HATE	0.54318184	0.34027636	0.11654176
308	HATE	HATE	0.5742943	0.34142423	0.08428149
309	PRFN	PRFN	0.005865964	0.010429673	0.9837043
310	PRFN	PRFN	0.005362874	0.012641702	0.98199534
311	HATE	HATE	0.54401624	0.3627391	0.0932447
312	HATE	HATE	0.54733324	0.34722462	0.10544213
313	HATE	HATE	0.54910517	0.34826347	0.1026313
314	PRFN	PRFN	0.0054156263	0.00912588	0.98545855
315	PRFN	PRFN	0.076433666	0.24208868	0.68147767
316	HATE	HATE	0.5086018	0.4359445	0.055453748
317	PRFN	PRFN	0.007334305	0.012184311	0.98048127
318	HATE	HATE	0.47264948	0.41168562	0.11566496
319	HATE	HATE	0.5016731	0.43490013	0.06342674
320	HATE	HATE	0.5661256	0.3312307	0.10264379
321	PRFN	PRFN	0.0054689236	0.009677508	0.9848535
322	HATE	HATE	0.60416013	0.32814136	0.06769859
323	HATE	HATE	0.5314983	0.368515	0.09998674
324	PRFN	PRFN	0.0055690077	0.010116072	0.9843148
325	HATE	HATE	0.5838871	0.31621003	0.09990287
326	HATE	HATE	0.5513568	0.34159663	0.10704657
327	HATE	OFFN	0.09391714	0.55088234	0.35520062
328	PRFN	PRFN	0.0065102894	0.016752023	0.9767377
329	PRFN	PRFN	0.0068828524	0.029417768	0.9636994
330	HATE	HATE	0.53932536	0.37335598	0.08731863
331	PRFN	PRFN	0.0056089084	0.010385688	0.9840055
332	HATE	HATE	0.5154139	0.34846947	0.13611661
333	OFFN	OFFN	0.3531172	0.57807773	0.068804964
334	HATE	HATE	0.5220999	0.4132307	0.06466933
335	HATE	HATE	0.5250097	0.37770143	0.09728894
336	PRFN	PRFN	0.006619279	0.021186631	0.97219425
337	HATE	OFFN	0.42676547	0.4561166	0.1171179
338	PRFN	PRFN	0.017055511	0.07449527	0.9084491
339	PRFN	PRFN	0.0062860986	0.021444699	0.9722691
340	HATE	HATE	0.48730093	0.36477333	0.14792567
341	HATE	HATE	0.5450908	0.33894393	0.11596536
342	HATE	HATE	0.509328	0.36822808	0.122443974
343	HATE	HATE	0.5313606	0.38604882	0.08259061
344	PRFN	PRFN	0.0072338134	0.014189475	0.9785768
345	HATE	HATE	0.5291143	0.35161155	0.119274125
346	HATE	HATE	0.5485622	0.35813928	0.09329843
347	PRFN	PRFN	0.0067136497	0.018934576	0.97435176
348	HATE	HATE	0.49911115	0.36736092	0.13352786
349	OFFN	OFFN	0.25058517	0.6979466	0.051468223
350	OFFN	PRFN	0.028322497	0.28725204	0.68442553
351	PRFN	PRFN	0.008570633	0.024192005	0.96723735
352	PRFN	PRFN	0.0077994834	0.03236501	0.9598354
353	PRFN	PRFN	0.0063225543	0.01973794	0.97393954
354	HATE	OFFN	0.4243356	0.46249595	0.113168426
355	HATE	HATE	0.5384945	0.34766716	0.11383833
356	PRFN	PRFN	0.0067272694	0.013288844	0.9799839
357	PRFN	PRFN	0.0056534815	0.012620116	0.9817264
358	OFFN	PRFN	0.035735432	0.16620296	0.7980616
359	PRFN	PRFN	0.0059334436	0.01507557	0.978991
360	HATE	HATE	0.4897593	0.42768297	0.08255773
361	HATE	HATE	0.5326782	0.365103	0.102218926
362	PRFN	PRFN	0.0059483047	0.016865266	0.9771865
363	PRFN	PRFN	0.006023888	0.015249342	0.9787268
364	HATE	HATE	0.4971336	0.367755	0.13511135
365	PRFN	PRFN	0.0058229994	0.014061313	0.9801157
366	PRFN	PRFN	0.006728604	0.022129616	0.97114176
367	PRFN	PRFN	0.005693135	0.010545346	0.98376155
368	HATE	OFFN	0.23380272	0.72367316	0.04252409
369	PRFN	PRFN	0.006946057	0.011940137	0.9811138
370	PRFN	PRFN	0.007043109	0.01190867	0.98104835
371	PRFN	PRFN	0.0060604145	0.017451456	0.97648805
372	PRFN	PRFN	0.0069710487	0.0123433	0.9806856
373	PRFN	PRFN	0.006619206	0.023160381	0.97022045
374	HATE	HATE	0.49866247	0.38567832	0.11565917
375	PRFN	PRFN	0.006987532	0.011190938	0.98182166
376	PRFN	PRFN	0.0061331512	0.018784713	0.9750822
377	OFFN	PRFN	0.029533286	0.29206136	0.6784053
378	PRFN	PRFN	0.06197862	0.36017066	0.5778508
379	PRFN	PRFN	0.0057134447	0.011085856	0.98320067
380	PRFN	PRFN	0.006698298	0.010163053	0.98313856
381	PRFN	PRFN	0.034794718	0.17429252	0.7909128
382	PRFN	PRFN	0.006708549	0.012921106	0.9803702
383	OFFN	HATE	0.4938551	0.4355473	0.0705976
384	PRFN	PRFN	0.0055279303	0.009941235	0.9845307
385	OFFN	OFFN	0.38123423	0.39609137	0.2226744
386	PRFN	PRFN	0.009884627	0.033399265	0.9567161
387	HATE	OFFN	0.3899257	0.51886815	0.091206074
388	PRFN	PRFN	0.007009307	0.020877069	0.97211355
389	PRFN	PRFN	0.020455442	0.08745387	0.8920907
390	PRFN	PRFN	0.0058024772	0.009961308	0.9842362
391	PRFN	PRFN	0.006436296	0.010948967	0.9826148
392	PRFN	PRFN	0.018705448	0.117004365	0.8642903
393	PRFN	PRFN	0.006091261	0.010919852	0.9829888
394	PRFN	PRFN	0.0063651823	0.01127072	0.98236394
395	PRFN	PRFN	0.009669154	0.017963892	0.9723669
396	PRFN	PRFN	0.005649515	0.009929582	0.98442084
397	PRFN	PRFN	0.005417083	0.012205542	0.9823773
398	PRFN	PRFN	0.018279195	0.09835012	0.8833707
399	PRFN	PRFN	0.018423958	0.102397695	0.87917835
400	PRFN	PRFN	0.005899274	0.010045824	0.98405504
401	PRFN	PRFN	0.005657675	0.012815175	0.9815272
402	PRFN	PRFN	0.0093767075	0.03942925	0.9511941
403	PRFN	PRFN	0.007098606	0.011363625	0.98153776
404	PRFN	PRFN	0.014199662	0.051788185	0.93401206
405	PRFN	PRFN	0.0054635904	0.009892436	0.9846439
406	PRFN	PRFN	0.0055488995	0.010215842	0.9842352
407	PRFN	PRFN	0.005745609	0.010227194	0.9840273
408	PRFN	PRFN	0.0062469575	0.01902707	0.9747261
409	PRFN	PRFN	0.012242701	0.042111207	0.945646
410	PRFN	PRFN	0.0072297305	0.021585532	0.9711846
411	PRFN	PRFN	0.00557405	0.009902115	0.9845239
412	PRFN	PRFN	0.0053336127	0.008999811	0.9856665
413	PRFN	PRFN	0.005391334	0.011839379	0.98276925
414	PRFN	PRFN	0.005427384	0.012321119	0.9822515
415	PRFN	PRFN	0.098847285	0.18966529	0.71148735
416	OFFN	OFFN	0.093329415	0.57442397	0.33224672
417	PRFN	PRFN	0.008562087	0.03204243	0.95939547
418	PRFN	PRFN	0.06894765	0.18602481	0.74502754
419	HATE	HATE	0.47709605	0.41263714	0.11026686
420	PRFN	PRFN	0.0072065154	0.019904802	0.9728887
421	PRFN	PRFN	0.010284857	0.05909018	0.93062496
422	PRFN	PRFN	0.007087904	0.023535656	0.9693765
423	HATE	HATE	0.5008351	0.36786819	0.13129674
424	PRFN	PRFN	0.005943717	0.01087422	0.9831822
425	HATE	HATE	0.55587345	0.34897345	0.09515302
426	PRFN	PRFN	0.006114985	0.010361569	0.98352355
427	PRFN	PRFN	0.006474224	0.015919317	0.9776065
428	HATE	HATE	0.5086782	0.37719172	0.114130005
429	HATE	HATE	0.5143625	0.35421005	0.13142747
430	HATE	HATE	0.52732337	0.37513787	0.097538725
431	OFFN	OFFN	0.28209472	0.657495	0.06041026
432	PRFN	PRFN	0.0071585495	0.026708163	0.96613336
433	HATE	HATE	0.492666	0.3968045	0.11052946
434	PRFN	PRFN	0.0055748476	0.009802019	0.9846232
435	PRFN	PRFN	0.005838388	0.010125294	0.98403627
436	HATE	OFFN	0.42819983	0.43318716	0.13861296
437	PRFN	PRFN	0.0056885	0.01053211	0.9837794
438	HATE	HATE	0.55844617	0.3366398	0.10491405
439	PRFN	PRFN	0.005053352	0.012016714	0.98292994
440	PRFN	PRFN	0.00719515	0.014176572	0.97862834
441	PRFN	PRFN	0.006826288	0.011972073	0.98120177
442	PRFN	PRFN	0.0054422617	0.009910443	0.9846474
443	HATE	HATE	0.5252017	0.38112256	0.09367573
444	PRFN	OFFN	0.42384192	0.47805962	0.09809854
445	HATE	HATE	0.5217345	0.39259547	0.08567007
446	PRFN	PRFN	0.005889462	0.019148337	0.97496223
447	PRFN	PRFN	0.006713576	0.010524073	0.98276246
448	PRFN	PRFN	0.008071984	0.033157952	0.95877004
449	PRFN	PRFN	0.01642779	0.04373687	0.93983537
450	PRFN	PRFN	0.0053785597	0.009647035	0.98497444
451	PRFN	PRFN	0.007374272	0.020968415	0.97165734
452	PRFN	PRFN	0.013058569	0.043508332	0.943433
453	PRFN	PRFN	0.006150536	0.016555158	0.9772944
454	PRFN	PRFN	0.007459828	0.013041737	0.97949857
455	HATE	HATE	0.5395178	0.34465164	0.11583051
456	PRFN	PRFN	0.0062167486	0.011081765	0.98270154
457	OFFN	OFFN	0.38671234	0.48482955	0.12845817
458	PRFN	PRFN	0.0058813374	0.010668461	0.9834501
459	PRFN	PRFN	0.005926247	0.010320031	0.9837538
460	PRFN	PRFN	0.012297752	0.05527187	0.9324303
461	PRFN	PRFN	0.006389324	0.010979091	0.9826317
462	PRFN	PRFN	0.0059242896	0.01007845	0.9839973
463	PRFN	PRFN	0.00548881	0.010488028	0.9840231
464	PRFN	PRFN	0.0063588023	0.01366099	0.97998023
465	PRFN	PRFN	0.00754261	0.023119979	0.96933746
466	PRFN	PRFN	0.0072842073	0.013855715	0.9788601
